Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,CarolinaPanthers,CAR,DST,2015,7,PHI,0,2,0,2,1,0,0,0,20,9,9
1,LosAngelesRams,LAR,DST,2015,7,CLE,0,4,0,2,0,0,0,0,20,9,9
3,SeattleSeahawks,SEA,DST,2015,7,SF,0,3,0,1,1,0,0,0,17,8,8
3,BuffaloBills,BUF,DST,2015,7,JAX,0,3,0,1,1,0,0,0,18,8,8
3,PittsburghSteelers,PIT,DST,2015,7,KC,0,3,0,1,1,0,0,0,20,8,8
6,ArizonaCardinals,ARI,DST,2015,7,BAL,0,2,0,1,1,0,0,0,20,7,7
6,NewEnglandPatriots,NE,DST,2015,7,NYJ,0,3,0,1,1,0,0,0,21,7,7
6,MinnesotaVikings,MIN,DST,2015,7,DET,0,2,0,1,1,0,0,0,18,7,7
6,WashingtonRedskins,WAS,DST,2015,7,TB,0,2,0,1,1,0,0,0,20,7,7
10,PhiladelphiaEagles,PHI,DST,2015,7,CAR,0,2,0,1,1,0,0,0,21,6,6
10,DetroitLions,DET,DST,2015,7,MIN,0,2,0,1,1,0,0,0,24,6,6
10,OaklandRaiders,OAK,DST,2015,7,LAC,0,2,0,1,1,0,0,0,26,6,6
10,LosAngelesChargers,LAC,DST,2015,7,OAK,0,2,0,1,1,0,0,0,24,6,6
10,NewOrleansSaints,NO,DST,2015,7,IND,0,2,0,1,1,0,0,0,25,6,6
10,TampaBayBuccaneers,TB,DST,2015,7,WAS,0,2,0,1,1,0,0,0,23,6,6
16,HoustonTexans,HOU,DST,2015,7,MIA,0,3,0,1,0,0,0,0,21,5,5
16,AtlantaFalcons,ATL,DST,2015,7,TEN,0,2,0,1,0,0,0,0,20,5,5
16,MiamiDolphins,MIA,DST,2015,7,HOU,0,3,0,1,0,0,0,0,21,5,5
16,DallasCowboys,DAL,DST,2015,7,NYG,0,3,0,1,0,0,0,0,26,5,5
20,KansasCityChiefs,KC,DST,2015,7,PIT,0,2,0,1,0,0,0,0,26,4,4
20,NewYorkGiants,NYG,DST,2015,7,DAL,0,2,0,1,0,0,0,0,22,4,4
20,ClevelandBrowns,CLE,DST,2015,7,LAR,0,2,0,1,0,0,0,0,22,4,4
20,JacksonvilleJaguars,JAX,DST,2015,7,BUF,0,2,0,1,0,0,0,0,24,4,4
20,IndianapolisColts,IND,DST,2015,7,NO,0,2,0,1,0,0,0,0,23,4,4
20,SanFrancisco49ers,SF,DST,2015,7,SEA,0,2,0,1,0,0,0,0,25,4,4
26,BaltimoreRavens,BAL,DST,2015,7,ARI,0,2,0,1,0,0,0,0,30,3,3
26,NewYorkJets,NYJ,DST,2015,7,NE,0,3,0,0,0,0,0,0,24,3,3
26,TennesseeTitans,TEN,DST,2015,7,ATL,0,2,0,1,0,0,0,0,29,3,3
