Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,LeSeanMcCoyQ,BUF,RB,2015,14,PHI,19,94,4.9,1,3,2,19,0,0,0,17.3,17.3
2,DougMartin,TB,RB,2015,14,NO,19,91,4.8,1,3,2,15,0,0,0,16.6,16.6
3,DavidJohnson,ARI,RB,2015,14,MIN,18,78,4.3,1,3,2,22,0,0,0,16,16
3,DeAngeloWilliams,PIT,RB,2015,14,CIN,17,76,4.5,1,4,3,24,0,0,0,16,16
3,ThomasRawls,SEA,RB,2015,14,BAL,20,85,4.2,1,3,2,15,0,0,0,16,16
6,DevontaFreemanO,ATL,RB,2015,14,CAR,15,60,4,1,7,5,39,0,0,0,15.9,15.9
7,AdrianPetersonQ,MIN,RB,2015,14,ARI,19,82,4.3,1,3,2,15,0,0,0,15.7,15.7
8,MattForteIR,CHI,RB,2015,14,WAS,16,70,4.4,1,4,3,26,0,0,0,15.6,15.6
9,JonathanStewartIR,CAR,RB,2015,14,ATL,19,77,4.1,1,3,2,13,0,0,0,15,15
10,ToddGurley,LAR,RB,2015,14,DET,17,71,4.2,1,1,1,12,0,0,0,14.3,14.3
11,ChrisIvory,NYJ,RB,2015,14,TEN,16,68,4.2,1,1,1,10,0,0,0,13.8,13.8
12,CharcandrickWest,KC,RB,2015,14,LAC,13,58,4.5,1,3,2,18,0,0,0,13.6,13.6
13,RonnieHillman,DEN,RB,2015,14,OAK,14,60,4.3,1,3,2,12,0,0,0,13.2,13.2
14,EddieLacy,GB,RB,2015,14,DAL,13,60,4.6,1,1,1,11,0,0,0,13.1,13.1
15,JeremyHillIR,CIN,RB,2015,14,PIT,13,58,4.5,1,1,1,9,0,0,0,12.7,12.7
15,LeGarretteBlount,NE,RB,2015,14,HOU,14,63,4.5,1,0,0,4,0,0,0,12.7,12.7
17,SpencerWare,KC,RB,2015,14,LAC,9,41,4.6,1,1,1,7,0,0,0,10.8,10.8
18,LamarMiller,MIA,RB,2015,14,NYG,15,73,4.9,0,4,3,21,0,0,0,9.4,9.4
19,ShaunDraughn,SF,RB,2015,14,CLE,15,60,4,0,6,4,27,0,0,0,8.7,8.7
19,TJYeldonP,JAX,RB,2015,14,IND,15,66,4.4,0,4,3,21,0,0,0,8.7,8.7
21,DarrenMcFadden,DAL,RB,2015,14,GB,17,54,3.2,0,4,3,26,0,0,0,8,8
21,JavoriusAllen,BAL,RB,2015,14,SEA,14,48,3.4,0,6,4,32,0,0,0,8,8
