Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,CamNewton,CAR,QB,2015,11,WAS,18,31,58.1,229,7.4,2,1,89.31,8,42,5.2,1,25.4,25.36
2,TomBrady,NE,QB,2015,11,BUF,26,41,63.4,292,7.1,3,1,98.83,2,4,2,0,22.1,22.08
3,RussellWilson,SEA,QB,2015,11,SF,18,29,62.1,227,7.8,2,1,95.04,7,38,5.4,0,18.9,18.88
4,BlakeBortles,JAX,QB,2015,11,TEN,23,39,59,263,6.7,2,1,85.74,3,20,6.7,0,18.5,18.52
5,AaronRodgersQ,GB,QB,2015,11,MIN,22,35,62.9,258,7.4,2,1,92.32,4,20,5,0,18.3,18.32
6,TyrodTaylorQ,BUF,QB,2015,11,NE,19,32,59.4,226,7.1,2,1,88.8,6,31,5.2,0,18.1,18.14
7,MattRyan,ATL,QB,2015,11,IND,25,38,65.8,292,7.7,2,1,95.5,2,4,2,0,18.1,18.08
8,MatthewStafford,DET,QB,2015,11,OAK,25,40,62.5,280,7,2,1,89.58,2,8,4,0,18,18
9,DerekCarr,OAK,QB,2015,11,DET,24,38,63.2,283,7.4,2,1,92.32,2,6,3,0,17.9,17.92
10,CarsonPalmer,ARI,QB,2015,11,CIN,23,37,62.2,292,7.9,2,1,93.52,2,2,1,0,17.9,17.88
11,AlexSmith,KC,QB,2015,11,LAC,21,33,63.6,234,7.1,2,1,92.23,4,23,5.8,0,17.7,17.66
12,PhilipRivers,LAC,QB,2015,11,KC,24,39,61.5,285,7.3,2,1,90.22,1,2,2,0,17.6,17.6
13,RyanFitzpatrick,NYJ,QB,2015,11,HOU,21,35,60,240,6.9,2,1,87.8,4,19,4.8,0,17.5,17.5
14,AndyDalton,CIN,QB,2015,11,ARI,23,36,63.9,258,7.2,2,1,92.13,4,10,2.5,0,17.3,17.32
15,RyanTannehillP,MIA,QB,2015,11,DAL,23,36,63.9,256,7.1,2,1,91.9,2,9,4.5,0,17.1,17.14
16,TonyRomo,DAL,QB,2015,11,MIA,22,34,64.7,264,7.8,2,1,95.71,2,5,2.5,0,17.1,17.06
17,MarcusMariotaP,TEN,QB,2015,11,JAX,21,33,63.6,241,7.3,2,1,93.12,2,14,7,0,17,17.04
18,MarkSanchez,PHI,QB,2015,11,TB,22,36,61.1,252,7,2,1,89.12,3,8,2.7,0,16.9,16.88
18,JoeFlacco,BAL,QB,2015,11,LAR,24,39,61.5,262,6.7,2,1,87.77,2,4,2,0,16.9,16.88
20,JameisWinston,TB,QB,2015,11,PHI,20,34,58.8,236,6.9,2,1,87.38,3,13,4.3,0,16.7,16.74
21,MattHasselbeck,IND,QB,2015,11,ATL,23,38,60.5,260,6.8,2,1,87.61,2,3,1.5,0,16.7,16.7
22,BrockOsweiler,DEN,QB,2015,11,CHI,22,36,61.1,246,6.8,2,1,88.43,2,7,3.5,0,16.5,16.54
23,JayCutler,CHI,QB,2015,11,DEN,21,34,61.8,228,6.7,2,1,88.85,3,12,4,0,16.3,16.32
24,TeddyBridgewater,MIN,QB,2015,11,GB,18,30,60,207,6.9,2,1,89.17,4,20,5,0,16.3,16.28
25,KirkCousins,WAS,QB,2015,11,CAR,22,36,61.1,245,6.8,2,2,76.74,1,4,4,0,14.2,14.2
26,TJYates,HOU,QB,2015,11,NYJ,19,36,52.8,233,6.5,2,2,68.4,2,5,2.5,0,13.8,13.82
27,CaseKeenum,LAR,QB,2015,11,BAL,18,30,60,205,6.8,1,1,77.78,2,10,5,0,11.2,11.2
28,BlaineGabbertQ,SF,QB,2015,11,SEA,18,31,58.1,196,6.3,1,1,74.13,4,13,3.2,0,11.1,11.14
29,BrandonWeeden,DAL,QB,2015,11,MIA,1,0,0,14,0,0,0,0,0,1,0,0,0.7,0.66
30,GenoSmith,NYJ,QB,2015,11,HOU,1,1,100,10,10,0,0,108.33,0,1,0,0,0.5,0.5
31,MattCassel,DAL,QB,2015,11,MIA,1,1,100,9,9,0,0,104.17,0,0,0,0,0.4,0.36
32,ZachMettenberger,TEN,QB,2015,11,JAX,1,1,100,8,8,0,0,100,0,0,0,0,0.3,0.32
32,ChadHenne,JAX,QB,2015,11,TEN,1,1,100,8,8,0,0,100,0,0,0,0,0.3,0.32
32,MikeGlennon,TB,QB,2015,11,PHI,1,1,100,8,8,0,0,100,0,0,0,0,0.3,0.32
35,DanOrlovsky,DET,QB,2015,11,OAK,0,1,0,6,6,0,0,52.08,0,0,0,0,0.2,0.24
35,MattSchaub,BAL,QB,2015,11,LAR,1,1,100,6,6,0,0,91.67,0,0,0,0,0.2,0.24
35,NickFoles,LAR,QB,2015,11,BAL,0,1,0,6,6,0,0,52.08,0,0,0,0,0.2,0.24
38,MattMcGloin,OAK,QB,2015,11,DET,0,0,0,5,0,0,0,0,0,0,0,0,0.2,0.2
38,ScottTolzien,GB,QB,2015,11,MIN,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
38,DerekAnderson,CAR,QB,2015,11,WAS,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
38,ColtMcCoy,WAS,QB,2015,11,CAR,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
38,TarvarisJackson,SEA,QB,2015,11,SF,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
38,EJManuel,BUF,QB,2015,11,NE,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
44,JimmyClausen,CHI,QB,2015,11,DEN,0,1,0,4,4,0,0,43.75,0,0,0,0,0.2,0.16
44,AJMcCarron,CIN,QB,2015,11,ARI,0,1,0,4,4,0,0,43.75,0,0,0,0,0.2,0.16
44,KellenClemens,LAC,QB,2015,11,KC,0,0,0,4,0,0,0,0,0,0,0,0,0.2,0.16
44,JimmyGaroppoloIR,NE,QB,2015,11,BUF,0,1,0,4,4,0,0,43.75,0,0,0,0,0.2,0.16
48,CharlieWhitehurst,IND,QB,2015,11,ATL,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.12
48,ShaunHill,MIN,QB,2015,11,GB,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.12
48,DrewStanton,ARI,QB,2015,11,CIN,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.12
51,MattMoore,MIA,QB,2015,11,DAL,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.08
51,ChaseDaniel,KC,QB,2015,11,LAC,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.08
53,SeanRenfree,ATL,QB,2015,11,IND,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04
53,TrevorSiemian,DEN,QB,2015,11,CHI,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04
55,AndrewLuckP,IND,QB,2015,11,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,BrycePetty,NYJ,QB,2015,11,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,BrianHoyer,HOU,QB,2015,11,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,SamBradfordQ,PHI,QB,2015,11,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,ThaddeusLewis,PHI,QB,2015,11,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,StephenMorris,PHI,QB,2015,11,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,DavidFales,CHI,QB,2015,11,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,BrettHundley,GB,QB,2015,11,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,TaylorHeinicke,MIN,QB,2015,11,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,SeanMannion,LAR,QB,2015,11,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
