Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,TonyRomo,DAL,QB,2013,7,PHI,31,45,68.9,381,8.5,3,0,116.99,0,6,0,0,27.8,27.84
2,PeytonManning,DEN,QB,2013,7,IND,35,46,76.1,403,8.8,3,0,123.73,-1,-4,4,0,27.7,27.72
3,AaronRodgersQ,GB,QB,2013,7,CLE,26,41,63.4,363,8.9,2,0,108.08,4,13,3.2,0,23.8,23.82
4,PhilipRivers,LAC,QB,2013,7,JAX,35,46,76.1,390,8.5,2,0,115.31,0,2,0,0,23.6,23.6
5,EliManning,NYG,QB,2013,7,MIN,42,82,51.2,556,6.8,2,5,55.74,0,11,0,0,21.3,21.34
6,NickFoles,PHI,QB,2013,7,DAL,26,41,63.4,309,7.5,2,0,102.59,1,5,5,0,20.9,20.86
7,JayCutler,CHI,QB,2013,7,WAS,29,44,65.9,327,7.4,2,1,93.66,4,17,4.2,0,20.8,20.78
8,MatthewStafford,DET,QB,2013,7,CIN,27,43,62.8,309,7.2,2,0,99.85,1,3,3,0,20.7,20.66
9,CamNewton,CAR,QB,2013,7,LAR,22,36,61.1,263,7.3,2,1,90.39,7,35,5,0,20,20.02
10,AndrewLuckP,IND,QB,2013,7,DEN,26,44,59.1,316,7.2,1,0,88.83,5,31,6.2,0,19.7,19.74
11,RussellWilson,SEA,QB,2013,7,ARI,17,30,56.7,220,7.3,1,0,90.97,11,67,6.1,0,19.5,19.5
12,RobertGriffinIII,WAS,QB,2013,7,CHI,30,50,60,349,7,1,1,79.5,7,35,5,0,19.5,19.46
13,TomBrady,NE,QB,2013,7,NYJ,31,55,56.4,348,6.3,1,0,81.48,1,4,4,0,18.3,18.32
14,ColinKaepernick,SF,QB,2013,7,TEN,22,42,52.4,280,6.7,1,1,71.53,8,51,6.4,0,18.3,18.3
15,BrandonWeeden,CLE,QB,2013,7,GB,33,58,56.9,376,6.5,1,1,75.07,2,7,3.5,0,17.7,17.74
16,BenRoethlisberger,PIT,QB,2013,7,BAL,32,48,66.7,376,7.8,1,1,88.54,1,6,6,0,17.6,17.64
17,MattRyan,ATL,QB,2013,7,TB,30,43,69.8,327,7.6,1,0,99.66,0,2,0,0,17.3,17.28
18,SamBradfordQ,LAR,QB,2013,7,CAR,21,36,58.3,211,5.9,2,0,93.63,2,5,2.5,0,16.9,16.94
19,RyanTannehillP,MIA,QB,2013,7,BUF,27,44,61.4,330,7.5,1,1,82.58,4,15,3.8,0,16.7,16.7
20,JoeFlacco,BAL,QB,2013,7,PIT,27,45,60,351,7.8,1,1,82.73,2,6,3,0,16.6,16.64
21,AndyDalton,CIN,QB,2013,7,DET,29,46,63,319,6.9,1,1,81.7,5,17,3.4,0,16.5,16.46
22,JoshFreeman,MIN,QB,2013,7,NYG,29,58,50,369,6.4,1,2,61.64,3,12,4,0,16,15.96
23,MikeGlennon,TB,QB,2013,7,ATL,31,54,57.4,290,5.4,1,1,70.76,3,11,3.7,0,14.7,14.7
24,CaseKeenum,HOU,QB,2013,7,KC,17,31,54.8,214,6.9,1,0,87.3,2,8,4,0,13.4,13.36
25,CarsonPalmer,ARI,QB,2013,7,SEA,30,51,58.8,326,6.4,1,2,67.93,0,0,0,0,13,13.04
26,ThaddeusLewis,BUF,QB,2013,7,MIA,18,29,62.1,188,6.5,1,0,92.31,3,8,2.7,0,12.3,12.32
26,GenoSmith,NYJ,QB,2013,7,NE,20,34,58.8,273,8,1,2,69.85,4,14,3.5,0,12.3,12.32
28,AlexSmith,KC,QB,2013,7,HOU,19,35,54.3,222,6.3,0,0,73.75,6,31,5.2,0,12,11.98
29,ChadHenne,JAX,QB,2013,7,LAC,30,51,58.8,337,6.6,0,1,70.47,1,4,4,0,11.9,11.88
30,JakeLocker,TEN,QB,2013,7,SF,13,21,61.9,144,6.9,0,0,82.24,3,16,5.3,0,7.4,7.36
31,MattBarkley,PHI,QB,2013,7,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,JoshMcCown,CHI,QB,2013,7,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,DerekAnderson,CAR,QB,2013,7,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,KellenClemens,LAR,QB,2013,7,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,CharlieWhitehurst,LAC,QB,2013,7,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,JoeWebb,MIN,QB,2013,7,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
