Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,DustinHopkins,WAS,K,2016,8,CIN,1.9,2.2,100,0,2.4,2.4,8.1,8.1
2,MattBryant,ATL,K,2016,8,GB,1.7,2,100,0,2.8,2.8,7.9,7.9
3,SebastianJanikowski,OAK,K,2016,8,TB,1.7,2,100,0,2.7,2.7,7.8,7.8
3,MasonCrosby,GB,K,2016,8,ATL,1.7,1.9,100,0,2.7,2.7,7.8,7.8
5,MikeNugentIR,CIN,K,2016,8,WAS,1.7,2.1,100,0,2.6,2.6,7.7,7.7
5,CalebSturgis,PHI,K,2016,8,DAL,1.8,2.2,100,0,2.3,2.3,7.7,7.7
7,MattPrater,DET,K,2016,8,HOU,1.7,2,100,0,2.5,2.5,7.6,7.6
7,NickNovak,HOU,K,2016,8,DET,1.7,2.1,100,0,2.5,2.5,7.6,7.6
9,AdamVinatieri,IND,K,2016,8,KC,1.8,2,100,0,2.1,2.1,7.5,7.5
9,CodyParkey,CLE,K,2016,8,NYJ,1.7,2,100,0,2.4,2.4,7.5,7.5
11,CairoSantos,KC,K,2016,8,IND,1.7,2.1,100,0,2.3,2.3,7.4,7.4
11,BlairWalsh,MIN,K,2016,8,CHI,1.7,2.1,100,0,2.3,2.3,7.4,7.4
13,StevenHauschka,SEA,K,2016,8,NO,1.6,1.9,100,0,2.5,2.5,7.3,7.3
13,ChandlerCatanzaro,ARI,K,2016,8,CAR,1.7,2.1,100,0,2.2,2.2,7.3,7.3
15,JasonMyers,JAX,K,2016,8,TEN,1.7,1.9,100,0,2,2,7.1,7.1
15,NickFolk,NYJ,K,2016,8,CLE,1.5,2,100,0,2.6,2.6,7.1,7.1
15,JoshLamboP,LAC,K,2016,8,DEN,1.8,2.1,100,0,1.7,1.7,7.1,7.1
18,RyanSuccopP,TEN,K,2016,8,JAX,1.5,1.8,100,0,2.3,2.3,6.8,6.8
18,RobertoAguayo,TB,K,2016,8,OAK,1.4,1.9,50,0,2.6,2.6,6.8,6.8
20,DanBailey,DAL,K,2016,8,PHI,1.5,1.7,100,0,2.2,2.2,6.7,6.7
21,DanCarpenter,BUF,K,2016,8,NE,1.4,1.7,50,0,2.4,2.4,6.6,6.6
22,WilLutz,NO,K,2016,8,SEA,1.3,1.8,50,0,2.5,2.5,6.4,6.4
22,StephenGostkowski,NE,K,2016,8,BUF,1.3,1.6,50,0,2.5,2.5,6.4,6.4
24,BrandonMcManus,DEN,K,2016,8,LAC,1.3,1.7,50,0,2.3,2.3,6.2,6.2
25,GrahamGano,CAR,K,2016,8,ARI,1.3,1.8,50,0,2.1,2.1,6,6
26,ConnorBarth,CHI,K,2016,8,MIN,1.3,1.7,50,0,1.5,1.5,5.4,5.4
27,PatrickMurray,CLE,K,2016,8,NYJ,0,0,0,0,0,0,0,0
27,MarshallMorgan,BUF,K,2016,8,NE,0,0,0,0,0,0,0,0
