Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,AaronRodgersQ,GB,QB,2015,4,SF,23,35,65.7,278,7.9,2,0,108.99,4,18,4.5,0,20.9,20.92
2,CamNewton,CAR,QB,2015,4,TB,20,32,62.5,234,7.3,2,1,92.45,8,38,4.8,0,19.2,19.16
3,RussellWilson,SEA,QB,2015,4,DET,18,30,60,231,7.7,2,1,92.5,7,34,4.9,0,18.6,18.64
4,MattRyan,ATL,QB,2015,4,HOU,24,38,63.2,282,7.4,2,1,92.21,2,6,3,0,17.9,17.88
5,TyrodTaylorQ,BUF,QB,2015,4,NYG,20,32,62.5,226,7.1,2,1,91.41,5,28,5.6,0,17.8,17.84
6,PeytonManning,DEN,QB,2015,4,MIN,25,38,65.8,290,7.6,2,1,95.29,1,0,0,0,17.6,17.6
7,RyanTannehillP,MIA,QB,2015,4,NYJ,23,37,62.2,258,7,2,1,89.7,3,12,4,0,17.5,17.52
8,CarsonPalmer,ARI,QB,2015,4,LAR,23,36,63.9,273,7.6,2,1,93.87,2,5,2.5,0,17.4,17.42
8,DrewBrees,NO,QB,2015,4,DAL,26,39,66.7,278,7.1,2,1,93.75,2,3,1.5,0,17.4,17.42
10,BlakeBortles,JAX,QB,2015,4,IND,21,35,60,238,6.8,2,1,87.56,3,18,6,0,17.3,17.32
11,JoeFlacco,BAL,QB,2015,4,PIT,24,38,63.2,268,7.1,2,1,90.68,2,5,2.5,0,17.2,17.22
12,AndyDalton,CIN,QB,2015,4,KC,21,34,61.8,252,7.4,2,1,91.79,4,11,2.8,0,17.2,17.18
13,DerekCarr,OAK,QB,2015,4,CHI,24,38,63.2,260,6.8,2,1,89.8,2,7,3.5,0,17.1,17.1
14,EliManning,NYG,QB,2015,4,BUF,23,37,62.2,266,7.2,2,1,90.6,1,4,4,0,17,17.04
15,SamBradfordQ,PHI,QB,2015,4,WAS,23,36,63.9,261,7.2,2,1,92.48,2,4,2,0,16.8,16.84
16,PhilipRivers,LAC,QB,2015,4,CLE,22,35,62.9,262,7.5,2,1,92.8,1,2,2,0,16.7,16.68
17,RyanFitzpatrick,NYJ,QB,2015,4,MIA,20,33,60.6,230,7,2,1,89.2,3,12,4,0,16.4,16.4
18,ColinKaepernick,SF,QB,2015,4,GB,18,30,60,213,7.1,1,1,78.89,7,40,5.7,0,14.5,14.52
19,MichaelVick,PIT,QB,2015,4,BAL,19,33,57.6,224,6.8,1,1,75.82,4,24,6,0,13.4,13.36
20,AlexSmith,KC,QB,2015,4,CIN,21,34,61.8,225,6.6,1,1,78.68,4,18,4.5,0,12.8,12.8
21,MatthewStafford,DET,QB,2015,4,SEA,23,38,60.5,252,6.6,1,1,77.96,2,6,3,0,12.7,12.68
22,JameisWinston,TB,QB,2015,4,CAR,19,32,59.4,228,7.1,1,1,78.65,3,14,4.7,0,12.5,12.52
23,KirkCousins,WAS,QB,2015,4,PHI,20,34,58.8,247,7.3,1,1,78.92,2,5,2.5,0,12.4,12.38
24,JoshMcCown,CLE,QB,2015,4,LAC,18,32,56.2,224,7,1,1,75.52,3,12,4,0,12.2,12.16
25,RyanMallett,HOU,QB,2015,4,ATL,21,35,60,233,6.7,1,1,77.44,2,8,4,0,12.1,12.12
26,TeddyBridgewater,MIN,QB,2015,4,DEN,19,31,61.3,205,6.6,1,1,78.02,4,17,4.2,0,11.9,11.9
27,NickFoles,LAR,QB,2015,4,ARI,20,33,60.6,215,6.5,1,1,77.21,2,9,4.5,0,11.5,11.5
28,BrandonWeeden,DAL,QB,2015,4,NO,20,31,64.5,220,7.1,1,1,82.73,2,3,1.5,0,11.1,11.1
29,JimmyClausen,CHI,QB,2015,4,OAK,17,30,56.7,182,6.1,1,1,71.81,2,6,3,0,9.9,9.88
30,JayCutler,CHI,QB,2015,4,OAK,6,10,60,123,12.3,1,0,136.67,1,4,4,0,9.3,9.32
31,JohnnyManziel,CLE,QB,2015,4,LAC,7,12,58.3,90,7.5,0,0,81.94,1,6,6,0,4.2,4.2
32,MattHasselbeck,IND,QB,2015,4,JAX,5,8,62.5,69,8.6,0,0,90.1,1,2,2,0,3,2.96
33,GenoSmith,NYJ,QB,2015,4,MIA,1,1,100,13,13,0,0,118.75,0,1,0,0,0.6,0.62
34,CaseKeenum,LAR,QB,2015,4,ARI,1,1,100,11,11,0,0,112.5,0,1,0,0,0.5,0.54
35,BrianHoyer,HOU,QB,2015,4,ATL,1,1,100,11,11,0,0,112.5,0,0,0,0,0.4,0.44
36,ChadHenne,JAX,QB,2015,4,IND,1,1,100,8,8,0,0,100,0,1,0,0,0.4,0.42
37,MattCassel,DAL,QB,2015,4,NO,1,1,100,10,10,0,0,108.33,0,0,0,0,0.4,0.4
38,MarkSanchez,PHI,QB,2015,4,WAS,1,1,100,9,9,0,0,104.17,0,0,0,0,0.4,0.36
38,LukeMcCown,NO,QB,2015,4,DAL,0,1,0,9,9,0,0,64.58,0,0,0,0,0.4,0.36
40,MikeGlennon,TB,QB,2015,4,CAR,1,1,100,8,8,0,0,100,0,0,0,0,0.3,0.32
40,MattMcGloin,OAK,QB,2015,4,CHI,1,1,100,8,8,0,0,100,0,0,0,0,0.3,0.32
40,DrewStanton,ARI,QB,2015,4,LAR,1,1,100,8,8,0,0,100,0,0,0,0,0.3,0.32
43,EJManuel,BUF,QB,2015,4,NYG,1,1,100,7,7,0,0,95.83,0,0,0,0,0.3,0.28
43,ShaunHill,MIN,QB,2015,4,DEN,1,1,100,7,7,0,0,95.83,0,0,0,0,0.3,0.28
45,ColtMcCoy,WAS,QB,2015,4,PHI,1,1,100,6,6,0,0,91.67,0,0,0,0,0.2,0.24
45,ScottTolzien,GB,QB,2015,4,SF,0,1,0,6,6,0,0,52.08,0,0,0,0,0.2,0.24
47,DerekAnderson,CAR,QB,2015,4,TB,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
47,SeanRenfree,ATL,QB,2015,4,HOU,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
47,ChaseDaniel,KC,QB,2015,4,CIN,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
47,KellenClemens,LAC,QB,2015,4,CLE,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
47,DanOrlovsky,DET,QB,2015,4,SEA,0,1,0,5,5,0,0,47.92,0,0,0,0,0.2,0.2
52,MattSchaub,BAL,QB,2015,4,PIT,0,1,0,4,4,0,0,43.75,0,0,0,0,0.2,0.16
52,MattMoore,MIA,QB,2015,4,NYJ,0,0,0,4,0,0,0,0,0,0,0,0,0.2,0.16
52,RyanNassib,NYG,QB,2015,4,BUF,0,0,0,4,0,0,0,0,0,0,0,0,0.2,0.16
52,AustinDavisP,CLE,QB,2015,4,LAC,0,0,0,4,0,0,0,0,0,0,0,0,0.2,0.16
52,BlaineGabbertQ,SF,QB,2015,4,GB,0,1,0,4,4,0,0,43.75,0,0,0,0,0.2,0.16
52,BrockOsweiler,DEN,QB,2015,4,MIN,0,1,0,4,4,0,0,43.75,0,0,0,0,0.2,0.16
58,TarvarisJackson,SEA,QB,2015,4,DET,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.12
59,DavidFales,CHI,QB,2015,4,OAK,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04
59,AJMcCarron,CIN,QB,2015,4,KC,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04
61,LandryJones,PIT,QB,2015,4,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,BruceGradkowski,PIT,QB,2015,4,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,BrycePetty,NYJ,QB,2015,4,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,AndrewLuckP,IND,QB,2015,4,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,JoeWebb,CAR,QB,2015,4,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,RyanGriffin,TB,QB,2015,4,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,StephenMorris,PHI,QB,2015,4,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,RobertGriffinIII,WAS,QB,2015,4,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,TylerBray,KC,QB,2015,4,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
