Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,Le'VeonBellO,PIT,RB,2017,15,NE,17.9,82.9,4.6,0.5,7.64,5.2,39.9,0.2,0,0,16.5,16.48
2,MarkIngramSUS,NO,RB,2017,15,NYJ,15.7,76.2,4.8,0.8,4.08,3,21.9,0.1,0,0,15.2,15.21
3,ToddGurley,LAR,RB,2017,15,SEA,17,71.9,4.2,0.6,5.3,3.9,33.9,0.1,0,0,14.8,14.78
4,LeSeanMcCoyQ,BUF,RB,2017,15,MIA,18.1,82.8,4.6,0.5,4.62,3.4,25.3,0.1,0,0,14.4,14.41
5,AlvinKamaraP,NO,RB,2017,15,NYJ,9.3,48.6,5.4,0.5,6.68,5.1,46.8,0.3,0,0,14.3,14.34
6,DevontaFreemanO,ATL,RB,2017,15,TB,16.3,75.5,4.8,0.6,3.64,2.7,24.2,0.1,0,0,14.2,14.17
7,MelvinGordon,LAC,RB,2017,15,KC,17.4,70.5,4.1,0.4,4.29,2.9,21.9,0.1,0,0,12.2,12.24
8,JordanHoward,CHI,RB,2017,15,DET,17.7,79.7,4.4,0.5,1.78,1.3,10.7,0,0,0,12,12.04
9,KareemHunt,KC,RB,2017,15,LAC,14.8,69.9,4.7,0.3,3.8,2.7,23.3,0.1,0,0,11.7,11.72
10,KenyanDrake,MIA,RB,2017,15,BUF,16.4,66.2,4.1,0.3,5.47,3.7,26.9,0.1,0,0,11.7,11.71
11,AlexCollins,BAL,RB,2017,15,CLE,15.4,69.8,4.7,0.5,2.32,1.7,12.8,0,0,0,11.3,11.26
12,CarlosHyde,SF,RB,2017,15,TEN,13.7,56.9,4.1,0.4,4.62,3.3,23.4,0.1,0,0,11,11.03
13,LataviusMurray,MIN,RB,2017,15,CIN,15,64.8,4.3,0.6,1.59,1.2,9.3,0,0,0,11,11.01
14,ChristianMcCaffrey,CAR,RB,2017,15,GB,8.1,30.5,3.8,0.3,7.42,5.3,42.4,0.3,0,0,10.9,10.89
15,ChrisIvory,JAX,RB,2017,15,HOU,13,56.1,4.3,0.5,3.14,2.2,16.2,0.1,0,0,10.8,10.83
16,SamajePerineQ,WAS,RB,2017,15,ARI,17.4,63.5,3.8,0.4,3.32,2.5,19.5,0,0,0,10.7,10.7
16,MarshawnLynchP,OAK,RB,2017,15,DAL,15.3,62.4,4.1,0.5,2.78,2,14.6,0,0,0,10.7,10.7
18,JamaalWilliams,GB,RB,2017,15,CAR,13.4,55.2,4.2,0.4,3.32,2.5,21.5,0.1,0,0,10.7,10.67
19,AlfredMorrisQ,DAL,RB,2017,15,OAK,14.4,67,4.8,0.5,1.34,1,7.2,0,0,0,10.4,10.42
20,DionLewis,NE,RB,2017,15,PIT,11.9,56.7,4.8,0.4,2.88,2,14.6,0.1,0,0,10.1,10.13
21,RexBurkheadIR,NE,RB,2017,15,PIT,7.7,36.8,4.6,0.4,4.46,3.1,25,0.2,0,0,9.8,9.78
22,DeMarcoMurray,TEN,RB,2017,15,SF,12.2,45.9,3.8,0.4,3.64,2.8,19.8,0.1,0,0,9.6,9.57
23,FrankGore,IND,RB,2017,15,DEN,17,58.2,3.4,0.4,2.41,1.8,13.4,0,0,0,9.6,9.56
24,LamarMiller,HOU,RB,2017,15,JAX,15.5,58.2,3.6,0.3,3.33,2.4,16.4,0,0,0,9.3,9.26
25,JerickMcKinnonIR,MIN,RB,2017,15,CIN,11.1,46.6,4.3,0.3,4.61,3.1,20.9,0.1,0,0,9.2,9.15
26,MikeDavis,SEA,RB,2017,15,LAR,14.9,61.1,4.1,0.3,2.36,1.6,11.8,0,0,0,9.1,9.09
27,KerwynnWilliams,ARI,RB,2017,15,WAS,14.9,60.9,4.1,0.3,2.04,1.5,11.2,0,0,0,9,9.01
28,JayAjayiP,PHI,RB,2017,15,NYG,13.5,60.8,4.4,0.3,1.93,1.4,10.5,0,0,0,8.9,8.93
29,IsaiahCrowell,CLE,RB,2017,15,BAL,15.9,59,3.7,0.3,2.49,1.7,11.3,0,0,0,8.8,8.83
30,GiovaniBernardP,CIN,RB,2017,15,MIN,12,46.8,3.9,0.2,3.75,2.8,22.8,0.1,0,0,8.8,8.76
31,CJAnderson,DEN,RB,2017,15,IND,14.6,56.5,3.7,0.3,2.53,1.8,12.3,0,0,0,8.7,8.68
31,TheoRiddick,DET,RB,2017,15,CHI,7.5,29.7,3.8,0.2,5.77,3.9,33.1,0.2,0,0,8.7,8.68
33,DerrickHenry,TEN,RB,2017,15,SF,12.3,52.6,4.4,0.4,1.63,1.1,8.3,0,0,0,8.5,8.49
