Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,ArizonaCardinals,ARI,DST,2015,4,LAR,0,3,0,2,1,0,0,0,17,10,10
2,CarolinaPanthers,CAR,DST,2015,4,TB,0,3,0,1,1,0,0,0,16,8,8
2,DenverBroncos,DEN,DST,2015,4,MIN,0,3,0,1,1,0,0,0,18,8,8
4,SeattleSeahawks,SEA,DST,2015,4,DET,0,2,0,1,1,0,0,0,17,7,7
4,HoustonTexans,HOU,DST,2015,4,ATL,0,3,0,1,1,0,0,0,22,7,7
4,BuffaloBills,BUF,DST,2015,4,NYG,0,3,0,1,1,0,0,0,21,7,7
4,GreenBayPackers,GB,DST,2015,4,SF,0,3,0,1,1,0,0,0,21,7,7
4,PhiladelphiaEagles,PHI,DST,2015,4,WAS,0,2,0,1,1,0,0,0,20,7,7
4,LosAngelesChargers,LAC,DST,2015,4,CLE,0,2,0,1,1,0,0,0,19,7,7
4,IndianapolisColts,IND,DST,2015,4,JAX,0,2,0,1,1,0,0,0,19,7,7
11,MiamiDolphins,MIA,DST,2015,4,NYJ,0,2,0,1,1,0,0,0,25,6,6
11,CincinnatiBengals,CIN,DST,2015,4,KC,0,3,0,1,0,0,0,0,20,6,6
11,NewYorkJets,NYJ,DST,2015,4,MIA,0,3,0,1,0,0,0,0,19,6,6
11,ClevelandBrowns,CLE,DST,2015,4,LAC,0,2,0,1,1,0,0,0,23,6,6
11,LosAngelesRams,LAR,DST,2015,4,ARI,0,2,0,1,1,0,0,0,24,6,6
11,BaltimoreRavens,BAL,DST,2015,4,PIT,0,2,0,1,1,0,0,0,25,6,6
11,AtlantaFalcons,ATL,DST,2015,4,HOU,0,2,0,1,1,0,0,0,21,6,6
11,WashingtonRedskins,WAS,DST,2015,4,PHI,0,2,0,1,1,0,0,0,24,6,6
19,KansasCityChiefs,KC,DST,2015,4,CIN,0,3,0,1,0,0,0,0,24,5,5
19,ChicagoBears,CHI,DST,2015,4,OAK,0,3,0,1,0,0,0,0,25,5,5
21,PittsburghSteelers,PIT,DST,2015,4,BAL,0,2,0,1,0,0,0,0,22,4,4
21,DallasCowboys,DAL,DST,2015,4,NO,0,2,0,1,0,0,0,0,24,4,4
21,NewOrleansSaints,NO,DST,2015,4,DAL,0,2,0,1,0,0,0,0,27,4,4
21,OaklandRaiders,OAK,DST,2015,4,CHI,0,2,0,1,0,0,0,0,24,4,4
21,MinnesotaVikings,MIN,DST,2015,4,DEN,0,2,0,1,0,0,0,0,24,4,4
21,DetroitLions,DET,DST,2015,4,SEA,0,2,0,1,0,0,0,0,25,4,4
21,NewYorkGiants,NYG,DST,2015,4,BUF,0,2,0,1,0,0,0,0,23,4,4
21,JacksonvilleJaguars,JAX,DST,2015,4,IND,0,2,0,1,0,0,0,0,26,4,4
21,TampaBayBuccaneers,TB,DST,2015,4,CAR,0,2,0,1,0,0,0,0,24,4,4
30,SanFrancisco49ers,SF,DST,2015,4,GB,0,2,0,0,0,0,0,0,31,1,1
