Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,CalvinJohnson,DET,WR,2013,13,GB,13,7,53.8,145,1,65,11.2,20.7,0,0,0,0,0,0,20.5,20.5
2,BrandonMarshall,CHI,WR,2013,13,MIN,13,9,69.2,124,1,56,9.5,13.8,0,0,0,0,0,0,18.4,18.4
3,AJGreenP,CIN,WR,2013,13,LAC,12,8,66.7,147,0,66,12.2,18.4,0,0,0,0,0,0,14.7,14.7
4,DemaryiusThomas,DEN,WR,2013,13,KC,10,5,50,83,1,37,8.3,16.6,0,0,0,0,0,0,14.3,14.3
4,VictorCruz,NYG,WR,2013,13,WAS,15,12,80,143,0,64,9.5,11.9,0,0,0,0,0,0,14.3,14.3
6,DezBryant,DAL,WR,2013,13,OAK,13,9,69.2,128,0,57,9.8,14.2,0,0,0,0,0,0,12.8,12.8
7,PierreGarcon,WAS,WR,2013,13,NYG,13,10,76.9,124,0,56,9.5,12.4,0,2,0,0,0,0,12.6,12.6
8,LarryFitzgeraldQ,ARI,WR,2013,13,PHI,9,6,66.7,60,1,27,6.7,10,0,1,0,0,0,0,12.1,12.1
8,HarryDouglas,ATL,WR,2013,13,BUF,12,10,83.3,121,0,54,10.1,12.1,0,0,0,0,0,0,12.1,12.1
10,AlshonJefferyQ,CHI,WR,2013,13,MIN,12,8,66.7,109,0,49,9.1,13.6,2,11,5.5,0,0,0,12,12
11,JoshGordonQ,CLE,WR,2013,13,JAX,11,6,54.5,117,0,53,10.6,19.5,0,2,0,0,0,0,11.9,11.9
12,CecilShorts,JAX,WR,2013,13,CLE,14,11,78.6,114,0,51,8.1,10.4,0,0,0,0,0,0,11.4,11.4
13,SteveSmith,CAR,WR,2013,13,TB,12,9,75,112,0,50,9.3,12.4,0,0,0,0,0,0,11.2,11.2
13,VincentJackson,TB,WR,2013,13,CAR,10,7,70,112,0,50,11.2,16,0,0,0,0,0,0,11.2,11.2
13,KeenanAllenQ,LAC,WR,2013,13,CIN,9,7,77.8,112,0,50,12.4,16,0,0,0,0,0,0,11.2,11.2
16,JordyNelson,GB,WR,2013,13,DET,9,7,77.8,108,0,48,12,15.4,0,0,0,0,0,0,10.8,10.8
17,DeSeanJackson,PHI,WR,2013,13,ARI,9,7,77.8,107,0,48,11.9,15.3,0,0,0,0,0,0,10.7,10.7
18,WesWelker,DEN,WR,2013,13,KC,13,10,76.9,105,0,47,8.1,10.5,0,0,0,0,0,0,10.5,10.5
19,AntonioBrown,PIT,WR,2013,13,BAL,11,7,63.6,107,0,48,9.7,15.3,0,-3,0,0,0,0,10.4,10.4
20,KendallWright,TEN,WR,2013,13,IND,10,8,80,100,0,45,10,12.5,0,0,0,0,0,0,10,10
21,MikeWallaceIR,MIA,WR,2013,13,NYJ,10,7,70,97,0,43,9.7,13.9,0,2,0,0,0,0,9.9,9.9
22,RodStreater,OAK,WR,2013,13,DAL,8,6,75,95,0,42,11.9,15.8,0,2,0,0,0,0,9.7,9.7
23,NateBurleson,DET,WR,2013,13,GB,9,8,88.9,97,0,43,10.8,12.1,0,-2,0,0,0,0,9.5,9.5
24,BrianHartline,MIA,WR,2013,13,NYJ,10,7,70,93,0,41,9.3,13.3,0,0,0,0,0,0,9.3,9.3
25,JamesJones,GB,WR,2013,13,DET,9,7,77.8,92,0,41,10.2,13.1,0,0,0,0,0,0,9.2,9.2
25,MichaelFloyd,ARI,WR,2013,13,PHI,6,5,83.3,92,0,41,15.3,18.4,0,0,0,0,0,0,9.2,9.2
27,JarrettBoykin,GB,WR,2013,13,DET,8,6,75,91,0,40,11.4,15.2,0,0,0,0,0,0,9.1,9.1
28,HakeemNicks,NYG,WR,2013,13,WAS,10,7,70,88,0,39,8.8,12.6,0,0,0,0,0,0,8.8,8.8
29,EricDecker,DEN,WR,2013,13,KC,8,6,75,86,0,39,10.8,14.3,0,0,0,0,0,0,8.6,8.6
30,TorreySmith,BAL,WR,2013,13,PIT,10,6,60,85,0,38,8.5,14.2,0,0,0,0,0,0,8.5,8.5
30,SteveJohnson,BUF,WR,2013,13,ATL,12,8,66.7,82,0,37,6.8,10.2,0,3,0,0,0,0,8.5,8.5
32,AndreJohnson,HOU,WR,2013,13,NE,9,5,55.6,83,0,37,9.2,16.6,0,0,0,0,0,0,8.3,8.3
33,MarquesColston,NO,WR,2013,13,SEA,8,6,75,82,0,37,10.2,13.7,0,0,0,0,0,0,8.2,8.2
34,DwayneBowe,KC,WR,2013,13,DEN,11,7,63.6,76,0,34,6.9,10.9,0,0,0,0,0,0,7.6,7.6
35,RobertWoods,BUF,WR,2013,13,ATL,10,7,70,71,0,31,7.1,10.1,0,0,0,0,0,0,7.1,7.1
36,GregJennings,MIN,WR,2013,13,CHI,9,7,77.8,70,0,31,7.8,10,0,0,0,0,0,0,7,7
37,T.Y.Hilton,IND,WR,2013,13,TEN,9,5,55.6,69,0,31,7.7,13.8,0,0,0,0,0,0,6.9,6.9
38,ChrisGivens,LAR,WR,2013,13,SF,6,4,66.7,64,0,28,10.7,16,0,4,0,0,0,0,6.8,6.8
39,CordarrellePatterson,MIN,WR,2013,13,CHI,11,9,81.8,67,0,30,6.1,7.4,0,0,0,0,0,0,6.7,6.7
40,BrandonLaFell,CAR,WR,2013,13,TB,8,6,75,66,0,29,8.2,11,0,0,0,0,0,0,6.6,6.6
40,NateWashington,TEN,WR,2013,13,IND,7,5,71.4,66,0,29,9.4,13.2,0,0,0,0,0,0,6.6,6.6
40,RoddyWhite,ATL,WR,2013,13,BUF,9,6,66.7,66,0,29,7.3,11,0,0,0,0,0,0,6.6,6.6
43,GoldenTateQ,SEA,WR,2013,13,NO,5,4,80,64,0,28,12.8,16,0,0,0,0,0,0,6.4,6.4
44,AndreHolmes,OAK,WR,2013,13,DAL,5,4,80,63,0,28,12.6,15.8,0,0,0,0,0,0,6.3,6.3
