Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,Le'VeonBellO,PIT,RB,2017,8,DET,21.2,90.7,4.3,0.6,6.46,4.4,34.4,0.2,0.1,0.1,17.1,17.11
2,LeSeanMcCoyQ,BUF,RB,2017,8,OAK,19.3,81.3,4.3,0.5,6.12,4.5,35.2,0.2,0.1,0.1,15.6,15.65
3,EzekielElliott,DAL,RB,2017,8,WAS,20,87.3,4.4,0.7,3.32,2.5,21.1,0.1,0.1,0.1,15.4,15.44
4,MarkIngramSUS,NO,RB,2017,8,CHI,17.7,72.9,4.1,0.5,4.35,3.2,23.1,0.2,0.1,0.1,13.6,13.6
5,KareemHunt,KC,RB,2017,8,DEN,18.4,69.9,3.9,0.6,4.08,2.9,23.3,0.1,0.1,0.1,13.3,13.32
6,MelvinGordon,LAC,RB,2017,8,NE,14.6,62.2,4.1,0.4,6.21,4.2,33.1,0.2,0.1,0.1,12.9,12.93
7,DevontaFreemanO,ATL,RB,2017,8,NYJ,16,69.1,4.3,0.6,3.1,2.3,18.1,0.1,0.1,0.1,12.7,12.72
8,JayAjayiP,MIA,RB,2017,8,BAL,20.5,82.7,4.2,0.4,2.76,2,13.7,0.1,0.1,0.1,12.4,12.44
9,JordanHoward,CHI,RB,2017,8,NO,17.4,79.7,4.7,0.4,1.78,1.3,9.8,0.1,0.1,0.1,11.8,11.75
10,JoeMixonO,CIN,RB,2017,8,IND,14,56.5,4,0.4,3.4,2.4,19.4,0.1,0.1,0.1,10.4,10.39
11,DougMartin,TB,RB,2017,8,CAR,16.5,65.9,4.1,0.3,2.62,1.8,13.4,0.1,0.1,0.1,10.1,10.13
12,AlvinKamaraP,NO,RB,2017,8,CHI,9.1,37.3,4.1,0.3,5.24,4,32.7,0.2,0.1,0.1,9.8,9.8
13,CarlosHyde,SF,RB,2017,8,PHI,12.1,51.1,4.2,0.3,4.9,3.5,22.1,0.1,0.1,0.1,9.5,9.52
14,LamarMiller,HOU,RB,2017,8,SEA,15.7,60.1,3.8,0.2,3.89,2.8,18.9,0.1,0.1,0.1,9.5,9.5
15,JerickMcKinnonIR,MIN,RB,2017,8,CLE,14.2,48,3.4,0.3,4.91,3.3,24,0.1,0.1,0.1,9.4,9.4
