Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,MartellusBennett,CHI,TE,2014,8,NE,12,7,58.3,71,1,0,5.9,10.1,0,0,0,0,0,0,13.1,13.1
2,RobGronkowskiQ,NE,TE,2014,8,CHI,10,6,60,70,1,0,7,11.7,0,0,0,0,0,0,13,13
3,JuliusThomas,DEN,TE,2014,8,LAC,9,6,66.7,65,1,0,7.2,10.8,0,0,0,0,0,0,12.5,12.5
3,JordanReed,WAS,TE,2014,8,DAL,7,5,71.4,65,1,0,9.3,13,0,0,0,0,0,0,12.5,12.5
5,JordanCameron,CLE,TE,2014,8,OAK,8,5,62.5,64,1,0,8,12.8,0,0,0,0,0,0,12.4,12.4
6,GregOlsenO,CAR,TE,2014,8,SEA,9,5,55.6,57,1,0,6.3,11.4,0,0,0,0,0,0,11.7,11.7
7,JasonWittenIR,DAL,TE,2014,8,WAS,9,5,55.6,53,1,0,5.9,10.6,0,0,0,0,0,0,11.3,11.3
8,DelanieWalkerIR,TEN,TE,2014,8,HOU,7,5,71.4,52,1,0,7.4,10.4,0,0,0,0,0,0,11.2,11.2
9,AntonioGates,LAC,TE,2014,8,DEN,6,4,66.7,44,1,0,7.3,11,0,0,0,0,0,0,10.4,10.4
9,TravisKelce,KC,TE,2014,8,LAR,4,3,75,44,1,0,11,14.7,0,0,0,0,0,0,10.4,10.4
9,ZachErtz,PHI,TE,2014,8,ARI,7,4,57.1,44,1,0,6.3,11,0,0,0,0,0,0,10.4,10.4
12,DwayneAllen,IND,TE,2014,8,PIT,5,3,60,39,1,0,7.8,13,0,0,0,0,0,0,9.9,9.9
13,AndrewQuarless,GB,TE,2014,8,NO,4,3,75,27,1,0,6.8,9,0,0,0,0,0,0,8.7,8.7
14,JaceAmaro,NYJ,TE,2014,8,BUF,4,3,75,26,1,0,6.5,8.7,0,0,0,0,0,0,8.6,8.6
15,JimmyGrahamP,NO,TE,2014,8,GB,9,6,66.7,69,0,0,7.7,11.5,0,0,0,0,0,0,6.9,6.9
16,CrockettGillmore,BAL,TE,2014,8,CIN,10,6,60,61,0,0,6.1,10.2,0,0,0,0,0,0,6.1,6.1
17,CharlesClayQ,MIA,TE,2014,8,JAX,7,5,71.4,59,0,0,8.4,11.8,0,0,0,0,0,0,5.9,5.9
18,JermaineGreshamQ,CIN,TE,2014,8,BAL,7,4,57.1,48,0,0,6.9,12,0,0,0,0,0,0,4.8,4.8
18,ScottChandler,BUF,TE,2014,8,NYJ,5,4,80,48,0,0,9.6,12,0,0,0,0,0,0,4.8,4.8
20,HeathMiller,PIT,TE,2014,8,IND,6,4,66.7,45,0,0,7.5,11.2,0,0,0,0,0,0,4.5,4.5
21,CobyFleener,IND,TE,2014,8,PIT,5,4,80,44,0,0,8.8,11,0,0,0,0,0,0,4.4,4.4
