Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,PeytonManning,DEN,QB,2014,7,SF,25,39,64.1,347,8.9,2,0,109.67,1,-1,-1,0,21.8,21.78
2,AaronRodgersQ,GB,QB,2014,7,CAR,23,33,69.7,281,8.5,2,0,115.85,2,19,9.5,0,21.1,21.14
3,AndrewLuckP,IND,QB,2014,7,CIN,28,43,65.1,306,7.1,2,1,91.81,5,24,4.8,0,20.6,20.64
4,TomBrady,NE,QB,2014,7,NYJ,24,34,70.6,261,7.7,2,0,112.5,2,1,0.5,0,18.5,18.54
5,PhilipRivers,LAC,QB,2014,7,KC,22,33,66.7,240,7.3,2,0,108.14,3,7,2.3,0,18.3,18.3
6,JayCutler,CHI,QB,2014,7,MIA,25,37,67.6,258,7,2,1,94.2,3,17,5.7,0,18,18.02
7,ColinKaepernick,SF,QB,2014,7,DEN,22,34,64.7,234,6.9,1,0,94.49,7,37,5.3,0,17.1,17.06
8,BenRoethlisberger,PIT,QB,2014,7,HOU,24,38,63.2,280,7.4,1,0,94.19,1,8,8,0,16,16
9,RussellWilson,SEA,QB,2014,7,LAR,17,25,68,210,8.4,1,0,107.08,5,33,6.6,0,15.7,15.7
10,MatthewStafford,DET,QB,2014,7,NO,22,34,64.7,266,7.8,1,0,98.41,2,7,3.5,0,15.3,15.34
11,AlexSmith,KC,QB,2014,7,LAC,21,32,65.6,239,7.5,1,0,98.31,4,16,4,0,15.2,15.16
12,MattRyan,ATL,QB,2014,7,BAL,26,41,63.4,314,7.7,1,1,84.81,1,5,5,0,15.1,15.06
13,CamNewton,CAR,QB,2014,7,GB,23,34,67.6,220,6.5,1,1,82.97,10,39,3.9,0,14.7,14.7
14,CharlieWhitehurst,TEN,QB,2014,7,WAS,21,32,65.6,240,7.5,1,0,98.44,2,5,2.5,0,14.1,14.1
15,DrewBrees,NO,QB,2014,7,DET,29,43,67.4,302,7,1,1,85.61,1,0,0,0,14.1,14.08
16,BlakeBortles,JAX,QB,2014,7,CLE,25,40,62.5,264,6.6,1,1,79.58,2,14,7,0,14,13.96
16,KyleOrton,BUF,QB,2014,7,MIN,23,35,65.7,239,6.8,1,0,94.82,1,4,4,0,14,13.96
18,DerekCarr,OAK,QB,2014,7,ARI,22,38,57.9,274,7.2,1,1,78.18,3,9,3,0,13.9,13.86
19,JoeFlacco,BAL,QB,2014,7,ATL,23,33,69.7,231,7,1,0,99.43,2,6,3,0,13.8,13.84
20,AustinDavisP,LAR,QB,2014,7,SEA,24,40,60,282,7,1,1,79.38,1,5,5,0,13.8,13.78
21,RyanTannehillP,MIA,QB,2014,7,CHI,22,35,62.9,254,7.3,1,1,82.32,3,13,4.3,0,13.5,13.46
22,BrianHoyer,CLE,QB,2014,7,JAX,19,29,65.5,222,7.7,1,0,100.07,1,2,2,0,13.1,13.08
23,KirkCousins,WAS,QB,2014,7,TEN,23,37,62.2,253,6.8,1,1,80.12,2,9,4.5,0,13,13.02
24,GenoSmith,NYJ,QB,2014,7,NE,19,34,55.9,219,6.4,1,1,73.04,4,20,5,0,12.8,12.76
25,TonyRomo,DAL,QB,2014,7,NYG,24,36,66.7,259,7.2,1,1,85.3,2,3,1.5,0,12.7,12.66
26,RyanFitzpatrick,HOU,QB,2014,7,PIT,19,30,63.3,220,7.3,1,1,82.64,3,12,4,0,12,12
27,EliManning,NYG,QB,2014,7,DAL,22,36,61.1,244,6.8,1,1,78.94,1,2,2,0,12,11.96
28,AndyDalton,CIN,QB,2014,7,IND,23,34,67.6,226,6.6,1,1,83.7,3,9,3,0,11.9,11.94
29,CarsonPalmer,ARI,QB,2014,7,OAK,22,36,61.1,238,6.6,1,1,78.24,1,2,2,0,11.7,11.72
30,TeddyBridgewater,MIN,QB,2014,7,BUF,22,36,61.1,224,6.2,0,1,67.36,3,15,5,0,8.5,8.46
31,MichaelVick,NYJ,QB,2014,7,NE,2,3,66.7,5,1.7,0,0,70.14,1,2,2,0,0.4,0.4
32,ShaunHill,LAR,QB,2014,7,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,TarvarisJackson,SEA,QB,2014,7,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,MattHasselbeck,IND,QB,2014,7,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,JasonCampbell,CIN,QB,2014,7,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,DerekAnderson,CAR,QB,2014,7,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,MattCassel,MIN,QB,2014,7,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,LukeMcCown,NO,QB,2014,7,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,DanOrlovsky,DET,QB,2014,7,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,KellenClemens,LAC,QB,2014,7,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,DrewStanton,ARI,QB,2014,7,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,MattSchaub,OAK,QB,2014,7,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,BruceGradkowski,PIT,QB,2014,7,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
