Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,GregOlsenO,CAR,TE,2016,11,NO,9.8,5.6,60,76.6,0.5,0,7.7,12.8,0,0,0,0,0.1,0.1,10.5,10.46
2,JordanReed,WAS,TE,2016,11,GB,9.26,6.3,66.7,67.2,0.6,0,7.4,11.2,0,0,0,0,0,0,10.3,10.32
3,DelanieWalkerIR,TEN,TE,2016,11,IND,6.66,4.9,71.4,60.7,0.6,0,8.7,12.2,0,0.1,0,0,0,0,9.7,9.68
4,MartellusBennett,NE,TE,2016,11,SF,7.59,4.6,62.5,52,0.6,0,6.5,10.4,0,0,0,0,0,0,8.8,8.8
5,TylerEifert,CIN,TE,2016,11,BUF,6.43,4.5,66.7,55.1,0.4,0,9.2,13.8,0,0,0,0,0,0,7.9,7.91
6,TravisKelce,KC,TE,2016,11,TB,6.39,4.6,83.3,54.1,0.4,0,9,10.8,0,0,0,0,0,0,7.8,7.81
7,JimmyGrahamP,SEA,TE,2016,11,PHI,6.46,4.4,66.7,55.2,0.4,0,9.2,13.8,0,0,0,0,0.1,0.1,7.7,7.72
8,ZachMillerIR,CHI,TE,2016,11,NYG,8.21,5.1,62.5,55.2,0.3,0,6.9,11,0,0,0,0,0,0,7.3,7.32
9,EricEbronP,DET,TE,2016,11,JAX,6.02,4.4,66.7,48.9,0.4,0,8.2,12.2,0,0,0,0,0,0,7.3,7.29
10,CJFiedorowiczIR,HOU,TE,2016,11,OAK,5.07,3.9,80,41.4,0.4,0,8.2,10.2,0,0,0,0,0,0,6.5,6.54
11,JasonWittenIR,DAL,TE,2016,11,BAL,7.35,4.2,57.1,43.7,0.3,0,6.3,11,0,0,0,0,0,0,6.2,6.17
12,CameronBrate,TB,TE,2016,11,KC,5.4,3.7,80,42.6,0.3,0,8.6,10.8,0,0,0,0,0,0,6.1,6.06
13,JackDoyleO,IND,TE,2016,11,TEN,5.76,3.6,66.7,36,0.4,0,6,9,0,0,0,0,0,0,6,6
14,KyleRudolph,MIN,TE,2016,11,ARI,7.04,4,57.1,41.2,0.3,0,5.9,10.2,0,0,0,0,0,0,5.9,5.92
15,DennisPitta,BAL,TE,2016,11,DAL,6.91,4.8,71.4,44.4,0.2,0,6.3,8.8,0,0,0,0,0,0,5.6,5.64
16,CobyFleener,NO,TE,2016,11,CAR,4.32,3.2,75,38.2,0.3,0,9.5,12.7,0,0,0,0,0,0,5.6,5.62
17,JuliusThomas,JAX,TE,2016,11,DET,5.03,3.4,60,37.4,0.3,0,7.4,12.3,0,0,0,0,0,0,5.5,5.54
18,ZachErtz,PHI,TE,2016,11,SEA,6.92,4,57.1,42.1,0.2,0,6,10.5,0,0,0,0,0,0,5.4,5.41
19,CharlesClayQ,BUF,TE,2016,11,CIN,5.1,3.7,80,38.8,0.2,0,7.8,9.8,0,0,0,0,0,0,5.1,5.08
20,LadariusGreen,PIT,TE,2016,11,CLE,3.75,2.5,50,32.5,0.3,0,8,16,0,0,0,0,0,0,5,5.05
21,GaryBarnidge,CLE,TE,2016,11,PIT,5.7,3.3,50,37.5,0.2,0,6.3,12.7,0,0,0,0,0,0,5,4.95
22,DwayneAllen,IND,TE,2016,11,TEN,4.52,2.6,60,30.2,0.3,0,6,10,0,0,0,0,0,0,4.8,4.82
23,LanceKendricks,LAR,TE,2016,11,MIA,5.6,3.2,50,32.6,0.2,0,5.5,11,0,0,0,0,0,0,4.5,4.46
24,VanceMcDonald,SF,TE,2016,11,NE,4.27,2.4,50,31.1,0.2,0,7.8,15.5,0,0,0,0,0,0,4.3,4.31
25,VernonDavis,WAS,TE,2016,11,GB,3.98,2.4,50,30.3,0.2,0,7.5,15,0,0,0,0,0,0,4.2,4.23
