Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,LosAngelesRams,LAR,DST,2017,10,HOU,0,3.5,0,1.1,0.8,0,0,0,18.2,9.5,9.5
2,DetroitLions,DET,DST,2017,10,CLE,0,2.6,0,1.4,0.5,0,0,0,15.9,9.2,9.2
3,SeattleSeahawks,SEA,DST,2017,10,ARI,0,2.7,0,1.2,0.7,0.1,0,0,15.7,8.9,8.9
3,PittsburghSteelers,PIT,DST,2017,10,IND,0,3.7,0,0.7,0.7,0.1,0,0,17.4,8.9,8.9
5,JacksonvilleJaguars,JAX,DST,2017,10,LAC,0,3.2,0,1.2,0.5,0,0,0,17.8,8.8,8.8
6,ChicagoBears,CHI,DST,2017,10,GB,0,2.7,0,1.2,0.7,0,0,0,18.9,8.7,8.7
7,MinnesotaVikings,MIN,DST,2017,10,WAS,0,2.9,0,0.8,0.8,0,0,0,20.4,8.3,8.3
7,NewEnglandPatriots,NE,DST,2017,10,DEN,0,2.3,0,1.2,0.7,0,0,0,18.2,8.3,8.3
9,CarolinaPanthers,CAR,DST,2017,10,MIA,0,2.9,0,1,0.5,0,0,0,14.5,8.1,8.1
10,NewYorkGiants,NYG,DST,2017,10,SF,0,2.6,0,1,0.6,0,0,0,18.4,8,8
11,GreenBayPackers,GB,DST,2017,10,CHI,0,2.3,0,0.7,0.6,0.1,0,0,19,7.3,7.3
11,TennesseeTitans,TEN,DST,2017,10,CIN,0,2.1,0,0.9,0.6,0,0,0,18.9,7.3,7.3
13,ArizonaCardinals,ARI,DST,2017,10,SEA,0,2.4,0,0.9,0.6,0,0,0,23,6.6,6.6
14,LosAngelesChargers,LAC,DST,2017,10,JAX,0,2.5,0,0.8,0.5,0,0,0,23.4,6.3,6.3
14,NewYorkJets,NYJ,DST,2017,10,TB,0,2.1,0,1,0.5,0,0,0,23.2,6.3,6.3
16,TampaBayBuccaneers,TB,DST,2017,10,NYJ,0,2,0,0.8,0.7,0,0,0,21.5,6.2,6.2
17,WashingtonRedskins,WAS,DST,2017,10,MIN,0,2.1,0,0.9,0.5,0,0,0,22,6.1,6.1
17,DallasCowboys,DAL,DST,2017,10,ATL,0,2.5,0,0.6,0.6,0,0,0,24.9,6.1,6.1
19,BuffaloBills,BUF,DST,2017,10,NO,0,2,0,0.9,0.5,0,0,0,24.7,6,6
19,HoustonTexans,HOU,DST,2017,10,LAR,0,1.6,0,0.7,0.8,0.1,0,0,27,6,6
19,MiamiDolphins,MIA,DST,2017,10,CAR,0,2.4,0,0.8,0.4,0,0,0,22.9,6,6
22,SanFrancisco49ers,SF,DST,2017,10,NYG,0,1.7,0,0.9,0.6,0,0,0,22.3,5.9,5.9
22,DenverBroncos,DEN,DST,2017,10,NE,0,2.3,0,0.7,0.5,0,0,0,26.1,5.9,5.9
24,NewOrleansSaints,NO,DST,2017,10,BUF,0,2.5,0,0.6,0.4,0,0,0,23.1,5.7,5.7
24,CincinnatiBengals,CIN,DST,2017,10,TEN,0,2.1,0,0.8,0.4,0,0,0,22.1,5.7,5.7
26,ClevelandBrowns,CLE,DST,2017,10,DET,0,2.1,0,0.7,0.4,0,0,0,25.6,5.5,5.5
27,IndianapolisColts,IND,DST,2017,10,PIT,0,1.1,0,0.8,0.5,0,0,0,27.7,4.9,4.9
28,AtlantaFalcons,ATL,DST,2017,10,DAL,0,1.6,0,0.4,0.6,0,0,0,24.8,4.2,4.2
