Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,MinnesotaVikings,MIN,DST,2017,8,CLE,0,3.2,0,1.5,0.6,0,0,0,13.9,13.2,13.2
2,PhiladelphiaEagles,PHI,DST,2017,8,SF,0,3.5,0,1.2,0.6,0,0,0,15.5,9.3,9.3
3,CincinnatiBengals,CIN,DST,2017,8,IND,0,3.6,0,0.8,0.7,0.1,0,0,17,9,9
4,PittsburghSteelers,PIT,DST,2017,8,DET,0,3.3,0,0.8,0.7,0,0,0,19,8.5,8.5
5,KansasCityChiefs,KC,DST,2017,8,DEN,0,3,0,1,0.6,0,0,0,18.2,8.4,8.4
6,SeattleSeahawks,SEA,DST,2017,8,HOU,0,2.8,0,1.1,0.5,0,0,0,18.4,8.2,8.2
7,NewOrleansSaints,NO,DST,2017,8,CHI,0,2.4,0,0.9,0.6,0.1,0,0,18.7,7.8,7.8
8,BaltimoreRavens,BAL,DST,2017,8,MIA,0,2.1,0,1,0.7,0,0,0,17.3,7.7,7.7
9,MiamiDolphins,MIA,DST,2017,8,BAL,0,2.2,0,0.9,0.7,0,0,0,19.1,7.6,7.6
9,AtlantaFalcons,ATL,DST,2017,8,NYJ,0,2.4,0,0.9,0.6,0,0,0,16.7,7.6,7.6
11,CarolinaPanthers,CAR,DST,2017,8,TB,0,2.6,0,0.8,0.7,0,0,0,22.7,6.8,6.8
11,TampaBayBuccaneers,TB,DST,2017,8,CAR,0,2.4,0,0.9,0.7,0,0,0,22.2,6.8,6.8
13,HoustonTexans,HOU,DST,2017,8,SEA,0,2.3,0,0.8,0.6,0,0,0,23.9,6.3,6.3
14,NewEnglandPatriots,NE,DST,2017,8,LAC,0,1.9,0,1.1,0.4,0,0,0,21.2,6.1,6.1
14,DenverBroncos,DEN,DST,2017,8,KC,0,2.5,0,0.7,0.5,0,0,0,24.5,6.1,6.1
16,DallasCowboys,DAL,DST,2017,8,WAS,0,2.3,0,0.5,0.7,0,0,0,23.1,5.9,5.9
17,BuffaloBills,BUF,DST,2017,8,OAK,0,1.8,0,0.8,0.6,0,0,0,21.4,5.8,5.8
17,DetroitLions,DET,DST,2017,8,PIT,0,1.6,0,1.1,0.4,0,0,0,24.1,5.8,5.8
19,ChicagoBears,CHI,DST,2017,8,NO,0,2.1,0,0.8,0.4,0,0,0,27.2,5.7,5.7
20,IndianapolisColts,IND,DST,2017,8,CIN,0,1.8,0,0.7,0.6,0,0,0,25.6,5.6,5.6
21,WashingtonRedskins,WAS,DST,2017,8,DAL,0,1.9,0,0.6,0.5,0,0,0,25,5.3,5.3
22,LosAngelesChargers,LAC,DST,2017,8,NE,0,2.4,0,0.6,0.5,0,0,0,27.6,5.2,5.2
23,NewYorkJets,NYJ,DST,2017,8,ATL,0,1.5,0,0.7,0.4,0,0,0,25.3,4.9,4.9
24,ClevelandBrowns,CLE,DST,2017,8,MIN,0,1.4,0,0.7,0.4,0,0,0,23.4,4.8,4.8
25,OaklandRaiders,OAK,DST,2017,8,BUF,0,2.3,0,0.4,0.5,0,0,0,23.7,4.7,4.7
26,SanFrancisco49ers,SF,DST,2017,8,PHI,0,1.9,0,0.5,0.7,0,0,0,28.3,4.5,4.5
