Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,WilLutz,NO,K,2017,11,WAS,2.1,2.2,100,0,3.5,3.5,9.8,9.8
1,StephenGostkowski,NE,K,2017,11,OAK,2.1,2.2,100,0,3.5,3.5,9.8,9.8
3,GregZuerlein,LAR,K,2017,11,MIN,2.2,2.3,100,0,2.3,2.3,8.9,8.9
4,ChrisBoswell,PIT,K,2017,11,TEN,2,2.1,100,0,2.7,2.7,8.7,8.7
4,JakeElliott,PHI,K,2017,11,DAL,2,2.2,100,0,2.7,2.7,8.7,8.7
6,HarrisonButker,KC,K,2017,11,NYG,1.9,1.9,100,0,2.9,2.9,8.6,8.6
7,KaiForbath,MIN,K,2017,11,LAR,2,2,100,0,2.4,2.4,8.4,8.4
8,BlairWalsh,SEA,K,2017,11,ATL,1.9,2,100,0,2.6,2.6,8.3,8.3
9,MattPrater,DET,K,2017,11,CHI,2,2,100,0,2.1,2.1,8.1,8.1
10,MattBryant,ATL,K,2017,11,SEA,1.9,2,100,0,2.2,2.2,7.9,7.9
11,NickRose,WAS,K,2017,11,NO,1.9,2,100,0,2.1,2.1,7.8,7.8
12,JustinTucker,BAL,K,2017,11,GB,1.9,2,100,0,2,2,7.7,7.7
12,JoshLamboP,JAX,K,2017,11,CLE,1.7,1.7,100,0,2.6,2.6,7.7,7.7
12,BrandonMcManus,DEN,K,2017,11,CIN,1.9,2.1,100,0,2,2,7.7,7.7
15,RyanSuccopP,TEN,K,2017,11,PIT,1.8,1.8,100,0,1.9,1.9,7.3,7.3
16,StevenHauschka,BUF,K,2017,11,LAC,1.8,1.8,100,0,1.7,1.7,7.1,7.1
17,NickNovak,LAC,K,2017,11,BUF,1.5,1.6,100,0,2.3,2.3,6.8,6.8
18,GiorgioTavecchio,OAK,K,2017,11,NE,1.4,1.5,50,0,2.5,2.5,6.7,6.7
19,PatrickMurray,TB,K,2017,11,MIA,1.6,1.7,100,0,1.8,1.8,6.6,6.6
20,MikeNugentIR,DAL,K,2017,11,PHI,1.4,1.5,50,0,2.2,2.2,6.4,6.4
21,MasonCrosby,GB,K,2017,11,BAL,1.3,1.4,100,0,2.1,2.1,6,6
22,PhilDawson,ARI,K,2017,11,HOU,1.3,1.4,100,0,2,2,5.9,5.9
23,CodyParkey,MIA,K,2017,11,TB,1.1,1.1,100,0,2,2,5.3,5.3
24,Ka'imiFairbairn,HOU,K,2017,11,ARI,1.1,1.2,100,0,1.9,1.9,5.2,5.2
24,RandyBullock,CIN,K,2017,11,DEN,1.1,1.2,100,0,1.9,1.9,5.2,5.2
26,ConnorBarth,CHI,K,2017,11,DET,1,1.1,100,0,1.9,1.9,4.9,4.9
26,AldrickRosas,NYG,K,2017,11,KC,1,1.2,100,0,1.9,1.9,4.9,4.9
28,ZaneGonzalez,CLE,K,2017,11,JAX,1,1.1,100,0,1.5,1.5,4.5,4.5
29,DustinHopkins,WAS,K,2017,11,NO,0,0,0,0,0,0,0,0
29,SebastianJanikowski,OAK,K,2017,11,NE,0,0,0,0,0,0,0,0
29,DanBailey,DAL,K,2017,11,PHI,0,0,0,0,0,0,0,0
29,CalebSturgis,PHI,K,2017,11,DAL,0,0,0,0,0,0,0,0
29,NickFolk,TB,K,2017,11,MIA,0,0,0,0,0,0,0,0
