Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,MattRyan,ATL,QB,2016,15,SF,22.3,34.5,64.7,276.3,8.1,2.2,0.6,97.18,2.6,2.5,0.7,0,18.5,18.5
2,AaronRodgersQ,GB,QB,2016,15,CHI,23.9,37.9,63.2,273.3,7.2,2,0.8,91.23,3.6,4.9,1.2,0,17.4,17.42
3,RussellWilson,SEA,QB,2016,15,LAR,21.3,35,60,244.8,7,1.7,0.6,88.39,4.5,21.4,5.2,0,16.9,16.93
3,KirkCousins,WAS,QB,2016,15,CAR,21.6,36.5,61.1,267.6,7.4,2,0.9,90.97,2.1,4.3,2,0,16.9,16.93
5,TyrodTaylorQ,BUF,QB,2016,15,CLE,17.8,27.3,66.7,206.6,7.7,1.4,0.6,86.5,6.2,28.3,4.7,0.2,16.5,16.49
6,CamNewton,CAR,QB,2016,15,WAS,16,26.7,59.3,213.4,7.9,1.3,0.7,81.25,6.6,28.8,4.1,0.2,15.8,15.82
7,DrewBrees,NO,QB,2016,15,ARI,25.3,40.1,62.5,278.5,7,1.8,1.1,89.38,1.6,0.8,0.5,0,15.6,15.62
8,DerekCarr,OAK,QB,2016,15,LAC,22.2,37.6,57.9,263.5,6.9,1.7,0.9,85.86,2.4,4.7,2.5,0,15.6,15.61
9,DakPrescott,DAL,QB,2016,15,TB,18.3,30.6,58.1,238.6,7.7,1.5,0.8,90.66,3.8,15.9,4,0.1,15.5,15.53
10,CarsonPalmer,ARI,QB,2016,15,NO,23.2,38.6,59,270.9,6.9,1.8,1,86.59,1.3,0.6,1,0,15.5,15.5
11,BenRoethlisberger,PIT,QB,2016,15,CIN,21.5,36.7,59.5,252.2,6.8,1.8,1,86.77,2,3.4,1.5,0,15.4,15.43
12,JameisWinston,TB,QB,2016,15,DAL,19.6,35.4,57.1,255.4,7.3,1.7,0.8,87.2,3.2,7.1,2.3,0,15.3,15.33
13,AlexSmith,KC,QB,2016,15,TEN,21.1,33.4,63.6,248.6,7.5,1.5,0.6,94.13,3.1,9.8,3.3,0,15.3,15.32
14,PhilipRivers,LAC,QB,2016,15,OAK,23,37.5,60.5,269.1,7.1,1.8,1,88.6,1.7,1.5,1,0,15.3,15.31
15,ColinKaepernick,SF,QB,2016,15,ATL,16.6,27.6,60.7,220.8,7.9,1.2,1.1,82.59,6.4,32.7,5.5,0.2,15.3,15.3
16,EliManning,NYG,QB,2016,15,DET,23.1,36,63.9,254.1,7.1,1.8,1.1,91.67,1.7,1.5,1,0,14.9,14.91
16,AndrewLuckP,IND,QB,2016,15,MIN,22,36.3,61.1,244.9,6.8,1.5,1.1,88.31,4.3,21.1,5.2,0,14.9,14.91
18,MarcusMariotaP,TEN,QB,2016,15,KC,21.4,30.6,67.7,224.6,7.3,1.5,1,96.84,4.5,18.8,4.8,0.1,14.9,14.86
19,TomBrady,NE,QB,2016,15,DEN,23,38,60.5,260.2,6.8,1.6,0.9,87.61,2.9,1.8,0.7,0,14.8,14.79
20,JoeFlacco,BAL,QB,2016,15,PHI,24.3,41,58.5,265.2,6.5,1.6,1.1,83.89,1.6,3.3,1.5,0,14.5,14.54
21,SamBradfordQ,MIN,QB,2016,15,IND,19.2,32,59.4,256.1,8,1.4,0.6,82.29,1.8,2.8,1.5,0,14.5,14.52
22,MatthewStafford,DET,QB,2016,15,NYG,23,37.3,62.2,251.4,6.8,1.6,1,88.91,2.5,5.6,3,0,14.4,14.42
23,AndyDalton,CIN,QB,2016,15,PIT,22,34.1,64.7,245.6,7.2,1.4,0.9,83.7,3.1,10.2,3.3,0,14.2,14.24
24,TrevorSiemian,DEN,QB,2016,15,NE,21,35.7,58.3,254,7.1,1.5,0.8,87.04,2.3,1.8,1,0,14.1,14.14
25,BrockOsweiler,HOU,QB,2016,15,JAX,20,32.7,60.6,224.2,6.8,1.3,0.9,78.35,2.9,12,4,0,13.4,13.37
26,BlakeBortles,JAX,QB,2016,15,HOU,21.9,37.1,59.5,235,6.4,1.4,1.4,75.84,3.5,15.3,3.8,0,12.9,12.93
27,MattMoore,MIA,QB,2016,15,NYJ,19.4,30.9,61.3,207.7,6.7,1.4,0.8,78.43,2.2,6.6,3.5,0.1,12.8,12.77
28,MattBarkley,CHI,QB,2016,15,GB,21.5,33,66.7,234.9,7.1,1.3,1.1,84.79,1.8,4.2,2,0,12.6,12.62
29,CarsonWentz,PHI,QB,2016,15,BAL,23.2,38.8,59,248.1,6.4,1,1.2,75.59,2.4,9.1,4.5,0,11.6,11.63
30,RobertGriffinIII,CLE,QB,2016,15,BUF,13.4,22.3,59.1,178.3,8.1,0.9,1.2,81.25,5.43,26.1,5.2,0.1,11.1,11.14
31,BrycePetty,NYJ,QB,2016,15,MIA,19.1,33.1,57.6,189.1,5.7,1.1,1.1,71.4,2.8,11.2,3.7,0.1,10.9,10.88
32,JaredGoff,LAR,QB,2016,15,SEA,13.2,22.1,59.1,176.6,8,0.8,1.3,81.06,2,4.7,2.5,0,7.5,7.53
33,PaxtonLynch,DEN,QB,2016,15,NE,0.7,1.1,100,9.1,9,0.1,0,104.17,0.1,0.3,0,0,0.8,0.79
34,RyanFitzpatrick,NYJ,QB,2016,15,MIA,0.9,1.5,50,12.2,6,0.1,0.1,68.75,0.2,0.7,0,0,0.8,0.76
35,TonyRomo,DAL,QB,2016,15,TB,0.8,1.4,100,11.3,11,0.1,0.1,112.5,0.1,0.3,0,0,0.7,0.68
36,NickFoles,KC,QB,2016,15,TEN,0.8,1.4,100,11.1,11,0,0,112.5,0.1,0.1,0,0,0.4,0.45
37,AJMcCarron,CIN,QB,2016,15,PIT,0.6,1,100,8.2,8,0,0,100,0.1,0.3,0,0,0.4,0.36
38,ChaseDaniel,PHI,QB,2016,15,BAL,0.6,1,100,7.7,8,0,0,100,0.1,0.3,0,0,0.3,0.34
39,CaseKeenum,LAR,QB,2016,15,SEA,0.9,1.5,100,11.8,12,0,0.1,116.67,0.2,0.4,0,0,0.3,0.31
40,LandryJones,PIT,QB,2016,15,CIN,0.5,0.8,0,6.2,6,0,0,52.08,0.1,0.5,0,0,0.3,0.3
41,ChadHenne,JAX,QB,2016,15,HOU,0.5,0.8,100,6.8,7,0,0,95.83,0.1,0.2,0,0,0.3,0.29
42,TJYates,MIA,QB,2016,15,NYJ,0.5,0.8,0,6.3,6,0,0,52.08,0.1,0.3,0,0,0.3,0.28
42,DanOrlovsky,DET,QB,2016,15,NYG,0.5,0.8,0,6.4,6,0,0,52.08,0.1,0.2,0,0,0.3,0.28
42,ColtMcCoy,WAS,QB,2016,15,CAR,0.5,0.8,0,6.3,6,0,0,52.08,0.1,0.3,0,0,0.3,0.28
45,CodyKessler,CLE,QB,2016,15,BUF,0.8,1.4,100,11.2,11,0,0.1,112.5,0.1,0.2,0,0,0.3,0.27
46,LukeMcCown,NO,QB,2016,15,ARI,0.4,0.7,0,5.9,6,0,0,52.08,0.1,0.2,0,0,0.3,0.26
47,ScottTolzien,IND,QB,2016,15,MIN,0.4,0.7,0,5.4,5,0,0,47.92,0.1,0,0,0,0.2,0.22
48,RyanMallett,BAL,QB,2016,15,PHI,0.3,0.5,0,4.2,4,0,0,43.75,0.1,0.3,0,0,0.2,0.2
48,ShaunHill,MIN,QB,2016,15,IND,0.4,0.6,0,4.7,5,0,0,47.92,0.1,0.1,0,0,0.2,0.2
50,DrewStanton,ARI,QB,2016,15,NO,0.3,0.6,0,4.6,5,0,0,47.92,0.1,0.1,0,0,0.2,0.19
51,DerekAnderson,CAR,QB,2016,15,WAS,0.3,0.6,0,4.4,4,0,0,43.75,0.1,0,0,0,0.2,0.18
52,EJManuel,BUF,QB,2016,15,CLE,0.2,0.4,0,3.3,0,0,0,0,0.1,0.3,0,0,0.2,0.16
53,TomSavage,HOU,QB,2016,15,JAX,0.6,0.9,100,7.4,7,0,0.1,95.83,0.1,0.3,0,0,0.1,0.13
53,JimmyGaroppoloIR,NE,QB,2016,15,DEN,0.2,0.4,0,3.3,0,0,0,0,0.1,0,0,0,0.1,0.13
55,MikeGlennon,TB,QB,2016,15,DAL,0.2,0.4,0,3.1,0,0,0,0,0,0,0,0,0.1,0.12
56,KellenClemens,LAC,QB,2016,15,OAK,0.2,0.3,0,2.2,0,0,0,0,0,0.2,0,0,0.1,0.11
57,MattSchaub,ATL,QB,2016,15,SF,0.1,0.2,0,1.9,0,0,0,0,0,0.2,0,0,0.1,0.1
58,TrevoneBoykin,SEA,QB,2016,15,LAR,0.2,0.3,0,2.2,0,0,0,0,0,0,0,0,0.1,0.09
59,BrettHundley,GB,QB,2016,15,CHI,0.1,0.2,0,1.8,0,0,0,0,0,0,0,0,0.1,0.07
59,MattCassel,TEN,QB,2016,15,KC,0.1,0.2,0,1.7,0,0,0,0,0,0,0,0,0.1,0.07
61,MattMcGloin,OAK,QB,2016,15,LAC,0.1,0.2,0,1.3,0,0,0,0,0,0,0,0,0,0.05
62,DavidFales,CHI,QB,2016,15,GB,0,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0.02
63,SeanMannion,LAR,QB,2016,15,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,BrandonDoughty,MIA,QB,2016,15,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,ChristianHackenberg,NYJ,QB,2016,15,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,GenoSmith,NYJ,QB,2016,15,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,RyanTannehillP,MIA,QB,2016,15,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,BrianHoyer,CHI,QB,2016,15,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,JayCutler,CHI,QB,2016,15,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,JoeCallahan,GB,QB,2016,15,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,RyanGriffin,TB,QB,2016,15,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,KellenMoore,DAL,QB,2016,15,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,MarkSanchez,DAL,QB,2016,15,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,BrandonWeeden,HOU,QB,2016,15,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,BrandonAllen,JAX,QB,2016,15,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,KevinHogan,CLE,QB,2016,15,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,CardaleJones,BUF,QB,2016,15,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,JoshMcCown,CLE,QB,2016,15,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,AaronMurray,PHI,QB,2016,15,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,JoelStave,KC,QB,2016,15,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,TylerBray,KC,QB,2016,15,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,AlexTanney,TEN,QB,2016,15,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,JoshJohnson,NYG,QB,2016,15,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,RyanNassib,NYG,QB,2016,15,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,JakeRudock,DET,QB,2016,15,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,TaylorHeinicke,MIN,QB,2016,15,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,StephenMorris,IND,QB,2016,15,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,TeddyBridgewater,MIN,QB,2016,15,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,ZacDysert,ARI,QB,2016,15,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,GarrettGrayson,NO,QB,2016,15,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,MattSimms,ATL,QB,2016,15,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,ChristianPonder,SF,QB,2016,15,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,BlaineGabbertQ,SF,QB,2016,15,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,ThaddeusLewis,SF,QB,2016,15,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,AustinDavisP,DEN,QB,2016,15,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,JacobyBrissett,NE,QB,2016,15,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,ConnorCook,OAK,QB,2016,15,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,ZachMettenberger,PIT,QB,2016,15,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,JeffDriskel,CIN,QB,2016,15,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,NateSudfeld,WAS,QB,2016,15,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,JoeWebb,CAR,QB,2016,15,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
