Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,TomBrady,NE,QB,2015,17,MIA,26,39,66.7,293,7.5,3,1,103.9,2,4,2,0,22.1,22.12
2,EliManning,NYG,QB,2015,17,PHI,24,39,61.5,288,7.4,3,1,99.09,1,2,2,0,21.7,21.72
3,CamNewton,CAR,QB,2015,17,TB,19,30,63.3,239,8,2,1,96.39,8,40,5,0,19.6,19.56
4,RussellWilson,SEA,QB,2015,17,ARI,20,32,62.5,245,7.7,2,1,93.88,6,36,6,0,19.4,19.4
5,BenRoethlisberger,PIT,QB,2015,17,CLE,24,37,64.9,302,8.2,2,1,96.9,2,5,2.5,0,18.6,18.58
6,BlakeBortles,JAX,QB,2015,17,HOU,23,40,57.5,264,6.6,2,1,83.75,4,20,5,0,18.6,18.56
7,MattRyan,ATL,QB,2015,17,NO,26,39,66.7,302,7.7,2,1,96.31,2,3,1.5,0,18.4,18.38
8,DrewBrees,NO,QB,2015,17,ATL,26,39,66.7,299,7.7,2,1,95.99,1,2,2,0,18.2,18.16
9,AaronRodgersQ,GB,QB,2015,17,MIN,22,35,62.9,258,7.4,2,1,92.32,4,17,4.2,0,18,18.02
10,RyanFitzpatrick,NYJ,QB,2015,17,BUF,22,37,59.5,253,6.8,2,1,86.88,4,18,4.5,0,17.9,17.92
11,MatthewStafford,DET,QB,2015,17,CHI,25,39,64.1,275,7.1,2,1,91.29,2,7,3.5,0,17.7,17.7
12,CarsonPalmer,ARI,QB,2015,17,SEA,23,37,62.2,284,7.7,2,1,92.62,2,3,1.5,0,17.7,17.66
13,TyrodTaylorQ,BUF,QB,2015,17,NYJ,18,31,58.1,210,6.8,2,1,86.76,6,32,5.3,0,17.6,17.6
14,SamBradfordQ,PHI,QB,2015,17,NYG,23,38,60.5,275,7.2,2,1,89.25,2,4,2,0,17.4,17.4
15,DerekCarr,OAK,QB,2015,17,KC,23,39,59,256,6.6,2,1,84.99,2,6,3,0,16.8,16.84
16,BrianHoyer,HOU,QB,2015,17,JAX,21,35,60,255,7.3,2,1,89.58,2,5,2.5,0,16.7,16.7
17,RyanTannehillP,MIA,QB,2015,17,NE,22,37,59.5,241,6.5,2,1,85.53,2,10,5,0,16.6,16.64
18,AlexSmith,KC,QB,2015,17,OAK,18,29,62.1,209,7.2,2,1,92.46,4,22,5.5,0,16.6,16.56
19,JayCutler,CHI,QB,2015,17,DET,21,33,63.6,236,7.2,2,1,92.49,3,11,3.7,0,16.5,16.54
19,BrockOsweiler,DEN,QB,2015,17,LAC,21,36,58.3,246,6.8,2,1,86.11,2,7,3.5,0,16.5,16.54
