Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,CamNewton,CAR,QB,2016,4,ATL,20.8,33.3,63.6,243.9,7.4,1.8,0.8,93.5,7.9,41.4,5.1,0.6,22.5,22.5
2,DrewBrees,NO,QB,2016,4,LAC,29.3,42.5,69,350.5,8.3,2.1,1,100.3,1.8,4.2,2,0.1,21,21.04
3,MatthewStafford,DET,QB,2016,4,CHI,26.8,39.3,69.2,300,7.7,2.1,0.9,98.24,2.3,8.5,4,0.1,19.8,19.85
4,AndrewLuckP,IND,QB,2016,4,JAX,24.5,40,60,282.3,7,2,1.2,87.71,3.4,17.4,5.7,0.2,19.2,19.23
5,PhilipRivers,LAC,QB,2016,4,NO,27.1,38.9,69.2,302.7,7.8,2.2,0.8,98.56,1.7,5,2.5,0,19.2,19.21
6,KirkCousins,WAS,QB,2016,4,CLE,23.7,36.1,66.7,275,7.6,1.9,0.8,96.41,2.2,7.5,4,0.2,18.6,18.55
7,AndyDalton,CIN,QB,2016,4,MIA,21.4,32.5,65.6,265.7,8.3,1.9,0.7,99.22,3.8,14.1,3.5,0.1,18.4,18.44
8,CarsonPalmer,ARI,QB,2016,4,LAR,23,36.2,63.9,301.7,8.4,1.9,1.2,97.22,1.9,4.1,2,0.1,17.9,17.88
9,BenRoethlisberger,PIT,QB,2016,4,KC,22.8,36.7,62.2,297.7,8.1,1.9,1.4,94.2,2.3,9.1,4.5,0.1,17.8,17.82
10,RussellWilson,SEA,QB,2016,4,NYJ,20.6,32.2,65.6,222.1,6.9,1.6,0.6,93.49,4.5,23.5,6,0.2,17.2,17.23
11,BlakeBortles,JAX,QB,2016,4,IND,21.8,36.5,61.1,260.9,7.2,1.7,1.2,90.16,2.8,15.2,5,0.1,16.4,16.36
12,JoeFlacco,BAL,QB,2016,4,OAK,24.9,39.5,62.5,278.5,7,1.6,1,89.38,2.2,4.3,2,0.1,16.2,16.17
13,DerekCarr,OAK,QB,2016,4,BAL,23.2,37.4,62.2,273.9,7.4,1.5,1.3,91.5,2.8,12,4,0.1,16,15.96
14,MattRyan,ATL,QB,2016,4,CAR,24.3,37.2,64.9,278.9,7.5,1.8,1.2,94.31,1.6,3.1,1.5,0,15.7,15.67
15,BrockOsweiler,HOU,QB,2016,4,TEN,20.4,34.8,57.1,239,6.8,1.4,0.9,75.77,3,12,4,0.2,15.6,15.56
16,TrevorSiemian,DEN,QB,2016,4,TB,19.8,29.7,66.7,243.6,8.1,1.3,0.8,88.75,2.9,12.4,4,0.2,15.4,15.38
17,TyrodTaylorQ,BUF,QB,2016,4,NE,17.4,28.3,60.7,187.5,6.7,1,0.6,77.68,5.5,32,5.3,0.3,14.9,14.9
18,DakPrescott,DAL,QB,2016,4,SF,19.9,30.5,66.7,213.2,7.1,1.3,0.7,84.44,3.4,16.5,5.3,0.2,14.8,14.78
19,AlexSmith,KC,QB,2016,4,PIT,22.4,33.6,64.7,237.7,7,1.2,0.8,82.72,4.1,19.3,4.8,0.1,14.6,14.64
20,SamBradfordQ,MIN,QB,2016,4,NYG,19.3,29.9,63.3,232.2,7.7,1.5,0.8,95.42,2.3,4,2,0.1,14.5,14.49
21,BlaineGabbertQ,SF,QB,2016,4,DAL,19.5,32.3,62.5,212.6,6.7,1.1,0.9,79.3,4.1,21.7,5.5,0.2,14.3,14.27
22,BrianHoyer,CHI,QB,2016,4,DET,20,31.8,62.5,225.9,7.1,1.3,0.9,80.99,2.5,10.1,5,0.2,14.2,14.25
23,RyanTannehillP,MIA,QB,2016,4,CIN,23,36.9,62.2,240.2,6.5,1.3,1.1,78.66,2.6,13.2,4.3,0.1,14.1,14.13
24,EliManning,NYG,QB,2016,4,MIN,22.9,35.9,63.9,251.4,7,1.6,1.2,91.32,1.7,4,2,0,13.9,13.86
25,JameisWinston,TB,QB,2016,4,DEN,20.2,35.6,55.6,234.6,6.5,1.3,1.2,73.26,3.1,12.6,4.3,0.1,13.4,13.44
26,CodyKessler,CLE,QB,2016,4,WAS,18.8,32,59.4,218.9,6.8,1.3,0.9,77.47,2,6.8,3.5,0.1,12.8,12.84
27,RyanFitzpatrick,NYJ,QB,2016,4,SEA,18.6,32.9,57.6,207.6,6.3,1,1.3,73.8,4.2,19.3,4.8,0.2,12.6,12.63
28,MarcusMariotaP,TEN,QB,2016,4,HOU,18.8,30.2,63.3,224,7.5,1.2,1.3,83.19,2.9,15.2,5,0.1,12.5,12.48
29,JacobyBrissett,NE,QB,2016,4,BUF,10,16.8,58.8,134.1,7.9,0.7,0.4,103.55,2.1,9.3,4.5,0.1,8.9,8.89
30,CaseKeenum,LAR,QB,2016,4,ARI,15.5,27.3,59.3,182.4,6.7,0.9,1.3,76.47,1.4,3.3,3,0,8.2,8.23
31,JaredGoff,LAR,QB,2016,4,ARI,1,1.8,50,14,7,0.1,0.1,72.92,0.2,0.8,0,0,0.8,0.84
31,ColinKaepernick,SF,QB,2016,4,DAL,0.9,1.5,50,12.2,6,0.1,0.1,68.75,0.3,1.5,0,0,0.8,0.84
33,TrevoneBoykin,SEA,QB,2016,4,NYJ,1,1.8,50,14,7,0.1,0.1,72.92,0.2,0.6,0,0,0.8,0.82
33,PaxtonLynch,DEN,QB,2016,4,TB,1,1.8,50,14.1,7,0.1,0.1,72.92,0.2,0.6,0,0,0.8,0.82
35,ColtMcCoy,WAS,QB,2016,4,CLE,0.7,1.2,100,9.6,10,0.1,0,108.33,0.2,0.3,0,0,0.8,0.81
36,RyanMallett,BAL,QB,2016,4,OAK,0.9,1.6,50,12.5,6,0.1,0.1,68.75,0.1,0.9,0,0,0.8,0.79
37,AJMcCarron,CIN,QB,2016,4,MIA,0.9,1.6,50,12.5,6,0.1,0.1,68.75,0.2,0.7,0,0,0.8,0.77
38,GenoSmith,NYJ,QB,2016,4,SEA,0.9,1.5,50,12.2,6,0.1,0.1,68.75,0.2,0.7,0,0,0.8,0.76
39,ChadHenne,JAX,QB,2016,4,IND,0.9,1.5,100,11.8,12,0.1,0.1,116.67,0.1,0.6,0,0,0.7,0.73
40,TomSavage,HOU,QB,2016,4,TEN,0.8,1.4,100,11.3,11,0.1,0.1,112.5,0.2,0.7,0,0,0.7,0.72
