Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,JulioJonesP,ATL,WR,2016,9,TB,8.64,6,66.7,86.1,0.7,0,9.6,14.3,0,0.3,0,0,0.1,0.1,12.6,12.64
2,AntonioBrown,PIT,WR,2016,9,BAL,11.57,7.1,58.3,87.5,0.6,0,7.3,12.6,0.1,1,0,0,0.1,0.1,12.2,12.25
3,MikeEvans,TB,WR,2016,9,ATL,7.95,5.3,62.5,86.3,0.6,0,10.8,17.2,0,0,0,0,0,0,12.2,12.23
4,DezBryant,DAL,WR,2016,9,CLE,6.23,4.1,66.7,68.8,0.8,0,11.5,17.2,0,0,0,0,0,0,11.7,11.68
5,T.Y.Hilton,IND,WR,2016,9,GB,7.2,5,71.4,80.5,0.6,0,11.4,16,0,0,0,0,0,0,11.6,11.65
6,OdellBeckhamJr,NYG,WR,2016,9,PHI,9.85,5.9,60,76.5,0.6,0,7.6,12.7,0,0,0,0,0.1,0.1,11,11.05
7,JordyNelson,GB,WR,2016,9,IND,7.48,4.3,57.1,68.7,0.7,0,9.9,17.2,0,0,0,0,0.1,0.1,10.9,10.87
8,BrandonMarshall,NYJ,WR,2016,9,MIA,8.65,5,55.6,79.6,0.4,0,8.9,16,0,0,0,0,0,0,10.4,10.36
9,AmariCooper,OAK,WR,2016,9,DEN,9.31,6.7,77.8,79.2,0.4,0,8.8,11.3,0,0.1,0,0,0,0,10.3,10.33
10,KelvinBenjamin,CAR,WR,2016,9,LAR,7.26,4.2,57.1,73,0.5,0,10.4,18.2,0,0,0,0,0,0,10.3,10.3
11,TerrellePryorP,CLE,WR,2016,9,DAL,7.2,5,71.4,70.2,0.5,0,10,14,0.3,0.7,0,0,0,0,10.1,10.09
12,EmmanuelSanders,DEN,WR,2016,9,OAK,7.39,5.1,71.4,76.4,0.4,0,10.9,15.2,0,0.4,0,0,0,0,10.1,10.08
13,BrandinCooks,NO,WR,2016,9,SF,7.15,5,71.4,69.4,0.5,0,9.9,13.8,0.1,0.3,0,0,0,0,10,9.97
14,DemaryiusThomas,DEN,WR,2016,9,OAK,8.61,5.9,66.7,72.1,0.5,0,8,12,0,0.3,0,0,0.2,0.2,9.8,9.84
15,StefonDiggs,MIN,WR,2016,9,DET,8.77,5.1,55.6,71.4,0.4,0,7.9,14.2,0,0,0,0,0,0,9.5,9.54
16,MichaelThomas,NO,WR,2016,9,SF,7.7,5,62.5,64.9,0.5,0,8.1,13,0,0,0,0,0,0,9.5,9.49
17,MarvinJones,DET,WR,2016,9,MIN,8.06,4.8,62.5,70.1,0.4,0,8.8,14,0,0.1,0,0,0,0,9.4,9.42
18,DougBaldwinQ,SEA,WR,2016,9,BUF,7.9,5,62.5,63,0.5,0,7.9,12.6,0,0,0,0,0,0,9.3,9.3
19,MichaelCrabtree,OAK,WR,2016,9,DEN,7.65,5,62.5,60.8,0.5,0,7.6,12.2,0,0,0,0,0,0,9.1,9.08
20,DavanteAdams,GB,WR,2016,9,IND,6.78,5.1,71.4,61.4,0.5,0,8.7,12.2,0,0,0,0,0.1,0.1,8.9,8.94
21,QuincyEnunwa,NYJ,WR,2016,9,MIA,6.23,4.1,66.7,59.1,0.5,0,9.8,14.8,0,0,0,0,0,0,8.9,8.91
22,MikeWallaceIR,BAL,WR,2016,9,PIT,6.31,4.1,66.7,64,0.4,0,10.7,16,0.2,1,0,0,0,0,8.9,8.9
23,AllenRobinson,JAX,WR,2016,9,KC,10.2,5.8,60,76,0.2,0,7.6,12.7,0,0,0,0,0,0,8.8,8.8
24,JordanMatthewsP,PHI,WR,2016,9,NYG,8.85,5,55.6,63.8,0.4,0,7.1,12.8,0,0,0,0,0,0,8.8,8.78
25,WillieSnead,NO,WR,2016,9,SF,5.83,4.2,66.7,59.1,0.5,0,9.8,14.8,0,0,0,0,0.1,0.1,8.7,8.71
26,TyrellWilliams,LAC,WR,2016,9,TEN,5.1,3.9,80,60.6,0.4,0,12.2,15.2,0,0.1,0,0,0,0,8.5,8.47
27,JarvisLandry,MIA,WR,2016,9,NYJ,10.85,6.1,54.5,65,0.3,0,5.9,10.8,0.2,0.7,0,0,0.1,0.1,8.2,8.17
28,JeremyMaclin,KC,WR,2016,9,JAX,6.6,4.1,57.1,57.1,0.4,0,8.1,14.2,0.1,0.5,0,0,0,0,8.2,8.16
29,TravisBenjaminQ,LAC,WR,2016,9,TEN,7.45,4.6,71.4,53,0.4,0,7.6,10.6,0.1,0.2,0,0,0.1,0.1,7.5,7.52
30,GoldenTateQ,DET,WR,2016,9,MIN,6.72,4.2,57.1,50,0.4,0,7.1,12.5,0.1,1.1,0,0,0,0,7.5,7.51
31,DonteMoncrief,IND,WR,2016,9,GB,7.96,4.8,62.5,55.4,0.3,0,6.9,11,0.1,-0.1,0,0,0,0,7.3,7.33
32,ColeBeasleyQ,DAL,WR,2016,9,CLE,4.7,3.2,60,43.2,0.5,0,8.6,14.3,0.1,0.1,0,0,0.1,0.1,7.1,7.13
33,KennyBritt,LAR,WR,2016,9,CAR,5.28,4,80,52.5,0.3,0,10.4,13,0,0.1,0,0,0.1,0.1,6.9,6.86
34,TerranceWilliams,DAL,WR,2016,9,CLE,3.85,2.9,75,44.9,0.4,0,11.2,15,0,0.1,0,0,0.1,0.1,6.7,6.7
35,SammieCoatesQ,PIT,WR,2016,9,BAL,3.45,2.2,66.7,45.6,0.3,0,15.3,23,0.1,0.8,0,0,0,0,6.4,6.44
36,AllenHurns,JAX,WR,2016,9,KC,5.28,3.2,60,46,0.3,0,9.2,15.3,0,0,0,0,0,0,6.4,6.4
37,JeremyKerley,SF,WR,2016,9,NO,6.27,3.9,66.7,44.7,0.3,0,7.5,11.2,0,-0.1,0,0,0,0,6.3,6.26
38,AnquanBoldin,DET,WR,2016,9,MIN,5.77,3.9,66.7,44.3,0.3,0,7.3,11,0,0,0,0,0,0,6.2,6.23
39,SteveSmith,BAL,WR,2016,9,PIT,6.38,4.2,66.7,50.2,0.2,0,8.3,12.5,0,0,0,0,0,0,6.2,6.22
40,CoreyColeman,CLE,WR,2016,9,DAL,4.29,2.4,50,42.8,0.3,0,10.8,21.5,0,0.1,0,0,0,0,6.1,6.09
41,AdamThielen,MIN,WR,2016,9,DET,4.02,3,75,42.1,0.3,0,10.5,14,0,0,0,0,0,0,6,6.01
42,KendallWright,TEN,WR,2016,9,LAC,4.34,3.1,75,42,0.3,0,10.5,14,0.1,-0.1,0,0,0,0,6,5.99
43,MohamedSanu,ATL,WR,2016,9,TB,5.66,3.2,50,39.4,0.3,0,6.5,13,0,0,0,0,0.1,0.1,5.5,5.54
44,JustinHunter,BUF,WR,2016,9,SEA,3.04,1.9,66.7,37.2,0.3,0,12.3,18.5,0,0,0,0,0,0,5.5,5.52
45,BrianQuick,LAR,WR,2016,9,CAR,2.91,2.1,66.7,37,0.3,0,12.3,18.5,0,0,0,0,0,0,5.5,5.5
46,DevanteParkerQ,MIA,WR,2016,9,NYJ,4.8,3.2,60,42.9,0.2,0,8.6,14.3,0,0,0,0,0,0,5.5,5.49
46,TavonAustin,LAR,WR,2016,9,CAR,4.98,3.3,60,39.9,0.2,0,8,13.3,0.5,3,0,0,0,0,5.5,5.49
48,RobertWoods,BUF,WR,2016,9,SEA,6.43,3.9,66.7,42.8,0.2,0,7.2,10.8,0,0,0,0,0,0,5.5,5.48
49,RishardMatthews,TEN,WR,2016,9,LAC,5.28,3,60,41.9,0.2,0,8.4,14,0,0.4,0,0,0,0,5.4,5.43
50,MarquiseGoodwinP,BUF,WR,2016,9,SEA,3.16,2,66.7,32.9,0.3,0,11,16.5,0,0,0,0,0,0,5.1,5.09
51,MarqiseLeeIR,JAX,WR,2016,9,KC,4.49,3.1,75,35.4,0.2,0,8.8,11.7,0,0.1,0,0,0.1,0.1,4.6,4.55
52,ChrisConleyP,KC,WR,2016,9,JAX,3.57,2.1,50,31.7,0.2,0,8,16,0,0,0,0,0,0,4.4,4.37
53,SethRoberts,OAK,WR,2016,9,DEN,3.61,2.1,50,27.2,0.2,0,6.8,13.5,0,0,0,0,0,0,3.9,3.92
54,SterlingShepard,NYG,WR,2016,9,PHI,4.16,3.2,75,32.9,0.1,0,8.2,11,0,0,0,0,0,0,3.9,3.89
55,DontrelleInman,LAC,WR,2016,9,TEN,3.95,2.3,50,32.7,0.1,0,8.2,16.5,0,0,0,0,0,0,3.9,3.87
56,DorialGreen-Beckham,PHI,WR,2016,9,NYG,3.75,2.1,50,26.6,0.2,0,6.8,13.5,0,-0.1,0,0,0,0,3.8,3.85
57,PhillipDorsettP,IND,WR,2016,9,GB,2.98,2.1,66.7,31.2,0.1,0,10.3,15.5,0.1,0.3,0,0,0,0,3.8,3.75
58,TorreySmith,SF,WR,2016,9,NO,3.19,2.1,66.7,29.5,0.1,0,10,15,0,0,0,0,0,0,3.6,3.55
59,AndrewHawkins,CLE,WR,2016,9,DAL,3.06,2.1,66.7,28.6,0.1,0,9.7,14.5,0.1,0.3,0,0,0,0,3.5,3.49
60,BreshadPerriman,BAL,WR,2016,9,PIT,3.26,2,66.7,22.7,0.2,0,7.7,11.5,0.1,-0.2,0,0,0,0,3.4,3.45
61,TyreekHill,KC,WR,2016,9,JAX,2.96,2.1,66.7,26.5,0.1,0,8.7,13,0.2,1.3,0,0,0,0,3.4,3.38
62,AdamHumphries,TB,WR,2016,9,ATL,3.64,2.4,50,26.8,0.1,0,6.8,13.5,0.1,0.6,0,0,0,0,3.3,3.34
63,JermaineKearse,SEA,WR,2016,9,BUF,3.91,2.2,50,27.3,0.1,0,6.8,13.5,0,0,0,0,0,0,3.3,3.33
64,KennyStills,MIA,WR,2016,9,NYJ,3.41,2.2,66.7,26.3,0.1,0,8.7,13,0,0,0,0,0,0,3.2,3.23
65,JustinHardy,ATL,WR,2016,9,TB,3.4,1.9,66.7,19.8,0.2,0,6.7,10,0,0,0,0,0,0,3.2,3.18
66,CordarrellePatterson,MIN,WR,2016,9,DET,3.36,2.2,66.7,25.8,0.1,0,8.7,13,0.1,1.1,0,0,0.1,0.1,3.1,3.09
67,QuintonPatton,SF,WR,2016,9,NO,2.73,2.1,66.7,24.6,0.1,0,8.3,12.5,0,0,0,0,0,0,3.1,3.06
