Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,ArizonaCardinals,ARI,DST,2016,6,NYJ,0,2.9,0,1.4,0.7,0,0,0,19.6,10.5,10.5
2,DenverBroncos,DEN,DST,2016,6,LAC,0,3.4,0,1,0.8,0,0,0,19.5,9.2,9.2
3,BuffaloBills,BUF,DST,2016,6,SF,0,2.8,0,1.1,0.7,0,0,0,18.4,8.6,8.6
4,HoustonTexans,HOU,DST,2016,6,IND,0,3.1,0,1,0.6,0,0,0,20.2,8.5,8.5
5,PhiladelphiaEagles,PHI,DST,2016,6,WAS,0,2.8,0,1,0.7,0,0,0,20,8.4,8.4
5,TennesseeTitans,TEN,DST,2016,6,CLE,0,2.8,0,1.3,0.4,0,0,0,18.9,8.4,8.4
7,PittsburghSteelers,PIT,DST,2016,6,MIA,0,2.6,0,1,0.6,0,0,0,19.5,8,8
7,NewEnglandPatriots,NE,DST,2016,6,CIN,0,2.6,0,0.9,0.7,0,0,0,19.9,8,8
9,DetroitLions,DET,DST,2016,6,LAR,0,2.2,0,1,0.5,0,0,0,20.5,7.4,7.4
10,NewYorkJets,NYJ,DST,2016,6,ARI,0,2.5,0,0.9,0.5,0.1,0,0,25.7,7.3,7.3
11,OaklandRaiders,OAK,DST,2016,6,KC,0,2.3,0,0.8,0.7,0,0,0,23.6,7.1,7.1
12,LosAngelesRams,LAR,DST,2016,6,DET,0,2.6,0,0.9,0.6,0,0,0,21.6,6.8,6.8
13,BaltimoreRavens,BAL,DST,2016,6,NYG,0,2.2,0,1.1,0.5,0,0,0,21.8,6.6,6.6
13,ChicagoBears,CHI,DST,2016,6,JAX,0,2.6,0,1,0.4,0,0,0,21.8,6.6,6.6
13,SeattleSeahawks,SEA,DST,2016,6,ATL,0,2.4,0,1,0.5,0,0,0,21.5,6.6,6.6
16,LosAngelesChargers,LAC,DST,2016,6,DEN,0,2.3,0,1,0.5,0,0,0,24.2,6.5,6.5
17,NewYorkGiants,NYG,DST,2016,6,BAL,0,2,0,1,0.6,0,0,0,23.2,6.4,6.4
18,IndianapolisColts,IND,DST,2016,6,HOU,0,2.1,0,0.9,0.6,0,0,0,24.1,6.3,6.3
19,CarolinaPanthers,CAR,DST,2016,6,NO,0,2.5,0,1,0.5,0,0,0,26,6.1,6.1
20,NewOrleansSaints,NO,DST,2016,6,CAR,0,2.2,0,0.8,0.5,0,0,0,27.9,6,6
21,WashingtonRedskins,WAS,DST,2016,6,PHI,0,2,0,0.7,0.6,0,0,0,26.2,5.8,5.8
22,JacksonvilleJaguars,JAX,DST,2016,6,CHI,0,2.3,0,0.9,0.5,0,0,0,22.4,5.7,5.7
23,ClevelandBrowns,CLE,DST,2016,6,TEN,0,2.2,0,1,0.4,0,0,0,23.2,5.6,5.6
23,AtlantaFalcons,ATL,DST,2016,6,SEA,0,2.2,0,1,0.4,0,0,0,25.1,5.6,5.6
23,DallasCowboys,DAL,DST,2016,6,GB,0,2.2,0,0.8,0.3,0,0,0,24,5.6,5.6
26,GreenBayPackers,GB,DST,2016,6,DAL,0,2.3,0,0.8,0.5,0,0,0,23.4,5.5,5.5
27,KansasCityChiefs,KC,DST,2016,6,OAK,0,1.8,0,1,0.4,0,0,0,23.5,5.2,5.2
28,CincinnatiBengals,CIN,DST,2016,6,NE,0,2.1,0,0.6,0.5,0,0,0,27.2,4.9,4.9
29,SanFrancisco49ers,SF,DST,2016,6,BUF,0,1.9,0,0.7,0.4,0,0,0,25.8,4.7,4.7
30,MiamiDolphins,MIA,DST,2016,6,PIT,0,2,0,0.8,0.3,0,0,0,28.6,4.4,4.4
