Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,TomBrady,NE,QB,2017,14,MIA,24,36.7,64.9,290.7,7.9,2.4,0.5,106.93,1.4,1.7,2,0,20.2,20.2
2,DrewBrees,NO,QB,2017,14,ATL,24.4,37.1,64.9,282,7.6,1.9,0.6,94.65,1.9,2.1,1,0.1,18.3,18.29
3,CarsonWentz,PHI,QB,2017,14,LAR,20.6,34.9,60,249.8,7.1,1.9,0.8,88.99,3.5,18.6,4.8,0.1,18.2,18.25
4,AlexSmith,KC,QB,2017,14,OAK,23.4,34.5,67.6,247.8,7.3,1.7,0.4,108.46,4.1,18.4,4.5,0.1,18.2,18.15
5,PhilipRivers,LAC,QB,2017,14,WAS,23.2,36.3,63.9,275.4,7.6,2.1,0.8,94.1,1,0.9,1,0,17.7,17.71
6,RussellWilson,SEA,QB,2017,14,JAX,21.1,36,58.3,242.4,6.7,1.7,0.9,85.65,5.3,25,5,0.1,17.6,17.6
7,JaredGoff,LAR,QB,2017,14,PHI,21.8,35.4,62.9,259.8,7.4,1.8,0.8,92.56,2,6.4,3,0.1,17,17.03
8,MatthewStafford,DET,QB,2017,14,TB,22.5,37.3,59.5,266.4,7.2,1.8,0.7,88.34,2,6.1,3,0,16.9,16.87
9,MattRyan,ATL,QB,2017,14,NO,22.2,34.6,62.9,270.3,7.7,1.8,0.8,93.75,1.8,6,3,0,16.8,16.81
10,JameisWinston,TB,QB,2017,14,DET,22.5,37,59.5,262.8,7.1,1.6,0.9,88.01,3,8.7,3,0.1,16.4,16.38
11,DerekCarr,OAK,QB,2017,14,KC,22.6,36.4,63.9,262.7,7.3,1.7,0.7,92.71,1.6,3.1,1.5,0,16,16.02
12,CamNewton,CAR,QB,2017,14,MIN,17.7,32.3,56.2,195.4,6.1,1.2,0.8,71.74,6.4,32.8,5.5,0.3,15.9,15.9
13,KirkCousins,WAS,QB,2017,14,LAC,21.3,36.5,58.3,260.3,7.2,1.5,0.9,87.73,3,8.8,3,0.1,15.9,15.89
14,BenRoethlisberger,PIT,QB,2017,14,BAL,22.6,36.1,63.9,258,7.2,1.8,0.9,92.13,1.6,2.8,1.5,0,15.8,15.8
15,DakPrescott,DAL,QB,2017,14,NYG,18.7,30.7,61.3,203.3,6.5,1.4,0.7,77.76,4.72,22.7,4.6,0.2,15.6,15.6
16,JoshMcCown,NYJ,QB,2017,14,DEN,20.9,33.4,63.6,234,7.1,1.6,0.8,92.23,2.6,9.9,3.3,0.1,15.6,15.55
17,CaseKeenum,MIN,QB,2017,14,CAR,21.9,33.7,64.7,239.2,7,1.7,0.8,92.65,1.8,8.7,4.5,0,15.4,15.44
18,MarcusMariotaP,TEN,QB,2017,14,ARI,20.6,31.7,65.6,226.8,7.1,1.3,1,83.72,3.5,17,4.2,0.2,15,14.97
19,AndyDalton,CIN,QB,2017,14,CHI,19.4,32.3,59.4,230.2,7.2,1.5,0.8,89.32,2.9,7.3,2.3,0.1,14.7,14.74
20,DeshoneKizer,CLE,QB,2017,14,GB,18.7,32.9,57.6,202.1,6.1,1,1.2,73.04,5.3,26.8,5.4,0.3,14,13.96
21,JimmyGaroppoloIR,SF,QB,2017,14,HOU,20.8,35.3,60,241.3,6.9,1.2,0.6,78.39,1.3,6,6,0,13.6,13.65
22,BlaineGabbertQ,ARI,QB,2017,14,TEN,20.7,36.6,56.8,223.9,6.1,1.5,1.2,81.36,3.3,12.3,4,0,13.6,13.59
23,BlakeBortles,JAX,QB,2017,14,SEA,18.9,32.6,57.6,217,6.6,1.2,1.1,74.94,3.7,16.4,4,0.1,13.3,13.32
24,TomSavage,HOU,QB,2017,14,SF,19,33.5,55.9,231.8,6.8,1.5,1.1,84.44,1.3,2.9,3,0,13.2,13.16
24,EliManning,NYG,QB,2017,14,DAL,21,35.1,60,231.1,6.6,1.4,0.8,77.2,1,1.2,1,0,13.2,13.16
