Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,PeytonManning,DEN,QB,2014,5,ARI,28,40,70,335,8.4,2,0,111.98,1,-2,-2,0,21.2,21.2
2,DrewBrees,NO,QB,2014,5,TB,30,41,73.2,311,7.6,2,0,110.92,2,0,0,0,20.4,20.44
3,AaronRodgersQ,GB,QB,2014,5,MIN,22,30,73.3,269,9,2,0,122.78,2,16,8,0,20.4,20.36
4,MattRyan,ATL,QB,2014,5,NYG,24,39,61.5,342,8.8,2,1,96.31,2,5,2.5,0,20.2,20.18
5,RussellWilson,SEA,QB,2014,5,WAS,18,26,69.2,199,7.7,2,0,117.31,5,29,5.8,0,18.9,18.86
6,PhilipRivers,LAC,QB,2014,5,NYJ,25,35,71.4,253,7.2,2,0,110.77,2,3,1.5,0,18.4,18.42
7,JayCutler,CHI,QB,2014,5,CAR,25,38,65.8,264,6.9,2,1,92.43,2,14,7,0,18,17.96
8,AndrewLuckP,IND,QB,2014,5,BAL,28,40,70,271,6.8,1,0,96.98,3,19,6.3,0,16.7,16.74
9,ColinKaepernick,SF,QB,2014,5,KC,18,29,62.1,198,6.8,1,0,93.75,8,47,5.9,0,16.6,16.62
10,DrewStanton,ARI,QB,2014,5,DEN,24,39,61.5,280,7.2,1,0,91.83,1,10,10,0,16.2,16.2
11,JakeLocker,TEN,QB,2014,5,CLE,18,30,60,246,8.2,1,0,97.36,3,21,7,0,15.9,15.94
12,AlexSmith,KC,QB,2014,5,SF,20,31,64.5,253,8.2,1,0,100.6,4,17,4.2,0,15.8,15.82
13,TomBrady,NE,QB,2014,5,CIN,23,38,60.5,282,7.4,1,0,92.21,1,1,1,0,15.4,15.38
14,BenRoethlisberger,PIT,QB,2014,5,JAX,25,36,69.4,270,7.5,1,0,100.46,2,5,2.5,0,15.3,15.3
15,MikeGlennon,TB,QB,2014,5,NO,22,37,59.5,261,7.1,1,0,90.03,2,4,2,0,14.8,14.84
16,NickFoles,PHI,QB,2014,5,LAR,22,34,64.7,227,6.7,1,0,93.63,3,15,5,0,14.6,14.58
