Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,AntonioBrown,PIT,WR,2016,5,NYJ,13.04,8,61.5,97.2,0.6,0,7.5,12.1,0,0.2,0,0,0.1,0.1,13.1,13.14
2,JulioJonesP,ATL,WR,2016,5,DEN,8.78,6.1,66.7,84.4,0.6,0,9.3,14,0,0,0,0,0.1,0.1,11.8,11.84
3,AJGreenP,CIN,WR,2016,5,DAL,9.86,6.9,70,90.2,0.5,0,9,12.9,0,0.1,0,0,0.1,0.1,11.8,11.83
4,OdellBeckhamJr,NYG,WR,2016,5,GB,10.02,6,60,80.6,0.6,0,8.1,13.5,0,0,0,0,0,0,11.7,11.66
5,JordyNelson,GB,WR,2016,5,NYG,9.04,5.2,55.6,77.7,0.6,0,8.7,15.6,0,0,0,0,0,0,11.4,11.37
6,KelvinBenjamin,CAR,WR,2016,5,TB,8.47,4.9,62.5,74.9,0.6,0,9.4,15,0,0,0,0,0,0,11.1,11.09
7,DemaryiusThomas,DEN,WR,2016,5,ATL,8.61,5.9,66.7,81.6,0.5,0,9.1,13.7,0,0.1,0,0,0.1,0.1,11,10.97
8,MikeEvans,TB,WR,2016,5,CAR,7.8,5.2,62.5,81.3,0.5,0,10.1,16.2,0,0,0,0,0.1,0.1,10.9,10.93
9,LarryFitzgeraldQ,ARI,WR,2016,5,SF,7.94,5.8,75,73.6,0.6,0,9.2,12.3,0.1,-0.2,0,0,0.1,0.1,10.7,10.74
10,T.Y.Hilton,IND,WR,2016,5,CHI,7.34,5.1,71.4,73.3,0.5,0,10.4,14.6,0,0.1,0,0,0,0,10.3,10.34
11,AmariCooper,OAK,WR,2016,5,LAC,7.08,5.1,71.4,70.4,0.5,0,10,14,0.2,0.5,0,0,0,0,10.1,10.09
12,BrandonMarshall,NYJ,WR,2016,5,PIT,10.38,6,60,76.5,0.4,0,7.6,12.7,0,0,0,0,0.1,0.1,9.8,9.85
13,AlshonJefferyQ,CHI,WR,2016,5,IND,7.4,5,71.4,74.1,0.4,0,10.6,14.8,0,0,0,0,0,0,9.8,9.81
14,JarvisLandry,MIA,WR,2016,5,TEN,12.28,6.9,58.3,72.9,0.4,0,6.1,10.4,0.6,3.1,3,0,0.1,0.1,9.8,9.8
15,DeAndreHopkinsQ,HOU,WR,2016,5,MIN,8.61,5.1,55.6,73.9,0.4,0,8.2,14.8,0,0,0,0,0,0,9.8,9.79
16,EmmanuelSanders,DEN,WR,2016,5,ATL,7.39,5.1,71.4,68,0.5,0,9.7,13.6,0.1,0.5,0,0,0.1,0.1,9.6,9.65
17,JordanMatthewsP,PHI,WR,2016,5,DET,9.02,5.1,55.6,66,0.5,0,7.3,13.2,0,0.3,0,0,0,0,9.6,9.63
18,MarvinJones,DET,WR,2016,5,PHI,8.56,5.1,55.6,71.9,0.4,0,8,14.4,0.1,-0.8,0,0,0,0,9.5,9.51
19,MichaelCrabtree,OAK,WR,2016,5,LAC,6.73,4.4,57.1,60.6,0.5,0,8.7,15.2,0,0,0,0,0,0,9.1,9.06
20,JulianEdelmanSUS,NE,WR,2016,5,CLE,9.54,6,60,65.5,0.4,0,6.6,11,0.2,1,0,0,0.1,0.1,8.8,8.85
21,SteveSmith,BAL,WR,2016,5,WAS,7.6,5,62.5,63,0.4,0,7.9,12.6,0,0.3,0,0,0,0,8.7,8.73
22,RandallCobbQ,GB,WR,2016,5,NYG,8.42,4.9,62.5,57.8,0.4,0,7.2,11.6,0.8,2.8,3,0,0,0,8.5,8.46
23,TravisBenjaminQ,LAC,WR,2016,5,OAK,8.1,5,62.5,61,0.4,0,7.6,12.2,0.1,0.6,0,0,0.1,0.1,8.4,8.36
24,DeSeanJackson,WAS,WR,2016,5,BAL,6.64,4.1,57.1,53.7,0.4,0,7.7,13.5,0,0,0,0,0,0,7.8,7.77
25,WillFullerP,HOU,WR,2016,5,MIN,6.31,4.1,66.7,58.7,0.3,0,9.8,14.8,0,-0.1,0,0,0,0,7.7,7.66
26,TerrellePryorP,CLE,WR,2016,5,NE,5.9,4.1,66.7,60.2,0.2,0,10,15,0.4,2.5,0,0,0,0,7.5,7.47
27,QuincyEnunwa,NYJ,WR,2016,5,PIT,7.44,4.9,71.4,56,0.3,0,8,11.2,0,0.1,0,0,0,0,7.4,7.41
28,MichaelFloyd,ARI,WR,2016,5,SF,5.66,3.8,66.7,55,0.3,0,9.2,13.8,0,0,0,0,0,0,7.3,7.3
29,SterlingShepard,NYG,WR,2016,5,GB,5.46,4.2,80,52.9,0.3,0,10.6,13.2,0,0,0,0,0,0,7.1,7.09
30,MikeWallaceIR,BAL,WR,2016,5,WAS,4.77,3.1,60,52.3,0.3,0,10.4,17.3,0.1,0.3,0,0,0,0,7.1,7.06
31,ColeBeasleyQ,DAL,WR,2016,5,CIN,6.17,4.2,66.7,53.1,0.3,0,8.8,13.2,0,0.3,0,0,0.1,0.1,6.9,6.94
32,EddieRoyal,CHI,WR,2016,5,IND,8.09,4.6,62.5,44.7,0.4,0,5.6,9,0,0.1,0,0,0,0,6.9,6.88
33,TajaeSharpe,TEN,WR,2016,5,MIA,6.39,3.9,66.7,47.9,0.3,0,8,12,0,0,0,0,0,0,6.6,6.59
34,RobertWoods,BUF,WR,2016,5,LAR,8.08,4.9,62.5,55.5,0.2,0,7,11.2,0,-0.1,0,0,0.1,0.1,6.5,6.54
35,BrandonLaFell,CIN,WR,2016,5,DAL,5.47,3.8,80,46.1,0.3,0,9.2,11.5,0.1,0.9,0,0,0,0,6.5,6.5
36,MarquiseGoodwinP,BUF,WR,2016,5,LAR,4.58,2.9,60,45.6,0.3,0,9.2,15.3,0,-0.1,0,0,0,0,6.4,6.35
37,AdamThielen,MIN,WR,2016,5,HOU,5.22,3.9,80,45,0.3,0,9,11.2,0,0,0,0,0,0,6.3,6.3
38,JohnBrown,ARI,WR,2016,5,SF,6.96,4,57.1,46.8,0.3,0,6.7,11.8,0,0.1,0,0,0.1,0.1,6.3,6.29
