Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,DavidJohnson,ARI,RB,2016,2,TB,17.1,69.3,4.1,0.6,4.68,3.6,33.9,0.2,0.1,0.1,14.9,14.92
2,CJAnderson,DEN,RB,2016,2,IND,17.4,81.6,4.8,0.6,3.1,2.2,18.3,0.1,0.2,0.2,13.8,13.79
3,DeAngeloWilliams,PIT,RB,2016,2,CIN,17.3,81.3,4.8,0.5,4.75,3.3,23.1,0.1,0.2,0.2,13.6,13.64
4,AdrianPetersonQ,MIN,RB,2016,2,GB,18.8,84.3,4.4,0.6,2.6,2,14.5,0,0.2,0.2,13.1,13.08
5,LamarMiller,HOU,RB,2016,2,KC,17.6,78.6,4.4,0.4,4.3,3.1,22.1,0.1,0.1,0.1,12.9,12.87
6,MattForteIR,NYJ,RB,2016,2,BUF,16.3,70.1,4.4,0.4,5.22,3.6,29.4,0.1,0.2,0.2,12.6,12.55
7,JeremyLangford,CHI,RB,2016,2,PHI,16.9,67.9,4,0.5,3.47,2.5,22,0.1,0.1,0.1,12.4,12.39
8,RashadJennings,NYG,RB,2016,2,NO,15.9,74.7,4.7,0.5,2.52,1.9,16.7,0.1,0.2,0.2,12.3,12.34
9,LeSeanMcCoyQ,BUF,RB,2016,2,NYJ,17.5,70.7,3.9,0.5,3.67,2.7,19.1,0.1,0.2,0.2,12.2,12.18
9,MarkIngramSUS,NO,RB,2016,2,NYG,14.4,64.7,4.6,0.5,4.35,3.2,23.1,0.1,0.1,0.1,12.2,12.18
11,EzekielElliott,DAL,RB,2016,2,WAS,16.4,71.8,4.5,0.5,2.66,2,15.6,0.1,0.1,0.1,12.1,12.14
12,TJYeldonP,JAX,RB,2016,2,LAC,15.5,65.8,4.1,0.4,4.73,3.2,26.2,0.1,0.1,0.1,12,12
13,SpencerWare,KC,RB,2016,2,HOU,14.7,64.7,4.3,0.5,3.89,2.8,18.8,0.1,0.1,0.1,11.8,11.75
14,DeMarcoMurray,TEN,RB,2016,2,DET,15.2,64.6,4.3,0.5,3.38,2.6,19.4,0.1,0.2,0.2,11.6,11.6
15,JonathanStewartIR,CAR,RB,2016,2,SF,16.5,70.9,4.4,0.5,1.8,1.3,9.7,0,0.1,0.1,10.9,10.86
16,DevontaFreemanO,ATL,RB,2016,2,OAK,13,50.9,3.9,0.4,4.86,3.6,28.8,0.1,0.1,0.1,10.8,10.77
17,DougMartin,TB,RB,2016,2,ARI,15.6,66.2,4.1,0.4,3.21,2.2,17.2,0.1,0.3,0.3,10.7,10.74
18,AmeerAbdullah,DET,RB,2016,2,TEN,13.6,56.5,4,0.4,3.53,2.6,21.5,0.1,0.1,0.1,10.6,10.6
18,LataviusMurray,OAK,RB,2016,2,ATL,14.8,63.1,4.2,0.4,2.92,2.2,14.9,0.1,0.1,0.1,10.6,10.6
20,LeGarretteBlount,NE,RB,2016,2,MIA,17.4,74.6,4.4,0.5,0.55,0.4,3.1,0,0.1,0.1,10.6,10.57
21,ToddGurley,LAR,RB,2016,2,SEA,17.2,67.1,3.9,0.4,3.12,2.3,15.9,0,0.1,0.1,10.5,10.5
22,EddieLacy,GB,RB,2016,2,MIN,14.5,63.1,4.5,0.4,2.54,1.9,15.3,0.1,0.2,0.2,10.4,10.44
23,ThomasRawls,SEA,RB,2016,2,LAR,13.9,63.2,4.5,0.4,1.96,1.5,12,0.1,0.1,0.1,10.3,10.32
24,ArianFoster,MIA,RB,2016,2,NE,12.2,49,4.1,0.3,4.65,3.5,29,0.1,0.1,0.1,10,10
25,DannyWoodheadIR,LAC,RB,2016,2,JAX,8.4,33.1,4.1,0.2,6.48,4.7,41.9,0.2,0.1,0.1,9.7,9.7
26,CarlosHyde,SF,RB,2016,2,CAR,15,59.3,3.9,0.3,3.22,2.3,14.3,0.1,0.1,0.1,9.6,9.56
27,RyanMathews,PHI,RB,2016,2,CHI,14.1,62.8,4.5,0.4,2.11,1.6,11.8,0,0.2,0.2,9.5,9.46
28,JustinForsett,BAL,RB,2016,2,CLE,11.4,53.5,4.9,0.3,2.99,2.2,15.8,0.1,0.1,0.1,9.1,9.13
29,MattJones,WAS,RB,2016,2,DAL,14.1,55.5,4,0.3,2.16,1.5,14.6,0.1,0.2,0.2,9,9.01
29,MelvinGordon,LAC,RB,2016,2,JAX,15,56.7,3.8,0.3,2.81,1.9,13.4,0.1,0.2,0.2,9,9.01
31,IsaiahCrowell,CLE,RB,2016,2,BAL,13.7,52.6,3.8,0.4,2.2,1.5,11.6,0,0.1,0.1,8.6,8.62
32,TheoRiddick,DET,RB,2016,2,TEN,5.9,23,3.8,0.2,6.66,4.5,41.1,0.2,0.1,0.1,8.6,8.61
33,JeremyHillIR,CIN,RB,2016,2,PIT,13.2,53.9,4.2,0.4,1.69,1.3,9.3,0,0.2,0.2,8.3,8.32
34,GiovaniBernardP,CIN,RB,2016,2,PIT,8.5,36.2,4.5,0.2,4.28,3.2,27.3,0.1,0.1,0.1,8,7.95
35,FrankGore,IND,RB,2016,2,DEN,13.6,48.6,3.5,0.2,2.94,2.2,16.1,0.1,0.2,0.2,7.9,7.87
36,ShaneVereenIR,NYG,RB,2016,2,NO,5.3,24.9,5,0.2,4.48,3.3,30.2,0.2,0.1,0.1,7.7,7.71
37,TerranceWest,BAL,RB,2016,2,CLE,10.8,46.3,4.2,0.3,2.3,1.6,12.4,0,0.1,0.1,7.5,7.47
37,TevinColeman,ATL,RB,2016,2,OAK,8.9,36.5,4,0.3,3.21,2.4,18.2,0.1,0.2,0.2,7.5,7.47
39,DukeJohnson,CLE,RB,2016,2,BAL,7.5,28.2,3.5,0.2,4.48,3.3,26.2,0.1,0.1,0.1,7,7.04
40,JamesWhite,NE,RB,2016,2,MIA,3.5,14,3.5,0.1,5.36,3.7,33.9,0.2,0.1,0.1,6.4,6.39
41,CharlesSims,TB,RB,2016,2,ARI,5.7,22.2,3.7,0.1,5.14,3.6,30.8,0.1,0.2,0.2,6.1,6.1
42,ChristineMichael,SEA,RB,2016,2,LAR,9.4,39.2,4.3,0.2,2.04,1.4,10.4,0,0.1,0.1,6,5.96
43,DarrenSprolesO,PHI,RB,2016,2,CHI,4.5,19.6,5,0.1,4.89,3.4,28.6,0.1,0.1,0.1,5.8,5.82
44,DerrickHenry,TEN,RB,2016,2,DET,7.4,31.2,4.4,0.3,1.93,1.3,10.4,0,0.1,0.1,5.8,5.76
45,ChrisThompson,WAS,RB,2016,2,DAL,5.3,23.1,4.6,0.1,3.97,2.9,23.3,0.1,0.1,0.1,5.6,5.64
