Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,DenverBroncos,DEN,DST,2016,7,HOU,0,3.3,0,1.2,0.7,0,0,0,16.8,9.3,9.3
2,BuffaloBills,BUF,DST,2016,7,MIA,0,3.2,0,1.2,0.7,0,0,0,16.6,9.2,9.2
3,MinnesotaVikings,MIN,DST,2016,7,PHI,0,3.3,0,1,0.7,0,0,0,18.5,8.9,8.9
4,CincinnatiBengals,CIN,DST,2016,7,CLE,0,2.8,0,1,0.6,0,0,0,18.8,8.8,8.8
5,NewEnglandPatriots,NE,DST,2016,7,PIT,0,2.5,0,1,0.6,0,0,0,20.7,8.5,8.5
6,BaltimoreRavens,BAL,DST,2016,7,NYJ,0,2.4,0,1.5,0.5,0,0,0,19.7,8,8
6,SeattleSeahawks,SEA,DST,2016,7,ARI,0,2.6,0,1,0.5,0.1,0,0,20.3,8,8
8,TennesseeTitans,TEN,DST,2016,7,IND,0,3.2,0,1.2,0.4,0,0,0,22.5,7.6,7.6
9,GreenBayPackers,GB,DST,2016,7,CHI,0,2.8,0,0.9,0.6,0,0,0,19,7.4,7.4
10,NewYorkGiants,NYG,DST,2016,7,LAR,0,1.9,0,1,0.6,0,0,0,18.7,7.3,7.3
11,OaklandRaiders,OAK,DST,2016,7,JAX,0,2.4,0,1.2,0.6,0,0,0,22.9,7.2,7.2
11,LosAngelesRams,LAR,DST,2016,7,NYG,0,2.2,0,0.9,0.7,0,0,0,21,7.2,7.2
13,TampaBayBuccaneers,TB,DST,2016,7,SF,0,2.7,0,1,0.6,0,0,0,21.4,7.1,7.1
13,ArizonaCardinals,ARI,DST,2016,7,SEA,0,2.7,0,1,0.6,0,0,0,21.6,7.1,7.1
15,NewOrleansSaints,NO,DST,2016,7,KC,0,2.2,0,0.7,0.7,0,0,0,26.5,6.8,6.8
16,WashingtonRedskins,WAS,DST,2016,7,DET,0,2.7,0,0.8,0.6,0,0,0,23.8,6.7,6.7
16,KansasCityChiefs,KC,DST,2016,7,NO,0,1.9,0,1.3,0.5,0,0,0,23.4,6.7,6.7
18,HoustonTexans,HOU,DST,2016,7,DEN,0,2.5,0,0.9,0.5,0,0,0,21.3,6.5,6.5
19,PhiladelphiaEagles,PHI,DST,2016,7,MIN,0,2.6,0,0.7,0.5,0,0,0,21.5,6.2,6.2
20,NewYorkJets,NYJ,DST,2016,7,BAL,0,2.5,0,0.9,0.5,0,0,0,22.9,5.9,5.9
21,ClevelandBrowns,CLE,DST,2016,7,CIN,0,1.8,0,1,0.4,0,0,0,25.4,5.8,5.8
21,SanFrancisco49ers,SF,DST,2016,7,TB,0,2.2,0,1,0.5,0,0,0,22,5.8,5.8
23,DetroitLions,DET,DST,2016,7,WAS,0,2.4,0,0.8,0.5,0,0,0,25.8,5.6,5.6
23,AtlantaFalcons,ATL,DST,2016,7,LAC,0,2,0,0.9,0.6,0,0,0,23.3,5.6,5.6
25,MiamiDolphins,MIA,DST,2016,7,BUF,0,2.2,0,0.6,0.4,0,0,0,23.7,5.4,5.4
26,IndianapolisColts,IND,DST,2016,7,TEN,0,1.9,0,0.8,0.6,0,0,0,24.9,5.3,5.3
27,ChicagoBears,CHI,DST,2016,7,GB,0,2.2,0,0.8,0.4,0,0,0,23.6,5.2,5.2
28,JacksonvilleJaguars,JAX,DST,2016,7,OAK,0,1.8,0,0.8,0.5,0,0,0,26.9,5,5
29,PittsburghSteelers,PIT,DST,2016,7,NE,0,2,0,0.7,0.4,0,0,0,26.5,4.8,4.8
30,LosAngelesChargers,LAC,DST,2016,7,ATL,0,2.1,0,0.8,0.5,0,0,0,30.1,4.3,4.3
