Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,TonyRomo,DAL,QB,2013,9,MIN,30,49,61.2,389,7.9,3,1,98.09,2,8,4,0,26.4,26.36
2,AaronRodgersQ,GB,QB,2013,9,CHI,31,47,66,379,8.1,2,0,104.83,6,26,4.3,0,25.8,25.76
3,DrewBrees,NO,QB,2013,9,NYJ,27,39,69.2,326,8.4,3,0,120.25,2,6,3,0,25.6,25.64
4,RobertGriffinIII,WAS,QB,2013,9,LAC,31,54,57.4,374,6.9,1,1,77.24,10,65,6.5,0,23.5,23.46
5,CamNewton,CAR,QB,2013,9,ATL,22,32,68.8,274,8.6,2,0,115.89,9,40,4.4,0,23,22.96
6,PhilipRivers,LAC,QB,2013,9,WAS,38,49,77.6,427,8.7,2,1,108.08,0,0,0,0,22.9,22.88
7,RussellWilson,SEA,QB,2013,9,TB,20,34,58.8,248,7.3,1,0,91.3,11,73,6.6,0,21.2,21.22
8,AndyDalton,CIN,QB,2013,9,MIA,21,33,63.6,273,8.3,2,0,109.79,3,11,3.7,0,20,20.02
9,RyanTannehillP,MIA,QB,2013,9,CIN,26,45,57.8,281,6.2,2,1,81.81,3,18,6,0,19,19.04
10,MattRyan,ATL,QB,2013,9,CAR,31,47,66,323,6.9,2,1,91,0,0,0,0,18.9,18.92
11,AlexSmith,KC,QB,2013,9,BUF,26,44,59.1,276,6.3,1,0,85.04,6,35,5.8,0,18.5,18.54
12,JoeFlacco,BAL,QB,2013,9,CLE,28,47,59.6,366,7.8,1,1,82.4,1,9,9,0,17.5,17.54
13,TomBrady,NE,QB,2013,9,PIT,29,52,55.8,327,6.3,1,1,73.16,2,5,2.5,0,15.6,15.58
14,AndrewLuckP,IND,QB,2013,9,HOU,20,34,58.8,231,6.8,1,0,89.22,4,23,5.8,0,15.5,15.54
15,JoshMcCown,CHI,QB,2013,9,GB,21,33,63.6,245,7.4,1,1,83.52,6,37,6.2,0,15.5,15.5
16,BenRoethlisberger,PIT,QB,2013,9,NE,28,40,70,314,7.8,1,1,91.04,2,9,4.5,0,15.5,15.46
17,JakeLocker,TEN,QB,2013,9,LAR,20,32,62.5,217,6.8,1,0,92.84,4,26,6.5,0,15.3,15.28
18,JasonCampbell,CLE,QB,2013,9,BAL,22,36,61.1,227,6.3,1,0,88.54,2,17,8.5,0,14.8,14.78
19,NickFoles,PHI,QB,2013,9,OAK,20,32,62.5,228,7.1,1,0,94.27,3,8,2.7,0,13.9,13.92
20,GenoSmith,NYJ,QB,2013,9,NO,22,35,62.9,249,7.1,1,1,81.73,4,17,4.2,0,13.7,13.66
21,MikeGlennon,TB,QB,2013,9,SEA,18,31,58.1,170,5.5,1,0,84.07,2,5,2.5,0,11.3,11.3
22,CaseKeenum,HOU,QB,2013,9,IND,14,23,60.9,252,11,0,0,98.46,3,9,3,0,11,10.98
23,ChristianPonder,MIN,QB,2013,9,DAL,17,28,60.7,199,7.1,0,0,82.29,4,24,6,0,10.4,10.36
24,JeffTuel,BUF,QB,2013,9,KC,64,160,40,640,4,0,8,31.25,0,0,0,0,9.6,9.6
25,KellenClemens,LAR,QB,2013,9,TEN,18,34,52.9,206,6.1,0,1,59.19,3,14,4.7,0,7.6,7.64
26,MattMcGloin,OAK,QB,2013,9,PHI,1,2,50,13,6.5,0,0,70.83,0,0,0,0,0.5,0.52
27,LukeMcCown,NO,QB,2013,9,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MattBarkley,PHI,QB,2013,9,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,BrandonWeeden,CLE,QB,2013,9,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,SenecaWallace,GB,QB,2013,9,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
