Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,Le'VeonBellO,PIT,RB,2017,2,MIN,17.1,75.5,4.5,0.5,7.64,5.2,41.6,0.1,0.2,0.2,14.9,14.91
2,EzekielElliott,DAL,RB,2017,2,DEN,17.8,82.1,4.6,0.5,4.12,3.1,24.4,0.1,0.2,0.2,13.8,13.85
3,ToddGurley,LAR,RB,2017,2,WAS,17.3,65,3.8,0.7,3.94,2.9,22.8,0.1,0.1,0.1,13.4,13.38
4,DevontaFreemanO,ATL,RB,2017,2,GB,12.6,55.6,4.3,0.6,4.72,3.5,31.1,0.2,0.1,0.1,13.3,13.27
5,MelvinGordon,LAC,RB,2017,2,MIA,16.7,72.6,4.3,0.4,4.58,3.1,26.1,0.2,0.2,0.2,13.1,13.07
6,LeSeanMcCoyQ,BUF,RB,2017,2,CAR,14.3,67,4.8,0.4,4.89,3.6,28.1,0.1,0.1,0.1,12.3,12.31
7,JayAjayiP,MIA,RB,2017,2,LAC,15.6,70.5,4.4,0.5,3.03,2.2,16.1,0.1,0.1,0.1,12.1,12.06
8,KareemHunt,KC,RB,2017,2,PHI,13.7,60.3,4.3,0.5,3.94,2.8,24.8,0.1,0.2,0.2,11.7,11.71
9,LeonardFournetteQ,JAX,RB,2017,2,TEN,15.4,63.5,4.3,0.5,3.38,2.3,18.7,0.1,0.1,0.1,11.6,11.62
10,MarshawnLynchP,OAK,RB,2017,2,NYJ,14.2,59.4,4.2,0.6,2.64,1.9,16.7,0.1,0.1,0.1,11.6,11.61
11,JordanHoward,CHI,RB,2017,2,TB,13.7,63.1,4.5,0.4,2.74,2,16.3,0.1,0.1,0.1,10.7,10.74
12,LamarMiller,HOU,RB,2017,2,CIN,15.9,65.9,4.1,0.3,3.47,2.5,19.1,0.1,0.1,0.1,10.7,10.7
13,DalvinCook,MIN,RB,2017,2,PIT,13.6,55.5,4,0.4,4.58,3.1,23.2,0.1,0.1,0.1,10.7,10.67
14,DeMarcoMurray,TEN,RB,2017,2,JAX,13.9,56.5,4,0.4,3.9,3,19.8,0.1,0.1,0.1,10.4,10.43
15,TyMontgomery,GB,RB,2017,2,ATL,11.4,54.9,5,0.3,4.28,3.2,25.6,0.1,0.1,0.1,10.2,10.25
16,ChristianMcCaffrey,CAR,RB,2017,2,BUF,9.5,43.1,4.3,0.3,5.18,3.7,33.3,0.1,0.1,0.1,9.8,9.84
17,TerranceWest,BAL,RB,2017,2,CLE,12.6,52.4,4,0.4,3.02,2.1,15.8,0.1,0.1,0.1,9.6,9.62
18,CJAnderson,DEN,RB,2017,2,DAL,13.7,57.8,4.1,0.3,3.38,2.4,19.1,0,0.1,0.1,9.3,9.29
19,CarlosHyde,SF,RB,2017,2,SEA,13.5,51.8,3.7,0.3,3.78,2.7,18.6,0.1,0.2,0.2,9,9.04
20,IsaiahCrowell,CLE,RB,2017,2,BAL,12.5,49.1,4.1,0.3,3.67,2.5,19.1,0.1,0.1,0.1,9,9.02
21,MikeGillislee,NE,RB,2017,2,NO,10.7,48.2,4.4,0.6,1.34,1,7.5,0,0.1,0.1,9,8.97
22,PaulPerkins,NYG,RB,2017,2,DET,11.9,48.5,4,0.3,3.04,2.1,18.5,0.1,0.1,0.1,8.9,8.9
23,TevinColeman,ATL,RB,2017,2,GB,8.1,35,4.4,0.3,3.21,2.4,24.2,0.2,0.1,0.1,8.7,8.72
24,JacquizzRodgers,TB,RB,2017,2,CHI,13.4,57.4,4.4,0.3,2.36,1.7,12.5,0,0.1,0.1,8.6,8.59
25,MarkIngramSUS,NO,RB,2017,2,NE,8.8,39.2,4.3,0.3,4.21,3.1,24.8,0.1,0.2,0.2,8.4,8.4
26,RobKelleyIR,WAS,RB,2017,2,LAR,12.7,51.3,3.9,0.4,1.63,1.1,8.7,0,0.1,0.1,8.2,8.2
27,BilalPowell,NYJ,RB,2017,2,OAK,8.7,38.9,4.3,0.2,5.07,3.5,26.3,0.1,0.1,0.1,8.1,8.12
28,JonathanStewartIR,CAR,RB,2017,2,BUF,12.1,52.5,4.3,0.4,1.52,1.1,8.1,0,0.2,0.2,8.1,8.06
29,FrankGore,IND,RB,2017,2,ARI,11.5,43.3,3.6,0.3,2.27,1.7,13.8,0.1,0.1,0.1,7.9,7.91
30,LeGarretteBlount,PHI,RB,2017,2,KC,12.1,50,4.2,0.4,1.39,1,6.3,0,0.1,0.1,7.8,7.83
31,KerwynnWilliams,ARI,RB,2017,2,IND,8.4,37.5,4.8,0.4,2.58,1.9,16.2,0,0.1,0.1,7.6,7.57
32,AmeerAbdullah,DET,RB,2017,2,NYG,10,38.6,3.9,0.2,3.53,2.6,19.3,0.1,0.1,0.1,7.4,7.39
33,JoeMixonO,CIN,RB,2017,2,HOU,9.1,35.8,4,0.3,2.98,2.1,15.9,0.1,0.1,0.1,7.4,7.37
34,TarikCohen,CHI,RB,2017,2,TB,5.7,25.6,4.3,0.2,5.06,3.7,32,0.1,0.1,0.1,7.4,7.36
35,MattForteIR,NYJ,RB,2017,2,OAK,8.8,36,4,0.2,3.77,2.6,21.5,0.1,0.1,0.1,7.4,7.35
36,JavoriusAllen,BAL,RB,2017,2,CLE,7.4,29.8,4.3,0.2,3.86,2.8,21.3,0.1,0.1,0.1,6.7,6.71
37,JamesWhite,NE,RB,2017,2,NO,4.4,18.5,4.5,0.1,5.07,3.5,32,0.2,0.1,0.1,6.6,6.65
38,GiovaniBernardP,CIN,RB,2017,2,HOU,7.1,28.4,4,0.2,3.48,2.6,21.9,0.1,0.1,0.1,6.6,6.63
39,ThomasRawls,SEA,RB,2017,2,SF,8.1,37.4,4.6,0.3,1.17,0.9,7.2,0,0.1,0.1,6.1,6.06
40,JamaalCharles,DEN,RB,2017,2,DAL,7.1,32.9,4.7,0.2,2.66,1.8,14.9,0.1,0.3,0.3,6,5.98
41,TheoRiddick,DET,RB,2017,2,NYG,3.1,11.3,3.7,0.1,6.36,4.3,32.3,0.2,0.1,0.1,6,5.96
42,DukeJohnson,CLE,RB,2017,2,BAL,4.3,16.7,4.2,0.1,5.44,4,32.2,0.1,0.1,0.1,5.9,5.89
43,CharlesSims,TB,RB,2017,2,CHI,6.1,23.8,4,0.1,4,2.8,24.6,0.1,0.1,0.1,5.8,5.84
44,DarrenSprolesO,PHI,RB,2017,2,KC,4.3,18.8,4.8,0.1,5.18,3.6,27.8,0.1,0.1,0.1,5.7,5.66
45,ShaneVereenIR,NYG,RB,2017,2,DET,3,12.2,4,0.1,5.57,4.1,34.2,0.1,0.1,0.1,5.6,5.64
46,AlvinKamaraP,NO,RB,2017,2,NE,4.3,18.4,4.5,0.1,4.19,3.2,26.7,0.1,0.1,0.1,5.5,5.51
47,ChrisThompson,WAS,RB,2017,2,LAR,3.9,17.6,4.5,0.1,4.52,3.3,26.6,0.1,0.1,0.1,5.4,5.42
48,AdrianPetersonQ,NO,RB,2017,2,NE,7.8,32.4,4,0.3,1.56,1.2,9.1,0,0.3,0.3,5.4,5.35
49,ChrisCarsonQ,SEA,RB,2017,2,SF,6.3,28.6,4.8,0.2,2.38,1.6,14.1,0,0.1,0.1,5.3,5.27
50,AndreEllington,ARI,RB,2017,2,IND,3.6,14.6,3.8,0.1,3.82,2.9,25.9,0.1,0.1,0.1,5,5.05
51,DerrickHenry,TEN,RB,2017,2,JAX,7.5,29.4,3.6,0.2,1.34,0.9,6.9,0,0.1,0.1,4.6,4.63
