Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,JimmyGrahamP,NO,TE,2013,6,NE,10,7,70,115,1,51,11.5,16.4,0,0,0,0,0,0,17.5,17.5
2,AntonioGates,LAC,TE,2013,6,IND,9,8,88.9,103,0,46,11.4,12.9,0,0,0,0,0,0,10.3,10.3
3,GregOlsenO,CAR,TE,2013,6,MIN,9,7,77.8,94,0,42,10.4,13.4,0,0,0,0,0,0,9.4,9.4
4,HeathMiller,PIT,TE,2013,6,NYJ,8,6,75,82,0,36,10.2,13.7,0,0,0,0,0,0,8.2,8.2
5,JasonWittenIR,DAL,TE,2013,6,WAS,10,7,70,81,0,36,8.1,11.6,0,0,0,0,0,0,8.1,8.1
6,JermaineGreshamQ,CIN,TE,2013,6,BUF,8,7,87.5,69,0,31,8.6,9.9,0,0,0,0,0,0,6.9,6.9
6,JordanCameron,CLE,TE,2013,6,DET,9,6,66.7,69,0,31,7.7,11.5,0,0,0,0,0,0,6.9,6.9
8,MartellusBennett,CHI,TE,2013,6,NYG,8,6,75,67,0,30,8.4,11.2,0,0,0,0,0,0,6.7,6.7
9,TylerEifert,CIN,TE,2013,6,BUF,6,5,83.3,64,0,28,10.7,12.8,0,0,0,0,0,0,6.4,6.4
10,VernonDavis,SF,TE,2013,6,ARI,6,4,66.7,61,0,27,10.2,15.2,0,0,0,0,0,0,6.1,6.1
11,JermichaelFinley,GB,TE,2013,6,BAL,8,7,87.5,60,0,27,7.5,8.6,0,0,0,0,0,0,6,6
12,BrandonPettigrew,DET,TE,2013,6,CLE,8,6,75,58,0,26,7.2,9.7,0,0,0,0,0,0,5.8,5.8
12,SeanMcGrath,KC,TE,2013,6,OAK,6,5,83.3,58,0,26,9.7,11.6,0,0,0,0,0,0,5.8,5.8
12,JuliusThomas,DEN,TE,2013,6,JAX,5,4,80,58,0,26,11.6,14.5,0,0,0,0,0,0,5.8,5.8
15,DallasClark,BAL,TE,2013,6,GB,8,5,62.5,57,0,25,7.1,11.4,0,0,0,0,0,0,5.7,5.7
16,JaredCook,LAR,TE,2013,6,HOU,7,4,57.1,53,0,23,7.6,13.2,0,0,0,0,0,0,5.3,5.3
17,BrandonMyers,NYG,TE,2013,6,CHI,7,4,57.1,52,0,23,7.4,13,0,0,0,0,0,0,5.2,5.2
18,JordanReed,WAS,TE,2013,6,DAL,6,6,100,49,0,22,8.2,8.2,0,0,0,0,0,0,4.9,4.9
19,ScottChandler,BUF,TE,2013,6,CIN,5,4,80,48,0,21,9.6,12,0,0,0,0,0,0,4.8,4.8
20,GarrettGraham,HOU,TE,2013,6,LAR,6,5,83.3,47,0,21,7.8,9.4,0,0,0,0,0,0,4.7,4.7
21,BrentCelek,PHI,TE,2013,6,TB,4,3,75,45,0,20,11.2,15,0,0,0,0,0,0,4.5,4.5
22,ClayHarbor,JAX,TE,2013,6,DEN,5,4,80,44,0,20,8.8,11,0,0,0,0,0,0,4.4,4.4
23,KyleRudolph,MIN,TE,2013,6,CAR,6,5,83.3,43,0,19,7.2,8.6,0,0,0,0,0,0,4.3,4.3
23,FredDavis,WAS,TE,2013,6,DAL,5,4,80,43,0,19,8.6,10.8,0,0,0,0,0,0,4.3,4.3
25,ZachErtz,PHI,TE,2013,6,TB,2,2,100,41,0,18,20.5,20.5,0,0,0,0,0,0,4.1,4.1
25,CobyFleener,IND,TE,2013,6,LAC,4,3,75,41,0,18,10.2,13.7,0,0,0,0,0,0,4.1,4.1
27,EdDickson,BAL,TE,2013,6,GB,4,3,75,39,0,17,9.8,13,0,0,0,0,0,0,3.9,3.9
28,JeffCumberland,NYJ,TE,2013,6,PIT,3,2,66.7,36,0,16,12,18,0,0,0,0,0,0,3.6,3.6
28,DelanieWalkerIR,TEN,TE,2013,6,SEA,5,4,80,36,0,16,7.2,9,0,0,0,0,0,0,3.6,3.6
30,RobHousler,ARI,TE,2013,6,SF,6,5,83.3,34,0,15,5.7,6.8,0,0,0,0,0,0,3.4,3.4
31,TimWright,TB,TE,2013,6,PHI,5,4,80,29,0,13,5.8,7.2,0,0,0,0,0,0,2.9,2.9
32,MychalRivera,OAK,TE,2013,6,KC,3,2,66.7,25,0,11,8.3,12.5,0,0,0,0,0,0,2.5,2.5
32,DominiqueJones,IND,TE,2013,6,LAC,2,2,100,25,0,11,12.5,12.5,0,0,0,0,0,0,2.5,2.5
34,LukeWillson,SEA,TE,2013,6,TEN,3,2,66.7,24,0,10,8,12,0,0,0,0,0,0,2.4,2.4
34,MichaelHoomanawanuiIR,NE,TE,2013,6,NO,1,1,100,24,0,10,24,24,0,0,0,0,0,0,2.4,2.4
