Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,ArizonaCardinals,ARI,DST,2016,4,LAR,0,2.6,0,1.2,0.7,0,0,0,17.4,9.2,9.2
2,MinnesotaVikings,MIN,DST,2016,4,NYG,0,3.1,0,1,0.6,0,0,0,19.8,9.1,9.1
3,DenverBroncos,DEN,DST,2016,4,TB,0,3.2,0,1.2,0.6,0,0,0,17.5,9,9
3,HoustonTexans,HOU,DST,2016,4,TEN,0,3.2,0,1,0.8,0,0,0,15.8,9,9
5,WashingtonRedskins,WAS,DST,2016,4,CLE,0,2.9,0,0.9,0.7,0,0,0,20,8.9,8.9
6,SeattleSeahawks,SEA,DST,2016,4,NYJ,0,2.3,0,1.1,0.5,0,0,0,18.9,8.3,8.3
6,CincinnatiBengals,CIN,DST,2016,4,MIA,0,2.7,0,1.1,0.6,0,0,0,18.8,8.3,8.3
8,CarolinaPanthers,CAR,DST,2016,4,ATL,0,2.6,0,1.1,0.7,0,0,0,21.9,7.4,7.4
8,NewEnglandPatriots,NE,DST,2016,4,BUF,0,2.6,0,0.8,0.5,0,0,0,19.4,7.4,7.4
10,BaltimoreRavens,BAL,DST,2016,4,OAK,0,2.5,0,1,0.5,0,0,0,20.8,7.1,7.1
11,IndianapolisColts,IND,DST,2016,4,JAX,0,2.5,0,1.1,0.5,0,0,0,23.9,6.9,6.9
12,LosAngelesRams,LAR,DST,2016,4,ARI,0,2.2,0,0.8,0.6,0,0,0,23.5,6.8,6.8
12,DetroitLions,DET,DST,2016,4,CHI,0,2.6,0,0.9,0.4,0,0,0,20.8,6.8,6.8
14,DallasCowboys,DAL,DST,2016,4,SF,0,2.1,0,1.1,0.4,0,0,0,18.7,6.7,6.7
15,OaklandRaiders,OAK,DST,2016,4,BAL,0,2.4,0,1,0.5,0,0,0,22.7,6.6,6.6
15,JacksonvilleJaguars,JAX,DST,2016,4,IND,0,2.4,0,1,0.5,0,0,0,25.7,6.6,6.6
15,PittsburghSteelers,PIT,DST,2016,4,KC,0,2.4,0,0.8,0.7,0,0,0,21.4,6.6,6.6
18,KansasCityChiefs,KC,DST,2016,4,PIT,0,2.1,0,1.1,0.5,0,0,0,23.6,6.5,6.5
19,NewYorkJets,NYJ,DST,2016,4,SEA,0,2.6,0,0.8,0.5,0,0,0,22.5,6.4,6.4
20,TampaBayBuccaneers,TB,DST,2016,4,DEN,0,2.3,0,0.8,0.5,0,0,0,24.7,6.1,6.1
21,LosAngelesChargers,LAC,DST,2016,4,NO,0,2,0,0.9,0.5,0,0,0,26.3,6,6
21,SanFrancisco49ers,SF,DST,2016,4,DAL,0,2,0,0.9,0.5,0,0,0,23.7,6,6
23,MiamiDolphins,MIA,DST,2016,4,CIN,0,2.2,0,0.7,0.5,0,0,0,23.8,5.8,5.8
23,TennesseeTitans,TEN,DST,2016,4,HOU,0,2.2,0,0.8,0.4,0,0,0,22.7,5.8,5.8
23,NewYorkGiants,NYG,DST,2016,4,MIN,0,2.2,0,0.7,0.5,0,0,0,24,5.8,5.8
26,ClevelandBrowns,CLE,DST,2016,4,WAS,0,1.9,0,0.9,0.4,0,0,0,26.4,5.7,5.7
27,BuffaloBills,BUF,DST,2016,4,NE,0,1.8,0,0.8,0.5,0,0,0,25.1,5.6,5.6
28,AtlantaFalcons,ATL,DST,2016,4,CAR,0,1.6,0,0.8,0.5,0,0,0,24.3,5.4,5.4
29,NewOrleansSaints,NO,DST,2016,4,LAC,0,1.8,0,0.7,0.7,0,0,0,26.3,5.2,5.2
29,ChicagoBears,CHI,DST,2016,4,DET,0,2.2,0,0.8,0.4,0,0,0,25.8,5.2,5.2
