Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,MasonCrosby,GB,K,2014,3,DET,2,2,100,0,3,3,9,9
1,StephenGostkowski,NE,K,2014,3,OAK,2,2,100,0,3,3,9,9
1,AdamVinatieri,IND,K,2014,3,JAX,2,2,100,0,3,3,9,9
4,MattBryant,ATL,K,2014,3,TB,2,2,100,0,2,2,8,8
4,DanBailey,DAL,K,2014,3,LAR,2,2,100,0,2,2,8,8
4,RandyBullock,HOU,K,2014,3,NYG,2,2,100,0,2,2,8,8
4,BlairWalsh,MIN,K,2014,3,NO,2,2,100,0,2,2,8,8
4,PhilDawson,SF,K,2014,3,ARI,2,2,100,0,2,2,8,8
4,StevenHauschka,SEA,K,2014,3,DEN,2,2,100,0,2,2,8,8
4,GrahamGano,CAR,K,2014,3,PIT,2,2,100,0,2,2,8,8
4,ShaunSuisham,PIT,K,2014,3,CAR,2,2,100,0,2,2,8,8
12,GregZuerlein,LAR,K,2014,3,DAL,2,2,100,0,1,1,7,7
12,JoshBrown,NYG,K,2014,3,HOU,2,2,100,0,1,1,7,7
14,CodyParkey,PHI,K,2014,3,WAS,1,1,100,0,3,3,6,6
14,ShayneGraham,NO,K,2014,3,MIN,1,1,100,0,3,3,6,6
14,BrandonMcManus,DEN,K,2014,3,SEA,1,1,100,0,3,3,6,6
14,RobbieGould,CHI,K,2014,3,NYJ,1,1,100,0,3,3,6,6
18,PatrickMurray,TB,K,2014,3,ATL,1,1,100,0,2,2,5,5
18,MikeNugentIR,CIN,K,2014,3,TEN,1,1,100,0,2,2,5,5
18,KaiForbath,WAS,K,2014,3,PHI,1,2,50,0,2,2,5,5
18,NickNovak,LAC,K,2014,3,BUF,1,1,100,0,2,2,5,5
18,DanCarpenter,BUF,K,2014,3,LAC,1,1,100,0,2,2,5,5
18,BillyCundiff,CLE,K,2014,3,BAL,1,1,100,0,2,2,5,5
18,CairoSantos,KC,K,2014,3,MIA,1,2,50,0,2,2,5,5
18,CalebSturgis,MIA,K,2014,3,KC,1,2,50,0,2,2,5,5
18,NickFolk,NYJ,K,2014,3,CHI,1,1,100,0,2,2,5,5
27,RyanSuccopP,TEN,K,2014,3,CIN,1,1,100,0,1,1,4,4
27,SebastianJanikowski,OAK,K,2014,3,NE,1,1,100,0,1,1,4,4
27,JoshScobee,JAX,K,2014,3,IND,1,1,100,0,1,1,4,4
27,JustinTucker,BAL,K,2014,3,CLE,1,1,100,0,1,1,4,4
27,ChandlerCatanzaro,ARI,K,2014,3,SF,1,1,100,0,1,1,4,4
