Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,BuffaloBills,BUF,DST,2016,12,JAX,0,2.8,0,1.3,0.7,0,0,0,18.5,9.6,9.6
2,PhiladelphiaEagles,PHI,DST,2016,12,GB,0,2.8,0,1,0.9,0,0,0,19.7,9.4,9.4
3,NewYorkGiants,NYG,DST,2016,12,CLE,0,2.7,0,1.3,0.6,0,0,0,16.8,9.3,9.3
4,KansasCityChiefs,KC,DST,2016,12,DEN,0,2.4,0,1.3,0.8,0,0,0,18.7,8.8,8.8
4,HoustonTexans,HOU,DST,2016,12,LAC,0,2.4,0,1,0.8,0,0,0,19.4,8.8,8.8
4,DenverBroncos,DEN,DST,2016,12,KC,0,2.8,0,1.1,0.8,0,0,0,18.8,8.8,8.8
7,NewEnglandPatriots,NE,DST,2016,12,NYJ,0,2.3,0,1.1,0.6,0,0,0,18.3,8.5,8.5
7,NewOrleansSaints,NO,DST,2016,12,LAR,0,2.3,0,1,0.7,0,0,0,19.4,8.5,8.5
9,MiamiDolphins,MIA,DST,2016,12,SF,0,2.7,0,1.1,0.6,0,0,0,17.7,8.3,8.3
10,TennesseeTitans,TEN,DST,2016,12,CHI,0,2.4,0,1.2,0.6,0,0,0,20.1,8.2,8.2
11,CincinnatiBengals,CIN,DST,2016,12,BAL,0,2.2,0,1.2,0.6,0,0,0,19.3,8,8
12,SeattleSeahawks,SEA,DST,2016,12,TB,0,2.5,0,1.2,0.7,0,0,0,18.2,7.9,7.9
13,PittsburghSteelers,PIT,DST,2016,12,IND,0,2.5,0,1,0.6,0,0,0,22.3,7.5,7.5
14,BaltimoreRavens,BAL,DST,2016,12,CIN,0,2.6,0,0.9,0.7,0,0,0,19.3,7.4,7.4
15,LosAngelesChargers,LAC,DST,2016,12,HOU,0,2.1,0,1.2,0.8,0,0,0,21.4,7.3,7.3
16,MinnesotaVikings,MIN,DST,2016,12,DET,0,2.4,0,1,0.7,0.1,0,0,21.3,7.2,7.2
17,AtlantaFalcons,ATL,DST,2016,12,ARI,0,2.4,0,1.1,0.7,0.1,0,0,24.1,6.8,6.8
18,OaklandRaiders,OAK,DST,2016,12,CAR,0,1.9,0,0.9,0.8,0,0,0,24.5,6.5,6.5
19,ArizonaCardinals,ARI,DST,2016,12,ATL,0,2,0,0.9,0.7,0,0,0,25.3,6.4,6.4
19,GreenBayPackers,GB,DST,2016,12,PHI,0,2.2,0,0.9,0.6,0,0,0,25,6.4,6.4
21,TampaBayBuccaneers,TB,DST,2016,12,SEA,0,2.1,0,0.7,0.8,0,0,0,25.8,6.3,6.3
22,LosAngelesRams,LAR,DST,2016,12,NO,0,1.9,0,0.9,0.7,0,0,0,24.9,5.7,5.7
22,CarolinaPanthers,CAR,DST,2016,12,OAK,0,2.1,0,0.8,0.6,0.1,0,0,25.1,5.7,5.7
22,IndianapolisColts,IND,DST,2016,12,PIT,0,2.1,0,0.7,0.5,0,0,0,27.4,5.7,5.7
25,DetroitLions,DET,DST,2016,12,MIN,0,2.3,0,0.7,0.5,0.1,0,0,21.8,5.5,5.5
26,SanFrancisco49ers,SF,DST,2016,12,MIA,0,2.1,0,0.7,0.6,0,0,0,26.2,5.3,5.3
26,DallasCowboys,DAL,DST,2016,12,WAS,0,1.7,0,0.7,0.8,0,0,0,24.7,5.3,5.3
28,ChicagoBears,CHI,DST,2016,12,TEN,0,2,0,0.8,0.5,0,0,0,24.5,5.2,5.2
28,ClevelandBrowns,CLE,DST,2016,12,NYG,0,1.6,0,0.8,0.4,0,0,0,25.2,5.2,5.2
30,JacksonvilleJaguars,JAX,DST,2016,12,BUF,0,2.1,0,0.6,0.5,0,0,0,26.8,4.9,4.9
31,NewYorkJets,NYJ,DST,2016,12,NE,0,1.8,0,0.5,0.6,0,0,0,27.8,4.6,4.6
32,WashingtonRedskins,WAS,DST,2016,12,DAL,0,1.9,0,0.5,0.6,0,0,0,28.5,3.7,3.7
