Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,PeytonManning,DEN,QB,2013,16,HOU,34,54,63,401,7.4,3,1,96.3,0,-1,0,0,25.9,25.94
2,DrewBrees,NO,QB,2013,16,CAR,39,56,69.6,382,6.8,2,0,100.45,0,0,0,0,23.3,23.28
3,PhilipRivers,LAC,QB,2013,16,OAK,26,39,66.7,333,8.5,2,0,110.31,1,4,4,0,21.7,21.72
4,ColinKaepernick,SF,QB,2013,16,ATL,21,35,60,248,7.1,2,0,100.65,7,34,4.9,0,21.3,21.32
5,MatthewStafford,DET,QB,2013,16,NYG,28,54,51.9,399,7.4,2,2,72.99,4,13,3.2,0,21.3,21.26
6,JayCutler,CHI,QB,2013,16,PHI,28,44,63.6,342,7.8,2,1,93.18,3,15,5,0,21.2,21.18
7,TonyRomo,DAL,QB,2013,16,WAS,29,48,60.4,312,6.5,2,0,93.4,0,0,0,0,20.5,20.48
8,KirkCousins,WAS,QB,2013,16,DAL,27,44,61.4,328,7.5,2,1,89.96,0,8,0,0,19.9,19.92
9,BenRoethlisberger,PIT,QB,2013,16,GB,25,38,65.8,278,7.3,2,0,104.93,2,5,2.5,0,19.7,19.72
10,AndyDalton,CIN,QB,2013,16,MIN,26,48,54.2,280,5.8,2,1,76.74,5,16,3.2,0,18.8,18.8
11,AlexSmith,KC,QB,2013,16,IND,18,28,64.3,212,7.6,2,0,111.01,3,20,6.7,0,18.5,18.48
12,TomBrady,NE,QB,2013,16,BAL,31,47,66,352,7.5,1,0,95.35,0,0,0,0,18.1,18.08
13,RussellWilson,SEA,QB,2013,16,ARI,19,27,70.4,265,9.8,1,0,113.97,5,28,5.6,0,17.4,17.4
14,RyanTannehillP,MIA,QB,2013,16,BUF,24,36,66.7,272,7.6,1,0,98.38,3,25,8.3,0,17.4,17.38
15,CamNewton,CAR,QB,2013,16,NO,19,30,63.3,213,7.1,1,0,95.56,6,47,7.8,0,17.2,17.22
16,NickFoles,PHI,QB,2013,16,CHI,16,27,59.3,248,9.2,1,0,102.08,7,31,4.4,0,17,17.02
17,MattSchaub,HOU,QB,2013,16,DEN,36,62,58.1,413,6.7,1,2,70.16,0,4,0,0,16.9,16.92
18,JoeFlacco,BAL,QB,2013,16,NE,30,52,57.7,330,6.3,1,1,75,3,17,5.7,0,16.9,16.9
19,JasonCampbell,CLE,QB,2013,16,NYJ,29,49,59.2,322,6.6,1,1,77.08,2,15,7.5,0,16.4,16.38
20,AndrewLuckP,IND,QB,2013,16,KC,22,38,57.9,223,5.9,1,0,83.55,5,33,6.6,0,16.2,16.22
21,RyanFitzpatrick,TEN,QB,2013,16,JAX,25,39,64.1,274,7,1,1,82.64,4,27,6.8,0,15.7,15.66
22,MattRyan,ATL,QB,2013,16,SF,32,50,64,324,6.5,1,1,80.75,1,6,6,0,15.6,15.56
23,MattFlynn,GB,QB,2013,16,PIT,23,34,67.6,248,7.3,1,0,98.65,4,12,3,0,15.1,15.12
24,ThaddeusLewis,BUF,QB,2013,16,MIA,23,38,60.5,238,6.3,1,0,87.39,3,10,3.3,0,14.5,14.52
25,CarsonPalmer,ARI,QB,2013,16,SEA,21,29,72.4,248,8.6,1,0,109.55,0,0,0,0,13.9,13.92
26,MattCassel,MIN,QB,2013,16,CIN,17,29,58.6,234,8.1,1,0,96.05,2,5,2.5,0,13.9,13.86
27,KellenClemens,LAR,QB,2013,16,TB,15,27,55.6,217,8,1,0,94.21,2,7,3.5,0,13.4,13.38
28,MikeGlennon,TB,QB,2013,16,LAR,19,31,61.3,229,7.4,1,0,94.69,-1,-2,2,0,13,12.96
29,EliManning,NYG,QB,2013,16,DET,21,33,63.6,245,7.4,1,1,83.52,0,0,0,0,11.8,11.8
30,MattMcGloin,OAK,QB,2013,16,LAC,17,30,56.7,234,7.8,1,1,79.03,1,4,4,0,11.8,11.76
31,ChadHenne,JAX,QB,2013,16,TEN,21,36,58.3,211,5.9,1,1,72.8,2,11,5.5,0,11.5,11.54
32,GenoSmith,NYJ,QB,2013,16,CLE,17,30,56.7,193,6.4,0,1,62.22,5,30,6,0,9,9.02
33,JoshMcCown,CHI,QB,2013,16,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,MichaelVick,PHI,QB,2013,16,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,LukeMcCown,NO,QB,2013,16,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
