Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,RussellWilson,SEA,QB,2017,9,WAS,23.5,35.3,68.6,278.7,8,2.1,0.8,99.58,4.7,15.5,3.2,0.1,19.7,19.7
2,DrewBrees,NO,QB,2017,9,TB,25.5,37.7,68.4,299.6,7.9,2.2,0.7,98.57,1.6,0.9,0.5,0,19.1,19.07
3,DakPrescott,DAL,QB,2017,9,KC,20.4,32.2,62.5,243.9,7.6,2,0.7,93.75,4,21.6,5.5,0.1,18.7,18.72
4,AlexSmith,KC,QB,2017,9,DAL,22.8,33.3,69.7,255.3,7.7,1.9,0.6,99.94,3.7,17.5,4.5,0.1,18.4,18.36
5,JameisWinston,TB,QB,2017,9,NO,23.5,39.5,60,274.7,6.9,1.7,1,86.98,2.6,9.9,3.3,0,16.4,16.38
6,DerekCarr,OAK,QB,2017,9,MIA,23.8,36.8,64.9,257.5,7,1.9,0.8,91.95,1.9,2.2,1,0,16.1,16.12
7,CamNewton,CAR,QB,2017,9,ATL,20,34,58.8,222,6.5,1.3,1,75.86,6.4,31.3,5.2,0.2,16,16.01
8,MatthewStafford,DET,QB,2017,9,GB,23.1,37,62.2,260.4,7,1.7,0.9,89.92,2.4,7.2,3.5,0,15.5,15.54
9,TyrodTaylorQ,BUF,QB,2017,9,NYJ,18.6,28.4,67.9,212.1,7.6,1.3,0.5,102.08,5.9,25.7,4.3,0.1,15.4,15.45
10,MattRyan,ATL,QB,2017,9,CAR,22.5,35.3,62.9,257.2,7.3,1.6,0.8,92.2,2,3.6,2,0,15,15.05
11,CarsonWentz,PHI,QB,2017,9,DEN,20.1,34.1,58.8,231.6,6.8,1.5,1,86.89,4.3,18.9,4.8,0,14.6,14.55
12,MarcusMariotaP,TEN,QB,2017,9,BAL,19.5,31.3,64.5,223.6,7.2,1.4,0.9,83.27,4.1,16.5,4,0.1,14.4,14.39
13,KirkCousins,WAS,QB,2017,9,SEA,22.3,36.5,61.1,254.8,7.1,1.5,1,89.47,2.6,6.6,2.3,0,14.2,14.25
14,JaredGoff,LAR,QB,2017,9,NYG,19.9,32.9,60.6,242.8,7.4,1.5,0.9,90.85,2.4,6.4,3,0,14.2,14.15
15,JacobyBrissett,IND,QB,2017,9,HOU,19.3,33.7,55.9,229,6.7,1.3,1,74.26,4.2,15.9,4,0.1,14,13.95
16,JoshMcCown,NYJ,QB,2017,9,BUF,22.4,34.5,64.7,250.8,7.4,1.4,1.1,84.31,2.4,4.8,2.5,0,13.3,13.31
17,EliManning,NYG,QB,2017,9,LAR,22.7,36.3,63.9,243.5,6.8,1.5,1.2,90.51,1.3,1.4,1,0,13.1,13.08
18,JayCutler,MIA,QB,2017,9,OAK,20.1,32.6,60.6,230.7,7,1.3,1,79.23,1.9,2.6,1.5,0,12.3,12.29
19,BrettHundley,GB,QB,2017,9,DET,18.5,32,56.2,195.7,6.1,1.1,1.2,71.88,4.64,22.3,4.4,0.1,12.3,12.26
20,JoeFlacco,BAL,QB,2017,9,TEN,21.8,35.3,62.9,215.9,6.2,1.3,0.9,77.8,1.6,1.5,1,0,11.8,11.79
21,TomSavage,HOU,QB,2017,9,IND,18.6,29.8,63.3,214.2,7.1,1.3,0.9,81.81,2.4,3.4,1.5,0,11.7,11.71
22,CJBeathard,SF,QB,2017,9,ARI,19,33.6,55.9,211.5,6.2,1,1.1,72.18,3.1,17.5,6,0,11.6,11.61
23,BlakeBortles,JAX,QB,2017,9,CIN,16.2,28.5,57.1,177.6,6.4,1.1,0.9,73.21,3.7,20.2,5,0,11.3,11.32
24,DrewStanton,ARI,QB,2017,9,SF,18.8,34.4,55.9,213.9,6.3,1.2,1.2,72.43,2.1,2.8,1.5,0,10.8,10.84
25,AndyDalton,CIN,QB,2017,9,JAX,17.9,32,56.2,201.5,6.3,1.1,1.2,72.66,2.8,10.1,3.3,0,10.5,10.47
26,BrockOsweiler,DEN,QB,2017,9,PHI,19.6,34.7,57.1,212.3,6.1,1,1.2,72.56,1.7,3.2,1.5,0,10,10.01
27,TrevorSiemian,DEN,QB,2017,9,PHI,3.2,4.6,60,31.5,6.4,0.1,0.2,78.75,0.3,1.3,0,0,1.4,1.39
28,JimmyGaroppoloIR,SF,QB,2017,9,ARI,1.1,1.8,50,14.4,7,0.1,0.1,72.92,0.1,0.5,0,0,0.8,0.83
28,BlaineGabbertQ,ARI,QB,2017,9,SF,1,1.7,50,13.8,7,0.1,0.1,72.92,0.2,0.8,0,0,0.8,0.83
30,RyanMallett,BAL,QB,2017,9,TEN,0.5,0.8,0,6.7,7,0,0,56.25,0.1,0.4,0,0,0.3,0.31
31,BrycePetty,NYJ,QB,2017,9,BUF,0.4,0.8,0,6,6,0,0,52.08,0,0.1,0,0,0.2,0.25
32,GenoSmith,NYG,QB,2017,9,LAR,0.4,0.6,0,4.9,5,0,0,47.92,0,0.1,0,0,0.2,0.21
32,MattMoore,MIA,QB,2017,9,OAK,0.4,0.6,0,4.9,5,0,0,47.92,0,0.1,0,0,0.2,0.21
34,NickFoles,PHI,QB,2017,9,DEN,0.4,0.6,0,4.8,5,0,0,47.92,0.1,0.1,0,0,0.2,0.2
34,AustinDavisP,SEA,QB,2017,9,WAS,0.3,0.6,0,4.6,5,0,0,47.92,0,0.2,0,0,0.2,0.2
36,AJMcCarron,CIN,QB,2017,9,JAX,0.3,0.6,0,4.6,5,0,0,47.92,0,0.1,0,0,0.2,0.19
36,ColtMcCoy,WAS,QB,2017,9,SEA,0.3,0.6,0,4.5,4,0,0,43.75,0,0.1,0,0,0.2,0.19
36,EJManuel,OAK,QB,2017,9,MIA,0.3,0.5,0,4,0,0,0,0,0,0.3,0,0,0.2,0.19
39,MattSchaub,ATL,QB,2017,9,CAR,0.3,0.5,0,4.2,4,0,0,43.75,0,0.1,0,0,0.2,0.18
