Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,RobGronkowskiQ,NE,TE,2016,8,BUF,7.69,4.5,50,73.5,0.6,0,9.2,18.5,0,0,0,0,0.1,0.1,10.8,10.75
2,JordanReed,WAS,TE,2016,8,CIN,7.93,5.4,62.5,56.6,0.6,0,7.1,11.4,0,0,0,0,0.1,0.1,9.1,9.06
3,GregOlsenO,CAR,TE,2016,8,ARI,8.4,4.8,62.5,68.8,0.3,0,8.6,13.8,0,0,0,0,0,0,8.7,8.68
4,TravisKelce,KC,TE,2016,8,IND,6.53,4.7,71.4,52.8,0.3,0,7.6,10.6,0,0,0,0,0,0,7.1,7.08
5,CameronBrate,TB,TE,2016,8,OAK,4.52,3.1,60,45.7,0.4,0,9.2,15.3,0,0,0,0,0,0,7,6.97
6,DelanieWalkerIR,TEN,TE,2016,8,JAX,5.44,4,80,51,0.3,0,10.2,12.8,0,0,0,0,0,0,6.9,6.9
7,JackDoyleO,IND,TE,2016,8,KC,6.4,4,66.7,43.9,0.4,0,7.3,11,0,0,0,0,0,0,6.8,6.79
8,GaryBarnidge,CLE,TE,2016,8,NYJ,7.78,4.5,50,55.8,0.2,0,7,14,0,0,0,0,0,0,6.8,6.78
9,CJFiedorowiczIR,HOU,TE,2016,8,DET,5.2,4,80,48.8,0.3,0,9.8,12.2,0,0,0,0,0,0,6.7,6.68
10,ZachMillerIR,CHI,TE,2016,8,MIN,6.76,4.2,57.1,42.3,0.4,0,6,10.5,0,0,0,0,0,0,6.6,6.63
11,AntonioGates,LAC,TE,2016,8,DEN,6.24,4,66.7,41.6,0.4,0,7,10.5,0,0,0,0,0,0,6.6,6.56
12,JuliusThomas,JAX,TE,2016,8,TEN,5.62,3.8,66.7,40.9,0.4,0,6.8,10.2,0,0,0,0,0,0,6.5,6.49
13,CobyFleener,NO,TE,2016,8,SEA,4.72,3.5,80,40.2,0.3,0,8,10,0.1,0,0,0.1,0.1,0.1,6.2,6.22
14,JimmyGrahamP,SEA,TE,2016,8,NO,5.43,3.7,80,50.1,0.2,0,10,12.5,0,0,0,0,0,0,6.2,6.21
15,TylerEifert,CIN,TE,2016,8,WAS,4.57,3.2,60,36,0.4,0,7.2,12,0,0,0,0,0,0,6,6
16,ZachErtz,PHI,TE,2016,8,DAL,7.09,4.1,57.1,47.5,0.2,0,6.9,12,0,0,0,0,0,0,6,5.95
17,KyleRudolph,MIN,TE,2016,8,CHI,6.16,3.5,66.7,36.8,0.3,0,6.2,9.2,0,0,0,0,0,0,5.5,5.48
18,MartellusBennett,NE,TE,2016,8,BUF,4.62,2.8,60,32.9,0.3,0,6.6,11,0.1,0,0,0,0,0,5.1,5.09
19,JacobTamme,ATL,TE,2016,8,GB,5.3,3.1,60,31.3,0.3,0,6.2,10.3,0,0,0,0,0.1,0.1,4.7,4.73
20,VernonDavis,WAS,TE,2016,8,CIN,5.97,3.6,66.7,39,0.1,0,6.5,9.8,0,0,0,0,0,0,4.5,4.5
21,RichardRodgersIR,GB,TE,2016,8,ATL,3.43,2.6,100,22.6,0.3,0,7.7,7.7,0,0,0,0,0,0,4.1,4.06
22,HunterHenryPUP,LAC,TE,2016,8,DEN,3.06,2.1,66.7,30,0.2,0,10,15,0,0,0,0,0.1,0.1,4,4
23,EricEbronP,DET,TE,2016,8,HOU,3.42,2.5,66.7,27.6,0.2,0,9.3,14,0,0,0,0,0,0,4,3.96
24,CharlesClayQ,BUF,TE,2016,8,NE,4.27,3.1,75,33.8,0.1,0,8.5,11.3,0,0,0,0,0.1,0.1,3.8,3.78
25,VirgilGreen,DEN,TE,2016,8,LAC,3.52,2.2,50,22.6,0.2,0,5.8,11.5,0,0,0,0,0.1,0.1,3.3,3.26
26,JasonWittenIR,DAL,TE,2016,8,PHI,5.77,3.3,50,31.6,0,0,5.3,10.7,0,0,0,0,0,0,3.2,3.16
27,CliveWalford,OAK,TE,2016,8,TB,3.7,2.3,50,25.6,0.1,0,6.5,13,0,0,0,0,0.1,0.1,3,2.96
28,BrentCelek,PHI,TE,2016,8,DAL,2.21,1.3,50,17.9,0.1,0,9,18,0,0,0,0,0,0,2.4,2.39
29,ErikSwoope,IND,TE,2016,8,KC,2.59,1.5,66.7,17.1,0.1,0,5.7,8.5,0,0,0,0,0,0,2.3,2.31
30,MarcedesLewis,JAX,TE,2016,8,TEN,2.24,1.3,50,16,0.1,0,8,16,0,0,0,0,0,0,2.2,2.2
30,RyanGriffin,HOU,TE,2016,8,DET,3.57,2.5,50,24,0,0,6,12,0,0,0,0,0.1,0.1,2.2,2.2
32,JermaineGreshamQ,ARI,TE,2016,8,CAR,2.86,1.6,66.7,15.7,0.1,0,5.3,8,0,0,0,0,0,0,2.2,2.17
33,AustinHooper,ATL,TE,2016,8,GB,1.18,0.9,100,15.4,0.1,0,15,15,0,0,0,0,0,0,2.1,2.14
