Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,PeytonManning,DEN,QB,2013,17,OAK,33,52,63.5,385,7.4,3,0,105.05,0,0,0,0,27.4,27.4
2,DrewBrees,NO,QB,2013,17,TB,43,64,67.2,422,6.6,2,1,89.45,1,3,3,0,23.2,23.18
3,AndrewLuckP,IND,QB,2013,17,JAX,28,47,59.6,277,5.9,2,0,90.47,5,34,6.8,0,22.5,22.48
4,JayCutler,CHI,QB,2013,17,GB,28,45,62.2,346,7.7,2,1,91.53,3,18,6,0,21.6,21.64
5,TomBrady,NE,QB,2013,17,BUF,29,45,64.4,337,7.5,2,0,101.81,0,0,0,0,21.5,21.48
6,MatthewStafford,DET,QB,2013,17,MIN,40,73,54.8,494,6.8,2,4,62.24,2,8,4,0,20.6,20.56
7,PhilipRivers,LAC,QB,2013,17,KC,25,37,67.6,307,8.3,2,0,110.98,1,2,2,0,20.5,20.48
8,BenRoethlisberger,PIT,QB,2013,17,CLE,26,40,65,277,6.9,2,0,101.77,1,6,6,0,19.8,19.78
9,AaronRodgersQ,GB,QB,2013,17,CHI,24,36,66.7,322,8.9,1,0,104.17,6,22,3.7,0,19.1,19.08
10,NickFoles,PHI,QB,2013,17,DAL,21,32,65.6,285,8.9,1,0,104.3,6,31,5.2,0,18.5,18.5
11,CamNewton,CAR,QB,2013,17,ATL,23,38,60.5,272,7.2,1,1,80.15,8,48,6,0,17.7,17.68
12,JasonCampbell,CLE,QB,2013,17,PIT,32,57,56.1,345,6.1,1,1,72.62,2,18,9,0,17.6,17.6
13,AndyDalton,CIN,QB,2013,17,BAL,19,31,61.3,212,6.8,2,0,103.16,3,9,3,0,17.4,17.38
14,RussellWilson,SEA,QB,2013,17,LAR,19,30,63.3,249,8.3,1,0,100.56,5,34,6.8,0,17.4,17.36
15,MattRyan,ATL,QB,2013,17,CAR,38,54,70.4,357,6.6,1,1,86.73,1,6,6,0,16.9,16.88
15,RyanTannehillP,MIA,QB,2013,17,NYJ,24,39,61.5,262,6.7,1,0,89.9,2,24,12,0,16.9,16.88
17,ColinKaepernick,SF,QB,2013,17,ARI,16,26,61.5,214,8.2,1,0,100.48,6,32,5.3,0,15.8,15.76
18,KirkCousins,WAS,QB,2013,17,NYG,27,45,60,309,6.9,1,1,78.84,2,9,4.5,0,15.3,15.26
19,KyleOrton,DAL,QB,2013,17,PHI,30,46,65.2,379,8.2,0,0,90.76,0,-1,0,0,15.1,15.06
20,RyanFitzpatrick,TEN,QB,2013,17,HOU,25,40,62.5,270,6.8,1,1,80.21,4,22,5.5,0,15,15
21,ThaddeusLewis,BUF,QB,2013,17,NE,27,43,62.8,282,6.6,1,1,79.8,4,13,3.2,0,14.6,14.58
22,CarsonPalmer,ARI,QB,2013,17,SF,26,39,66.7,308,7.9,1,1,88.41,0,-1,0,0,14.2,14.22
23,EliManning,NYG,QB,2013,17,WAS,27,42,64.3,301,7.2,1,1,83.53,0,0,0,0,14,14.04
24,JoeFlacco,BAL,QB,2013,17,CIN,24,41,58.5,272,6.6,1,1,76.47,2,9,4.5,0,13.8,13.78
25,ChadHenne,JAX,QB,2013,17,IND,20,33,60.6,202,6.1,1,0,88.19,2,11,5.5,0,13.2,13.18
26,MattCassel,MIN,QB,2013,17,DET,19,35,54.3,256,7.3,1,1,75.42,2,9,4.5,0,13.1,13.14
27,MikeGlennon,TB,QB,2013,17,NO,19,34,55.9,229,6.7,1,1,74.26,-1,-2,2,0,11,10.96
28,ChaseDaniel,KC,QB,2013,17,LAC,19,25,76,166,6.6,0,0,93.08,7,25,3.6,0,9.1,9.14
29,MattSchaub,HOU,QB,2013,17,TEN,29,53,54.7,317,6,0,2,56.88,0,4,0,0,9.1,9.08
30,KellenClemens,LAR,QB,2013,17,SEA,17,28,60.7,196,7,0,0,81.85,2,7,3.5,0,8.5,8.54
31,GenoSmith,NYJ,QB,2013,17,MIA,11,21,52.4,136,6.5,0,0,72.72,5,26,5.2,0,8.2,8.24
32,MattHasselbeck,IND,QB,2013,17,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,LukeMcCown,NO,QB,2013,17,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,DanOrlovsky,TB,QB,2013,17,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
