Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,MattForteIR,CHI,RB,2014,2,SF,18,77,4.3,1,9,6,47,0,0,0,18.4,18.4
2,LeSeanMcCoyQ,PHI,RB,2014,2,IND,19,87,4.6,1,4,3,32,0,0,0,17.9,17.9
3,ArianFoster,HOU,RB,2014,2,OAK,20,89,4.4,1,4,3,21,0,0,0,17,17
4,DeMarcoMurray,DAL,RB,2014,2,TEN,18,81,4.5,1,4,3,26,0,0,0,16.7,16.7
5,JamaalCharles,KC,RB,2014,2,DEN,18,76,4.2,1,6,4,30,0,0,0,16.6,16.6
6,MarshawnLynchP,SEA,RB,2014,2,LAC,20,87,4.4,1,3,2,13,0,0,0,16,16
7,MonteeBall,DEN,RB,2014,2,KC,19,80,4.2,1,4,3,19,0,0,0,15.9,15.9
8,AlfredMorrisQ,WAS,RB,2014,2,JAX,19,81,4.3,1,1,1,5,0,0,0,14.6,14.6
9,EddieLacy,GB,RB,2014,2,NYJ,16,62,3.9,1,4,3,19,0,0,0,14.1,14.1
9,FrankGore,SF,RB,2014,2,CHI,17,74,4.4,1,1,1,7,0,0,0,14.1,14.1
11,TobyGerhart,JAX,RB,2014,2,WAS,15,57,3.8,1,3,2,14,0,0,0,13.1,13.1
12,ShonnGreene,TEN,RB,2014,2,DAL,14,56,4,1,1,1,2,0,0,0,11.8,11.8
13,MarkIngramSUS,NO,RB,2014,2,CLE,13,50,3.8,1,1,1,7,0,0,0,11.7,11.7
14,GiovaniBernardP,CIN,RB,2014,2,ATL,17,68,4,0,7,5,43,0,0,0,11.1,11.1
15,CarlosHyde,SF,RB,2014,2,CHI,9,42,4.7,1,0,0,2,0,0,0,10.4,10.4
16,Le'VeonBellO,PIT,RB,2014,2,BAL,17,61,3.6,0,6,4,32,0,0,0,9.3,9.3
17,AndreEllington,ARI,RB,2014,2,NYG,15,61,4.1,0,5,4,30,0,0,0,9.1,9.1
18,ChrisJohnson,NYJ,RB,2014,2,GB,16,63,3.9,0,4,3,24,0,0,0,8.7,8.7
19,TerranceWest,CLE,RB,2014,2,NO,16,71,4.4,0,3,2,14,0,0,0,8.5,8.5
20,KnowshonMoreno,MIA,RB,2014,2,BUF,17,69,4.1,0,3,2,12,0,0,0,8.1,8.1
20,CJSpiller,BUF,RB,2014,2,MIA,15,65,4.3,0,3,2,16,0,0,0,8.1,8.1
22,ShaneVereenIR,NE,RB,2014,2,MIN,11,44,4,0,5,4,36,0,0,0,8,8
23,JustinForsett,BAL,RB,2014,2,PIT,14,57,4.1,0,3,2,19,0,0,0,7.6,7.6
23,ReggieBush,DET,RB,2014,2,CAR,9,39,4.3,0,6,4,37,0,0,0,7.6,7.6
25,RashadJennings,NYG,RB,2014,2,ARI,13,48,3.7,0,5,4,27,0,0,0,7.5,7.5
26,DarrenMcFadden,OAK,RB,2014,2,HOU,14,58,4.1,0,3,2,16,0,0,0,7.4,7.4
27,PierreThomas,NO,RB,2014,2,CLE,7,29,4.1,0,7,5,44,0,0,0,7.3,7.3
