Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,JordyNelson,GB,WR,2014,5,MIN,14,8,57.1,112,1,0,8,14,0,0,0,0,0,0,17.2,17.2
2,AntonioBrown,PIT,WR,2014,5,JAX,13,8,61.5,107,1,0,8.2,13.4,1,2,2,0,0,0,16.9,16.9
3,JulioJonesP,ATL,WR,2014,5,NYG,10,7,70,104,1,0,10.4,14.9,0,0,0,0,0,0,16.4,16.4
4,AJGreenP,CIN,WR,2014,5,NE,9,6,66.7,95,1,0,10.6,15.8,0,0,0,0,0,0,15.5,15.5
5,SteveSmith,BAL,WR,2014,5,IND,9,6,66.7,92,1,0,10.2,15.3,0,0,0,0,0,0,15.2,15.2
6,JeremyMaclin,PHI,WR,2014,5,LAR,8,5,62.5,90,1,0,11.2,18,0,0,0,0,0,0,15,15
7,EmmanuelSanders,DEN,WR,2014,5,ARI,12,8,66.7,88,1,0,7.3,11,0,0,0,0,0,0,14.8,14.8
8,MichaelFloyd,ARI,WR,2014,5,DEN,9,6,66.7,87,1,0,9.7,14.5,0,0,0,0,0,0,14.7,14.7
9,RandallCobbQ,GB,WR,2014,5,MIN,9,5,55.6,78,1,0,8.7,15.6,1,1,1,0,0,0,13.9,13.9
10,VictorCruz,NYG,WR,2014,5,ATL,7,5,71.4,77,1,0,11,15.4,0,0,0,0,0,0,13.7,13.7
10,DeAndreHopkinsQ,HOU,WR,2014,5,DAL,8,5,62.5,77,1,0,9.6,15.4,0,0,0,0,0,0,13.7,13.7
12,VincentJackson,TB,WR,2014,5,NO,8,6,75,75,1,0,9.4,12.5,0,0,0,0,0,0,13.5,13.5
12,KeenanAllenQ,LAC,WR,2014,5,NYJ,10,6,60,75,1,0,7.5,12.5,0,0,0,0,0,0,13.5,13.5
14,MarquesColston,NO,WR,2014,5,TB,9,5,55.6,74,1,0,8.2,14.8,0,0,0,0,0,0,13.4,13.4
15,CalvinJohnson,DET,WR,2014,5,BUF,8,5,62.5,73,1,0,9.1,14.6,0,0,0,0,0,0,13.3,13.3
16,DezBryant,DAL,WR,2014,5,HOU,11,7,63.6,72,1,0,6.5,10.3,0,0,0,0,0,0,13.2,13.2
16,KelvinBenjamin,CAR,WR,2014,5,CHI,9,5,55.6,72,1,0,8,14.4,0,0,0,0,0,0,13.2,13.2
18,DemaryiusThomas,DEN,WR,2014,5,ARI,10,7,70,71,1,0,7.1,10.1,0,0,0,0,0,0,13.1,13.1
19,AndreJohnson,HOU,WR,2014,5,DAL,10,6,60,69,1,0,6.9,11.5,0,0,0,0,0,0,12.9,12.9
19,PercyHarvin,SEA,WR,2014,5,WAS,9,5,55.6,54,1,0,6,10.8,2,15,7.5,0,0,0,12.9,12.9
21,RoddyWhite,ATL,WR,2014,5,NYG,7,5,71.4,68,1,0,9.7,13.6,0,0,0,0,0,0,12.8,12.8
21,ReggieWayne,IND,WR,2014,5,BAL,9,5,55.6,68,1,0,7.6,13.6,0,0,0,0,0,0,12.8,12.8
21,BrandonMarshall,CHI,WR,2014,5,CAR,9,5,55.6,68,1,0,7.6,13.6,0,0,0,0,0,0,12.8,12.8
24,PierreGarcon,WAS,WR,2014,5,SEA,11,6,54.5,67,1,0,6.1,11.2,0,0,0,0,0,0,12.7,12.7
25,SammyWatkins,BUF,WR,2014,5,DET,7,5,71.4,66,1,0,9.4,13.2,0,0,0,0,0,0,12.6,12.6
26,BrianQuick,LAR,WR,2014,5,PHI,7,5,71.4,65,1,0,9.3,13,0,0,0,0,0,0,12.5,12.5
27,EddieRoyal,LAC,WR,2014,5,NYJ,9,5,55.6,63,1,0,7,12.6,0,0,0,0,0,0,12.3,12.3
28,TorreySmith,BAL,WR,2014,5,IND,6,4,66.7,60,1,0,10,15,0,0,0,0,0,0,12,12
28,DwayneBowe,KC,WR,2014,5,SF,8,5,62.5,60,1,0,7.5,12,0,0,0,0,0,0,12,12
30,MichaelCrabtree,SF,WR,2014,5,KC,9,6,66.7,58,1,0,6.4,9.7,0,0,0,0,0,0,11.8,11.8
31,DougBaldwinQ,SEA,WR,2014,5,WAS,6,4,66.7,49,1,0,8.2,12.2,0,0,0,0,0,0,10.9,10.9
32,GregJennings,MIN,WR,2014,5,GB,4,3,75,34,1,0,8.5,11.3,0,0,0,0,0,0,9.4,9.4
33,GoldenTateQ,DET,WR,2014,5,BUF,10,6,60,79,0,0,7.9,13.2,0,0,0,0,0,0,7.9,7.9
34,JulianEdelmanSUS,NE,WR,2014,5,CIN,11,7,63.6,68,0,0,6.2,9.7,1,5,5,0,0,0,7.3,7.3
35,CordarrellePatterson,MIN,WR,2014,5,GB,6,4,66.7,56,0,0,9.3,14,1,15,15,0,0,0,7.1,7.1
