Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,JustinTucker,BAL,K,2016,2,CLE,2,2.3,100,0,2.1,2.1,8.1,8.1
2,StephenGostkowski,NE,K,2016,2,MIA,1.7,1.9,100,0,2.9,2.9,8,8
3,ChrisBoswell,PIT,K,2016,2,CIN,1.7,2.1,100,0,2.7,2.7,7.8,7.8
3,JoshLamboP,LAC,K,2016,2,JAX,1.8,2.1,100,0,2.4,2.4,7.8,7.8
5,StevenHauschka,SEA,K,2016,2,LAR,1.7,2,100,0,2.6,2.6,7.7,7.7
6,MasonCrosby,GB,K,2016,2,MIN,1.9,2.1,100,0,1.9,1.9,7.6,7.6
7,DustinHopkins,WAS,K,2016,2,DAL,1.7,2,100,0,2.4,2.4,7.5,7.5
7,GrahamGano,CAR,K,2016,2,SF,1.5,1.7,100,0,3,3,7.5,7.5
9,WilLutz,NO,K,2016,2,NYG,1.5,1.8,100,0,2.9,2.9,7.4,7.4
10,JoshBrown,NYG,K,2016,2,NO,1.5,1.8,100,0,2.8,2.8,7.3,7.3
10,ChandlerCatanzaro,ARI,K,2016,2,TB,1.5,1.8,100,0,2.8,2.8,7.3,7.3
10,MattBryant,ATL,K,2016,2,OAK,1.7,2,100,0,2.2,2.2,7.3,7.3
10,BlairWalsh,MIN,K,2016,2,GB,1.7,2,100,0,2.2,2.2,7.3,7.3
14,BrandonMcManus,DEN,K,2016,2,IND,1.6,2,100,0,2.4,2.4,7.2,7.2
15,MikeNugentIR,CIN,K,2016,2,PIT,1.6,1.9,100,0,2.3,2.3,7.1,7.1
15,MattPrater,DET,K,2016,2,TEN,1.6,1.7,100,0,2.3,2.3,7.1,7.1
17,DanBailey,DAL,K,2016,2,WAS,1.7,2,100,0,1.9,1.9,7,7
18,AndrewFranks,MIA,K,2016,2,NE,1.6,2,100,0,2.1,2.1,6.9,6.9
19,RyanSuccopP,TEN,K,2016,2,DET,1.6,1.8,100,0,2,2,6.8,6.8
19,PatrickMurray,CLE,K,2016,2,BAL,1.6,1.8,100,0,2,2,6.8,6.8
21,NickFolk,NYJ,K,2016,2,BUF,1.5,1.9,100,0,2.2,2.2,6.7,6.7
22,RobertoAguayo,TB,K,2016,2,ARI,1.5,1.8,100,0,2.1,2.1,6.6,6.6
22,JasonMyers,JAX,K,2016,2,LAC,1.4,1.8,50,0,2.4,2.4,6.6,6.6
22,AdamVinatieri,IND,K,2016,2,DEN,1.7,1.8,100,0,1.5,1.5,6.6,6.6
25,DanCarpenter,BUF,K,2016,2,NYJ,1.4,1.8,50,0,2.3,2.3,6.5,6.5
26,SebastianJanikowski,OAK,K,2016,2,ATL,1.4,1.9,50,0,2.1,2.1,6.3,6.3
27,CairoSantos,KC,K,2016,2,HOU,1.5,1.8,100,0,1.6,1.6,6.1,6.1
28,CalebSturgis,PHI,K,2016,2,CHI,1.3,1.8,50,0,2,2,5.9,5.9
28,ConnorBarth,CHI,K,2016,2,PHI,1.3,1.9,50,0,2,2,5.9,5.9
30,NickNovak,HOU,K,2016,2,KC,1.4,1.7,50,0,1.6,1.6,5.8,5.8
31,PhilDawson,SF,K,2016,2,CAR,1.1,1.4,100,0,1.6,1.6,4.9,4.9
32,GregZuerlein,LAR,K,2016,2,SEA,1.2,1.7,50,0,1.2,1.2,4.8,4.8
33,JordanGay,BUF,K,2016,2,NYJ,0,0,0,0,0,0,0,0
33,ZachHocker,CIN,K,2016,2,PIT,0,0,0,0,0,0,0,0
33,AldrickRosas,TEN,K,2016,2,DET,0,0,0,0,0,0,0,0
33,TravisCoons,CLE,K,2016,2,BAL,0,0,0,0,0,0,0,0
33,KaiForbath,NO,K,2016,2,NYG,0,0,0,0,0,0,0,0
33,RandyBullock,NYG,K,2016,2,NO,0,0,0,0,0,0,0,0
33,JohnLunsford,SF,K,2016,2,CAR,0,0,0,0,0,0,0,0
33,ShayneGraham,ATL,K,2016,2,OAK,0,0,0,0,0,0,0,0
33,CodyParkey,PHI,K,2016,2,CHI,0,0,0,0,0,0,0,0
33,RobbieGould,CHI,K,2016,2,PHI,0,0,0,0,0,0,0,0
