Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,PeytonManning,DEN,QB,2013,6,JAX,29,39,74.4,367,9.4,3,0,128.9,-1,-2,2,0,26.5,26.48
2,AaronRodgersQ,GB,QB,2013,6,BAL,30,45,66.7,372,8.3,2,0,106.9,4,16,4,0,24.5,24.48
3,DrewBrees,NO,QB,2013,6,NE,31,44,70.5,380,8.6,2,0,111.93,1,5,5,0,23.7,23.7
4,RobertGriffinIII,WAS,QB,2013,6,DAL,33,54,61.1,369,6.8,2,1,86.11,7,26,3.7,0,23.4,23.36
5,TomBrady,NE,QB,2013,6,NO,33,58,56.9,357,6.2,2,0,86.64,0,0,0,0,22.3,22.28
6,TonyRomo,DAL,QB,2013,6,WAS,30,42,71.4,343,8.2,2,0,111.51,1,5,5,0,22.2,22.22
7,JayCutler,CHI,QB,2013,6,NYG,31,47,66,351,7.5,2,1,93.48,4,18,4.5,0,21.8,21.84
8,PhilipRivers,LAC,QB,2013,6,IND,28,37,75.7,316,8.5,2,0,118.75,0,5,0,0,21,21.04
9,EliManning,NYG,QB,2013,6,CHI,32,59,54.2,428,7.3,2,3,67.62,1,9,9,0,20,20.02
10,RussellWilson,SEA,QB,2013,6,TEN,17,30,56.7,234,7.8,1,0,92.92,9,54,6,0,18.8,18.76
11,CamNewton,CAR,QB,2013,6,MIN,25,44,56.8,311,7.1,1,1,76.99,7,43,6.1,0,18.7,18.74
12,MattSchaub,HOU,QB,2013,6,LAR,35,55,63.6,351,6.4,2,2,78.67,0,1,0,0,18.1,18.14
13,AlexSmith,KC,QB,2013,6,OAK,24,41,58.5,263,6.4,1,0,85.72,7,35,5,0,18,18.02
14,JoeFlacco,BAL,QB,2013,6,GB,37,64,57.8,435,6.8,1,2,70.77,2,6,3,0,18,18
15,AndrewLuckP,IND,QB,2013,6,LAC,23,37,62.2,267,7.2,1,0,92.96,5,31,6.2,0,17.8,17.78
16,MatthewStafford,DET,QB,2013,6,CLE,27,43,62.8,334,7.8,1,0,94.53,1,2,2,0,17.6,17.56
17,MikeGlennon,TB,QB,2013,6,PHI,60,108,55.6,484,4.5,2,5,53.94,-1,-2,2,0,17.2,17.16
18,ColinKaepernick,SF,QB,2013,6,ARI,20,36,55.6,265,7.4,1,1,76.74,7,42,6,0,16.8,16.8
19,AndyDalton,CIN,QB,2013,6,BUF,31,47,66,326,6.9,1,1,84.18,4,14,3.5,0,16.4,16.44
20,BenRoethlisberger,PIT,QB,2013,6,NYJ,29,45,64.4,331,7.4,1,1,84.58,1,2,2,0,15.4,15.44
21,GenoSmith,NYJ,QB,2013,6,PIT,20,34,58.8,278,8.2,1,1,82.72,4,22,5.5,0,15.3,15.32
22,ChadHenne,JAX,QB,2013,6,DEN,26,45,57.8,300,6.7,1,1,76.16,2,9,4.5,0,14.9,14.9
23,NickFoles,PHI,QB,2013,6,TB,21,35,60,248,7.1,1,0,91.13,3,9,3,0,14.8,14.82
24,SamBradfordQ,LAR,QB,2013,6,HOU,23,40,57.5,243,6.1,1,0,83.65,1,4,4,0,14.1,14.12
25,MattCassel,MIN,QB,2013,6,CAR,22,37,59.5,260,7,0,0,80.91,5,25,5,0,12.9,12.9
26,RyanFitzpatrick,TEN,QB,2013,6,SEA,17,33,51.5,228,6.9,1,1,71.28,3,16,5.3,0,12.7,12.72
27,CarsonPalmer,ARI,QB,2013,6,SF,28,48,58.3,316,6.6,1,2,67.71,0,0,0,0,12.6,12.64
28,BrandonWeeden,CLE,QB,2013,6,DET,30,54,55.6,347,6.4,0,1,67.44,2,6,3,0,12.5,12.48
29,ThaddeusLewis,BUF,QB,2013,6,CIN,26,37,70.3,237,6.4,1,1,85.08,1,3,3,0,11.8,11.78
30,DerekAnderson,CAR,QB,2013,6,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,LukeMcCown,NO,QB,2013,6,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
