Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,LeSeanMcCoyQ,PHI,RB,2013,1,WAS,21,98,4.7,0,9,8,69,0,0,0,16.7,16.7
2,AlfredMorrisP,WAS,RB,2013,1,PHI,18,87,4.8,1,1,1,5,0,0,0,15.2,15.2
3,JamaalCharles,KC,RB,2013,1,JAX,21,137,6.5,0,3,2,11,0,0,0,14.8,14.8
4,DougMartin,TB,RB,2013,1,NYJ,26,103,4,0,6,5,35,0,0,0,13.8,13.8
4,AdrianPetersonP,MIN,RB,2013,1,DET,24,133,5.5,0,1,1,5,0,0,0,13.8,13.8
6,TrentRichardson,CLE,RB,2013,1,MIA,17,60,3.5,1,4,3,16,0,0,0,13.6,13.6
7,RayRice,BAL,RB,2013,1,DEN,28,100,3.6,0,4,3,28,0,0,0,12.8,12.8
8,CJSpiller,BUF,RB,2013,1,NE,19,95,5,0,4,3,29,0,0,0,12.4,12.4
9,StevenJackson,ATL,RB,2013,1,NO,20,76,3.8,0,6,5,46,0,0,0,12.2,12.2
10,IsaacRedman,PIT,RB,2013,1,TEN,15,73,4.9,0,3,3,48,0,0,0,12.1,12.1
11,LamarMillerQ,MIA,RB,2013,1,CLE,20,86,4.3,0,4,4,33,0,0,0,11.9,11.9
12,DarylRichardson,LAR,RB,2013,1,ARI,12,40,3.3,0,13,13,77,0,0,0,11.7,11.7
13,MarshawnLynchP,SEA,RB,2013,1,CAR,17,96,5.6,0,2,2,17,0,0,0,11.3,11.3
14,MauriceJones-Drew,JAX,RB,2013,1,KC,18,89,4.9,0,3,3,18,0,0,0,10.7,10.7
15,MattForteIR,CHI,RB,2013,1,CIN,17,77,4.5,0,3,3,29,0,0,0,10.6,10.6
15,DarrenMcFadden,OAK,RB,2013,1,IND,24,85,3.5,0,5,4,21,0,0,0,10.6,10.6
17,StevanRidley,NE,RB,2013,1,BUF,24,101,4.2,0,0,0,3,0,0,0,10.4,10.4
17,ChrisJohnson,TEN,RB,2013,1,PIT,25,88,3.5,0,3,3,16,0,0,0,10.4,10.4
19,RyanMathews,LAC,RB,2013,1,HOU,22,76,3.5,0,5,4,27,0,0,0,10.3,10.3
20,DeMarcoMurray,DAL,RB,2013,1,NYG,19,73,3.8,0,5,4,29,0,0,0,10.2,10.2
21,ArianFoster,HOU,RB,2013,1,LAC,16,76,4.8,0,3,3,20,0,0,0,9.6,9.6
22,ReggieBush,DET,RB,2013,1,MIN,17,72,4.2,0,3,2,22,0,0,0,9.4,9.4
23,BenTate,HOU,RB,2013,1,LAC,22,89,4,0,2,2,1,0,0,0,9,9
24,FrankGore,SF,RB,2013,1,GB,15,70,4.7,0,1,1,11,0,0,0,8.1,8.1
25,RashardMendenhall,ARI,RB,2013,1,LAR,16,59,3.7,0,3,3,20,0,0,0,7.9,7.9
26,DavidWilson,NYG,RB,2013,1,DAL,13,70,5.4,0,1,1,7,0,0,0,7.7,7.7
27,VickBallard,IND,RB,2013,1,OAK,18,73,4.1,0,1,1,3,0,0,0,7.6,7.6
28,DarrenSprolesO,NO,RB,2013,1,ATL,4,22,5.5,0,7,5,50,0,0,0,7.2,7.2
29,DeAngeloWilliams,CAR,RB,2013,1,SEA,10,54,5.4,0,1,1,17,0,0,0,7.1,7.1
30,AhmadBradshaw,IND,RB,2013,1,OAK,11,51,4.6,0,1,1,18,0,0,0,6.9,6.9
30,EddieLacy,GB,RB,2013,1,SF,14,57,4.1,0,2,2,12,0,0,0,6.9,6.9
