Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,CamNewton,CAR,QB,2016,11,NO,20.4,34,58.8,272.1,8,2,0.7,91.79,7.7,33.5,4.2,0.4,22.4,22.43
2,TomBrady,NE,QB,2016,11,SF,23.9,35.7,66.7,300.8,8.4,2.8,0.5,120.25,2.8,1.7,0.7,0,22.2,22.2
3,AndrewLuckP,IND,QB,2016,11,TEN,25.6,38.2,68.4,287.1,7.6,2.1,0.9,97.15,3.9,16.3,4,0,19.5,19.51
4,MarcusMariotaP,TEN,QB,2016,11,IND,20.9,31.3,67.7,241.5,7.8,2.1,0.6,99.13,4.1,17.6,4.5,0,18.2,18.22
5,AaronRodgersQ,GB,QB,2016,11,WAS,24.8,37.4,67.6,281.5,7.6,1.9,0.9,96.9,3.8,11.6,3,0.1,18,18.02
6,BenRoethlisberger,PIT,QB,2016,11,CLE,23.9,34.7,68.6,272.9,7.8,2.2,0.9,98.87,2.3,1.8,1,0,17.9,17.9
7,DakPrescott,DAL,QB,2016,11,BAL,20.2,31.4,64.5,246.5,7.9,1.8,0.6,96.98,3.5,12.2,3,0.2,17.9,17.88
8,DrewBrees,NO,QB,2016,11,CAR,26.4,41.6,61.9,294.1,7,2.1,0.9,88.79,1.6,0.7,0.5,0,17.8,17.83
9,RussellWilson,SEA,QB,2016,11,PHI,21.1,35.1,60,251,7.2,1.8,0.8,89.11,4.5,12.4,3,0.1,16.9,16.88
10,KirkCousins,WAS,QB,2016,11,GB,21.5,37.5,57.9,276.3,7.3,2,1,87.17,2,1.2,0.5,0,16.8,16.77
11,MatthewStafford,DET,QB,2016,11,JAX,21.3,35.1,60,269.7,7.7,1.8,0.7,91.37,2.4,2.3,1,0,16.6,16.62
12,TyrodTaylorQ,BUF,QB,2016,11,CIN,18,29.8,60,230.8,7.7,1.5,0.9,92.5,6.1,24.7,4.2,0.1,16.3,16.3
13,DerekCarr,OAK,QB,2016,11,HOU,22.2,37.6,57.9,251,6.6,1.8,0.7,84.43,2.7,8.5,2.7,0,16.3,16.29
14,AndyDalton,CIN,QB,2016,11,BUF,20.2,33.2,60.6,258.2,7.8,1.7,0.9,92.74,3.7,8,2,0,15.7,15.73
15,EliManning,NYG,QB,2016,11,CHI,19.8,33,60.6,263.9,8,1.9,1.1,93.5,1.5,1.2,0.5,0,15.7,15.68
16,BlakeBortles,JAX,QB,2016,11,DET,22.4,38.6,56.4,260.6,6.7,1.8,1.3,83.39,3.4,8.3,2.7,0,15.4,15.45
17,AlexSmith,KC,QB,2016,11,TB,21.9,32.6,66.7,232.5,7,1.5,0.7,94.51,3.3,11.2,3.7,0,14.2,14.22
18,ColinKaepernick,SF,QB,2016,11,NE,16.2,26.9,59.3,215.4,8,1.2,1.1,81.56,6.5,32.4,5.3,0.1,14.1,14.06
19,JameisWinston,TB,QB,2016,11,KC,21.9,37,59.5,244.5,6.6,1.6,1.2,85.87,2.9,8.5,2.7,0,14,14.03
20,RyanTannehillP,MIA,QB,2016,11,LAR,18.3,31.5,56.2,231.7,7.2,1.4,0.9,76.56,3.1,9.3,3,0,13.4,13.4
21,JoeFlacco,BAL,QB,2016,11,DAL,25.3,41.8,59.5,254.6,6.1,1.3,1,75,1.8,3.6,2,0,13.1,13.14
22,CarsonPalmer,ARI,QB,2016,11,MIN,22.1,38.7,56.4,251.7,6.5,1.4,1.1,73.88,1.3,0.7,1,0,12.9,12.94
23,CodyKessler,CLE,QB,2016,11,PIT,20.1,34.3,58.8,225.3,6.6,1.3,0.7,76.23,1.9,4.3,2,0,12.8,12.84
24,BrockOsweiler,HOU,QB,2016,11,OAK,21,35.9,58.3,221.1,6.1,1.4,1.1,73.96,2.5,6.7,3.5,0,12.1,12.11
25,JayCutler,CHI,QB,2016,11,NYG,20.2,35.7,55.6,223.5,6.2,1.4,1.3,71.99,1.9,6.3,3,0,12,11.97
26,SamBradfordQ,MIN,QB,2016,11,ARI,22.7,32.7,69.7,223.7,6.8,1,0.8,85.92,1.7,0.8,0.5,0,11,11.03
27,CarsonWentz,PHI,QB,2016,11,SEA,22,34.8,62.9,217.7,6.2,1,1.2,78.04,2.5,6.1,3,0,10.3,10.32
28,JaredGoff,LAR,QB,2016,11,MIA,18.1,31.1,58.1,206.8,6.7,0.9,1.2,75.6,2.3,4.5,2,0,9.5,9.52
29,NickFoles,KC,QB,2016,11,TB,0.9,1.5,50,12.1,6,0.1,0,68.75,0.1,0.3,0,0,0.9,0.91
30,BlaineGabbertQ,SF,QB,2016,11,NE,0.8,1.3,100,10.7,11,0.1,0.1,112.5,0.3,1.9,0,0,0.8,0.82
31,TonyRomo,DAL,QB,2016,11,BAL,0.7,1.1,100,9,9,0.1,0,104.17,0.1,0.3,0,0,0.8,0.79
32,JoshMcCown,CLE,QB,2016,11,PIT,1,1.6,50,13.1,6.5,0.1,0.1,70.83,0.2,0.4,0,0,0.8,0.76
33,CaseKeenum,LAR,QB,2016,11,MIA,0.8,1.3,100,10.4,10,0,0,108.33,0.1,0.4,0,0,0.5,0.46
34,AJMcCarron,CIN,QB,2016,11,BUF,0.6,1,100,8,8,0,0,100,0.1,0.3,0,0,0.4,0.35
35,ColtMcCoy,WAS,QB,2016,11,GB,0.6,0.9,100,7.5,8,0,0,100,0.2,0.4,0,0,0.3,0.34
36,LandryJones,PIT,QB,2016,11,CLE,0.5,0.9,100,7.1,7,0,0,95.83,0.1,0.4,0,0,0.3,0.32
36,ScottTolzien,IND,QB,2016,11,TEN,0.5,0.9,100,7.2,7,0,0,95.83,0.1,0.3,0,0,0.3,0.32
38,RyanNassib,NYG,QB,2016,11,CHI,0.5,0.8,0,6.7,7,0,0,56.25,0.1,0.3,0,0,0.3,0.3
39,ChadHenne,JAX,QB,2016,11,DET,0.5,0.8,0,6.6,7,0,0,56.25,0.1,0.3,0,0,0.3,0.29
39,ChaseDaniel,PHI,QB,2016,11,SEA,0.5,0.8,0,6.5,6,0,0,52.08,0.1,0.3,0,0,0.3,0.29
41,ShaunHill,MIN,QB,2016,11,ARI,0.5,0.8,0,6.3,6,0,0,52.08,0.1,0.2,0,0,0.3,0.27
41,MattMoore,MIA,QB,2016,11,LAR,0.5,0.8,0,6.2,6,0,0,52.08,0.1,0.2,0,0,0.3,0.27
43,LukeMcCown,NO,QB,2016,11,CAR,0.4,0.7,0,5.5,6,0,0,52.08,0.1,0.2,0,0,0.2,0.24
43,DanOrlovsky,DET,QB,2016,11,JAX,0.4,0.7,0,5.5,6,0,0,52.08,0,0.2,0,0,0.2,0.24
45,DerekAnderson,CAR,QB,2016,11,NO,0.4,0.6,0,5.2,5,0,0,47.92,0.1,0,0,0,0.2,0.21
46,RyanMallett,BAL,QB,2016,11,DAL,0.3,0.5,0,4.2,4,0,0,43.75,0.1,0.2,0,0,0.2,0.19
46,EJManuel,BUF,QB,2016,11,CIN,0.3,0.5,0,3.7,0,0,0,0,0.1,0.4,0,0,0.2,0.19
46,JimmyGaroppoloIR,NE,QB,2016,11,SF,0.4,0.6,0,4.7,5,0,0,47.92,0.1,0,0,0,0.2,0.19
49,TomSavage,HOU,QB,2016,11,OAK,0.6,1,100,8.2,8,0,0.1,100,0.1,0.4,0,0,0.2,0.17
49,MattMcGloin,OAK,QB,2016,11,HOU,0.3,0.5,0,3.8,0,0,0,0,0,0.2,0,0,0.2,0.17
51,MikeGlennon,TB,QB,2016,11,KC,0.3,0.4,0,3.5,0,0,0,0,0,0.1,0,0,0.2,0.15
52,TrevoneBoykin,SEA,QB,2016,11,PHI,0.2,0.4,0,3.3,0,0,0,0,0.1,-0.1,0,0,0.1,0.12
53,MattCassel,TEN,QB,2016,11,IND,0.2,0.3,0,2.3,0,0,0,0,0,0,0,0,0.1,0.09
54,JoeWebb,CAR,QB,2016,11,NO,0.1,0.1,0,1.1,0,0,0,0,0,0,0,0,0,0.04
55,MattBarkley,CHI,QB,2016,11,NYG,0.4,0.6,0,5.2,5,0,0.1,47.92,0.1,0.2,0,0,0,0.03
56,BrettHundley,GB,QB,2016,11,WAS,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.02
57,GarrettGrayson,NO,QB,2016,11,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,JoeCallahan,CLE,QB,2016,11,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,KevinHogan,CLE,QB,2016,11,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,ZachMettenberger,PIT,QB,2016,11,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,RobertGriffinIII,CLE,QB,2016,11,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,MarkSanchez,DAL,QB,2016,11,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,KellenMoore,DAL,QB,2016,11,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,DavidFales,BAL,QB,2016,11,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,AlexTanney,TEN,QB,2016,11,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,StephenMorris,IND,QB,2016,11,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,RyanGriffin,TB,QB,2016,11,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,TylerBray,KC,QB,2016,11,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,JoelStave,KC,QB,2016,11,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
