Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,MattRyan,ATL,QB,2013,1,NO,28,39,71.8,308,7.9,3,0,120.46,2,9,4.5,0,25.2,25.22
2,DrewBrees,NO,QB,2013,1,ATL,34,53,64.2,430,8.1,2,1,94.06,0,2,0,0,23.4,23.4
3,TomBrady,NE,QB,2013,1,BUF,33,58,56.9,406,7,2,1,82.97,1,3,3,0,22.5,22.54
4,PeytonManning,DEN,QB,2013,1,BAL,32,46,69.6,373,8.1,2,1,99.28,0,-1,0,0,20.8,20.82
5,TonyRomo,DAL,QB,2013,1,NYG,24,38,63.2,303,8,2,0,105.48,1,1,1,0,20.2,20.22
6,AaronRodgersP,GB,QB,2013,1,SF,23,34,67.6,276,8.1,2,0,111.89,2,11,5.5,0,20.1,20.14
7,AndrewLuck,IND,QB,2013,1,OAK,27,55,49.1,330,6,1,0,74.05,7,22,3.1,0,19.4,19.4
8,BenRoethlisberger,PIT,QB,2013,1,TEN,20,36,55.6,251,7,2,0,95.95,3,11,3.7,0,19.1,19.14
9,MatthewStafford,DET,QB,2013,1,MIN,41,70,58.6,451,6.4,1,2,70.6,2,5,2.5,0,18.5,18.54
10,MichaelVick,PHI,QB,2013,1,WAS,23,40,57.5,251,6.3,1,0,84.48,7,44,6.3,0,18.4,18.44
11,ColinKaepernick,SF,QB,2013,1,GB,15,25,60,227,9.1,1,0,103.25,6,51,8.5,0,18.2,18.18
12,EliManning,NYG,QB,2013,1,DAL,19,33,57.6,248,7.5,2,0,101.58,0,2,0,0,18.1,18.12
13,RobertGriffinIII,WAS,QB,2013,1,PHI,17,29,58.6,211,7.3,1,0,92.74,7,52,7.4,0,17.6,17.64
14,AlexSmith,KC,QB,2013,1,JAX,24,33,72.7,264,8,2,1,103.6,3,10,3.3,0,17.6,17.56
15,JoeFlacco,BAL,QB,2013,1,DEN,14,25,56,220,8.8,2,0,112.08,1,3,3,0,17.1,17.1
16,CamNewton,CAR,QB,2013,1,SEA,15,27,55.6,198,7.3,1,0,91.28,7,50,7.1,0,16.9,16.92
17,CarsonPalmer,ARI,QB,2013,1,LAR,28,45,62.2,295,6.6,1,0,88.66,0,1,0,0,15.9,15.9
18,AndyDalton,CIN,QB,2013,1,CHI,30,53,56.6,298,5.6,1,1,71.11,4,13,3.2,0,15.2,15.22
19,RyanTannehill,MIA,QB,2013,1,CLE,18,32,56.2,196,6.1,1,0,84.9,5,31,6.2,0,14.9,14.94
20,JayCutler,CHI,QB,2013,1,CIN,18,32,56.2,225,7,1,0,88.67,3,19,6.3,0,14.9,14.9
21,RussellWilsonP,SEA,QB,2013,1,CAR,11,17,64.7,163,9.6,1,0,115.56,5,41,8.2,0,14.6,14.62
22,JoshFreeman,TB,QB,2013,1,NYJ,27,54,50,334,6.2,1,2,60.26,3,12,4,0,14.6,14.56
23,EJManuel,BUF,QB,2013,1,NE,19,32,59.4,208,6.5,1,0,89.06,6,19,3.2,0,14.2,14.22
24,SamBradfordQ,LAR,QB,2013,1,ARI,21,36,58.3,226,6.3,1,0,86.11,2,10,5,0,14,14.04
25,BlaineGabbertP,JAX,QB,2013,1,KC,21,33,63.6,209,6.3,1,0,91.6,2,6,3,0,13,12.96
26,ChristianPonder,MIN,QB,2013,1,DET,16,28,57.1,168,6,1,0,86.61,5,22,4.4,0,12.9,12.92
27,PhilipRivers,LAC,QB,2013,1,HOU,19,32,59.4,196,6.1,1,0,87.5,2,6,3,0,12.4,12.44
28,JakeLocker,TEN,QB,2013,1,PIT,19,36,52.8,249,6.9,0,1,63.31,6,41,6.8,0,12.1,12.06
29,MattSchaub,HOU,QB,2013,1,LAC,34,50,68,351,7,0,1,79.67,0,0,0,0,12,12.04
30,BrandonWeeden,CLE,QB,2013,1,MIA,25,39,64.1,290,7.4,0,1,75.8,3,12,4,0,10.8,10.8
31,GenoSmith,NYJ,QB,2013,1,TB,14,26,53.8,176,6.8,0,1,59.13,4,21,5.2,0,7.1,7.14
32,LukeMcCown,NO,QB,2013,1,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,ChadHenne,JAX,QB,2013,1,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,KyleOrton,DAL,QB,2013,1,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
