Rank,Name,Team,Position,Season,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,AntonioBrown,PIT,WR,2015,3,LAR,13,8,61.5,100,1,0,7.7,12.5,0,0,0,0,0,0,16,16
2,JulioJonesP,ATL,WR,2015,3,DAL,10,7,70,98,1,0,9.8,14,0,0,0,0,0,0,15.8,15.8
3,OdellBeckhamJr,NYG,WR,2015,3,WAS,12,7,58.3,96,1,0,8,13.7,0,1,0,0,0,0,15.7,15.7
4,DemaryiusThomas,DEN,WR,2015,3,DET,10,7,70,92,1,0,9.2,13.1,0,0,0,0,0,0,15.2,15.2
5,EmmanuelSanders,DEN,WR,2015,3,DET,9,6,66.7,79,1,0,8.8,13.2,0,1,0,0,0,0,14,14
5,RandallCobbQ,GB,WR,2015,3,KC,10,6,60,77,1,0,7.7,12.8,0,3,0,0,0,0,14,14
7,BrandonMarshall,NYJ,WR,2015,3,PHI,10,6,60,74,1,0,7.4,12.3,0,0,0,0,0,0,13.4,13.4
7,CalvinJohnson,DET,WR,2015,3,DEN,8,5,62.5,74,1,0,9.2,14.8,0,0,0,0,0,0,13.4,13.4
9,JamesJones,GB,WR,2015,3,KC,5,4,80,46,1,0,9.2,11.5,0,0,0,0,0,0,10.6,10.6
10,T.Y.Hilton,IND,WR,2015,3,TEN,7,5,71.4,80,0,0,11.4,16,0,0,0,0,0,0,8,8
11,JulianEdelmanSUS,NE,WR,2015,3,JAX,11,7,63.6,75,0,0,6.8,10.7,1,2,2,0,0,0,7.7,7.7
12,AJGreenP,CIN,WR,2015,3,BAL,7,5,71.4,75,0,0,10.7,15,0,0,0,0,0,0,7.5,7.5
12,DeAndreHopkinsQ,HOU,WR,2015,3,TB,8,5,62.5,75,0,0,9.4,15,0,0,0,0,0,0,7.5,7.5
14,LarryFitzgeraldQ,ARI,WR,2015,3,SF,7,5,71.4,70,0,0,10,14,0,0,0,0,0,0,7,7
15,MikeEvans,TB,WR,2015,3,HOU,6,4,66.7,67,0,0,11.2,16.8,0,0,0,0,0,0,6.7,6.7
16,AllenRobinson,JAX,WR,2015,3,NE,9,5,55.6,66,0,0,7.3,13.2,0,0,0,0,0,0,6.6,6.6
16,KeenanAllenQ,LAC,WR,2015,3,MIN,8,5,62.5,66,0,0,8.2,13.2,0,0,0,0,0,0,6.6,6.6
16,JarvisLandry,MIA,WR,2015,3,BUF,11,6,54.5,65,0,0,5.9,10.8,0,1,0,0,0,0,6.6,6.6
16,JeremyMaclin,KC,WR,2015,3,GB,8,5,62.5,66,0,0,8.2,13.2,0,0,0,0,0,0,6.6,6.6
20,AmariCooper,OAK,WR,2015,3,CLE,7,5,71.4,65,0,0,9.3,13,0,0,0,0,0,0,6.5,6.5
21,SteveSmith,BAL,WR,2015,3,CIN,8,5,62.5,64,0,0,8,12.8,0,0,0,0,0,0,6.4,6.4
21,GoldenTateQ,DET,WR,2015,3,DEN,8,5,62.5,64,0,0,8,12.8,0,0,0,0,0,0,6.4,6.4
23,PierreGarcon,WAS,WR,2015,3,NYG,9,5,55.6,62,0,0,6.9,12.4,0,0,0,0,0,0,6.2,6.2
24,TerranceWilliams,DAL,WR,2015,3,ATL,5,4,80,61,0,0,12.2,15.2,0,0,0,0,0,0,6.1,6.1
25,KendallWright,TEN,WR,2015,3,IND,7,5,71.4,59,0,0,8.4,11.8,0,1,0,0,0,0,6,6
25,BrandinCooks,NO,WR,2015,3,CAR,7,5,71.4,56,0,0,8,11.2,0,4,0,0,0,0,6,6
25,VincentJackson,TB,WR,2015,3,HOU,5,4,80,60,0,0,12,15,0,0,0,0,0,0,6,6
25,AnquanBoldin,SF,WR,2015,3,ARI,7,5,71.4,60,0,0,8.6,12,0,0,0,0,0,0,6,6
29,JordanMatthewsP,PHI,WR,2015,3,NYJ,9,5,55.6,59,0,0,6.6,11.8,0,0,0,0,0,0,5.9,5.9
29,DavanteAdams,GB,WR,2015,3,KC,5,4,80,59,0,0,11.8,14.8,0,0,0,0,0,0,5.9,5.9
31,JohnBrown,ARI,WR,2015,3,SF,7,4,57.1,58,0,0,8.3,14.5,0,0,0,0,0,0,5.8,5.8
32,SammyWatkins,BUF,WR,2015,3,MIA,5,4,80,57,0,0,11.4,14.2,0,0,0,0,0,0,5.7,5.7
33,MikeWallaceIR,MIN,WR,2015,3,LAC,6,4,66.7,56,0,0,9.3,14,0,0,0,0,0,0,5.6,5.6
34,RoddyWhite,ATL,WR,2015,3,DAL,6,4,66.7,54,0,0,9,13.5,0,0,0,0,0,0,5.4,5.4
34,DougBaldwinQ,SEA,WR,2015,3,CHI,6,4,66.7,54,0,0,9,13.5,0,0,0,0,0,0,5.4,5.4
36,AndreJohnson,IND,WR,2015,3,TEN,7,4,57.1,53,0,0,7.6,13.2,0,0,0,0,0,0,5.3,5.3
36,KennyBritt,LAR,WR,2015,3,PIT,5,4,80,53,0,0,10.6,13.2,0,0,0,0,0,0,5.3,5.3
38,DonteMoncrief,IND,WR,2015,3,TEN,7,4,57.1,51,0,0,7.3,12.8,0,0,0,0,0,0,5.1,5.1
38,MichaelCrabtree,OAK,WR,2015,3,CLE,6,4,66.7,51,0,0,8.5,12.8,0,0,0,0,0,0,5.1,5.1
38,SteveJohnson,LAC,WR,2015,3,MIN,7,4,57.1,51,0,0,7.3,12.8,0,0,0,0,0,0,5.1,5.1
38,PercyHarvin,BUF,WR,2015,3,MIA,7,4,57.1,45,0,0,6.4,11.2,1,6,6,0,0,0,5.1,5.1
42,EddieRoyal,CHI,WR,2015,3,SEA,7,4,57.1,49,0,0,7,12.2,0,0,0,0,0,0,4.9,4.9
43,RuebenRandleIR,NYG,WR,2015,3,WAS,5,4,80,48,0,0,9.6,12,0,0,0,0,0,0,4.8,4.8
43,CharlesJohnson,MIN,WR,2015,3,LAC,7,4,57.1,48,0,0,6.9,12,0,0,0,0,0,0,4.8,4.8
43,MarkusWheaton,PIT,WR,2015,3,LAR,5,4,80,47,0,0,9.4,11.8,0,1,0,0,0,0,4.8,4.8
43,TorreySmith,SF,WR,2015,3,ARI,5,3,60,48,0,0,9.6,16,0,0,0,0,0,0,4.8,4.8
47,MarquesColston,NO,WR,2015,3,CAR,7,4,57.1,47,0,0,6.7,11.8,0,0,0,0,0,0,4.7,4.7
47,NateWashington,HOU,WR,2015,3,TB,5,3,60,47,0,0,9.4,15.7,0,0,0,0,0,0,4.7,4.7
49,TravisBenjaminQ,CLE,WR,2015,3,OAK,5,3,60,45,0,0,9,15,0,0,0,0,0,0,4.5,4.5
49,AllenHurns,JAX,WR,2015,3,NE,5,3,60,45,0,0,9,15,0,0,0,0,0,0,4.5,4.5
51,TedGinnP,CAR,WR,2015,3,NO,5,3,60,44,0,0,8.8,14.7,0,0,0,0,0,0,4.4,4.4
52,ColeBeasleyQ,DAL,WR,2015,3,ATL,6,4,66.7,43,0,0,7.2,10.8,0,0,0,0,0,0,4.3,4.3
52,AndrewHawkins,CLE,WR,2015,3,OAK,6,4,66.7,43,0,0,7.2,10.8,0,0,0,0,0,0,4.3,4.3
54,LeonardHankerson,ATL,WR,2015,3,DAL,7,4,57.1,42,0,0,6,10.5,0,0,0,0,0,0,4.2,4.2
54,CecilShorts,HOU,WR,2015,3,TB,6,4,66.7,42,0,0,7,10.5,0,0,0,0,0,0,4.2,4.2
54,MalcomFloyd,LAC,WR,2015,3,MIN,4,3,75,42,0,0,10.5,14,0,0,0,0,0,0,4.2,4.2
54,DarriusHeyward-Bey,PIT,WR,2015,3,LAR,5,3,60,42,0,0,8.4,14,0,0,0,0,0,0,4.2,4.2
54,JermaineKearse,SEA,WR,2015,3,CHI,5,3,60,42,0,0,8.4,14,0,0,0,0,0,0,4.2,4.2
59,MarvinJones,CIN,WR,2015,3,BAL,5,3,60,40,0,0,8,13.3,0,0,0,0,0,0,4,4
60,StedmanBailey,LAR,WR,2015,3,PIT,5,3,60,38,0,0,7.6,12.7,0,1,0,0,0,0,3.9,3.9
61,NelsonAgholor,PHI,WR,2015,3,NYJ,5,3,60,38,0,0,7.6,12.7,0,0,0,0,0,0,3.8,3.8
61,RishardMatthews,MIA,WR,2015,3,BUF,5,3,60,38,0,0,7.6,12.7,0,0,0,0,0,0,3.8,3.8
63,CoreyBrown,CAR,WR,2015,3,NO,5,3,60,36,0,0,7.2,12,0,1,0,0,0,0,3.7,3.7
64,RyanGrant,WAS,WR,2015,3,NYG,4,3,75,36,0,0,9,12,0,0,0,0,0,0,3.6,3.6
64,KamarAiken,BAL,WR,2015,3,CIN,4,3,75,36,0,0,9,12,0,0,0,0,0,0,3.6,3.6
64,BrandonColeman,NO,WR,2015,3,CAR,5,3,60,36,0,0,7.2,12,0,0,0,0,0,0,3.6,3.6
67,MarqiseLeeIR,JAX,WR,2015,3,NE,4,3,75,34,0,0,8.5,11.3,0,1,0,0,0,0,3.5,3.5
67,TavonAustin,LAR,WR,2015,3,PIT,3,2,66.7,19,0,0,6.3,9.5,2,16,8,0,0,0,3.5,3.5
69,PrestonParker,NYG,WR,2015,3,WAS,5,3,60,34,0,0,6.8,11.3,0,0,0,0,0,0,3.4,3.4
69,HarryDouglas,TEN,WR,2015,3,IND,5,3,60,34,0,0,6.8,11.3,0,0,0,0,0,0,3.4,3.4
69,BrianHartline,CLE,WR,2015,3,OAK,5,3,60,34,0,0,6.8,11.3,0,0,0,0,0,0,3.4,3.4
69,JariusWright,MIN,WR,2015,3,LAC,3,2,66.7,32,0,0,10.7,16,0,2,0,0,0,0,3.4,3.4
73,MichaelFloyd,ARI,WR,2015,3,SF,3,2,66.7,33,0,0,11,16.5,0,0,0,0,0,0,3.3,3.3
74,MohamedSanu,CIN,WR,2015,3,BAL,4,2,50,31,0,0,7.8,15.5,0,1,0,0,0,0,3.2,3.2
74,DannyAmendola,NE,WR,2015,3,JAX,5,3,60,32,0,0,6.4,10.7,0,0,0,0,0,0,3.2,3.2
76,DevinFunchess,CAR,WR,2015,3,NO,3,2,66.7,31,0,0,10.3,15.5,0,0,0,0,0,0,3.1,3.1
76,TylerLockett,SEA,WR,2015,3,CHI,3,2,66.7,31,0,0,10.3,15.5,0,0,0,0,0,0,3.1,3.1
78,AndreRoberts,WAS,WR,2015,3,NYG,3,2,66.7,30,0,0,10,15,0,0,0,0,0,0,3,3
78,AaronDobsonIR,NE,WR,2015,3,JAX,3,2,66.7,30,0,0,10,15,0,0,0,0,0,0,3,3
78,KennyStills,MIA,WR,2015,3,BUF,3,2,66.7,30,0,0,10,15,0,0,0,0,0,0,3,3
78,GregJennings,MIA,WR,2015,3,BUF,3,2,66.7,30,0,0,10,15,0,0,0,0,0,0,3,3
78,RobertWoods,BUF,WR,2015,3,MIA,5,3,60,30,0,0,6,10,0,0,0,0,0,0,3,3
78,MarquessWilson,CHI,WR,2015,3,SEA,5,3,60,30,0,0,6,10,0,0,0,0,0,0,3,3
84,AndreHolmes,OAK,WR,2015,3,CLE,3,2,66.7,29,0,0,9.7,14.5,0,0,0,0,0,0,2.9,2.9
84,RileyCooper,PHI,WR,2015,3,NYJ,4,2,50,29,0,0,7.2,14.5,0,0,0,0,0,0,2.9,2.9
86,JustinHunter,TEN,WR,2015,3,IND,3,2,66.7,28,0,0,9.3,14,0,0,0,0,0,0,2.8,2.8
86,TaylorGabriel,CLE,WR,2015,3,OAK,4,2,50,28,0,0,7,14,0,0,0,0,0,0,2.8,2.8
88,LouisMurphy,TB,WR,2015,3,HOU,3,2,66.7,27,0,0,9,13.5,0,0,0,0,0,0,2.7,2.7
89,MarlonBrownIR,BAL,WR,2015,3,CIN,3,2,66.7,26,0,0,8.7,13,0,0,0,0,0,0,2.6,2.6
89,JordanNorwood,DEN,WR,2015,3,DET,3,2,66.7,26,0,0,8.7,13,0,0,0,0,0,0,2.6,2.6
91,QuincyEnunwa,NYJ,WR,2015,3,PHI,3,2,66.7,24,0,0,8,12,0,0,0,0,0,0,2.4,2.4
91,JoshBellamy,CHI,WR,2015,3,SEA,3,2,66.7,24,0,0,8,12,0,0,0,0,0,0,2.4,2.4
93,DevinSmith,NYJ,WR,2015,3,PHI,3,2,66.7,23,0,0,7.7,11.5,0,0,0,0,0,0,2.3,2.3
93,JaronBrown,ARI,WR,2015,3,SF,3,2,66.7,23,0,0,7.7,11.5,0,0,0,0,0,0,2.3,2.3
93,De'AnthonyThomas,KC,WR,2015,3,GB,3,2,66.7,18,0,0,6,9,1,5,5,0,0,0,2.3,2.3
96,AlbertWilson,KC,WR,2015,3,GB,3,2,66.7,22,0,0,7.3,11,0,0,0,0,0,0,2.2,2.2
97,DevinStreet,DAL,WR,2015,3,ATL,3,2,66.7,21,0,0,7,10.5,0,0,0,0,0,0,2.1,2.1
97,MilesAustin,PHI,WR,2015,3,NYJ,3,2,66.7,21,0,0,7,10.5,0,0,0,0,0,0,2.1,2.1
99,DwayneHarris,NYG,WR,2015,3,WAS,3,2,66.7,20,0,0,6.7,10,0,0,0,0,0,0,2,2
99,PhillipDorsettP,IND,WR,2015,3,TEN,3,2,66.7,20,0,0,6.7,10,0,0,0,0,0,0,2,2
99,DorialGreen-Beckham,TEN,WR,2015,3,IND,4,2,50,20,0,0,5,10,0,0,0,0,0,0,2,2
99,JeremyKerley,NYJ,WR,2015,3,PHI,3,2,66.7,20,0,0,6.7,10,0,0,0,0,0,0,2,2
103,LanceMoore,DET,WR,2015,3,DEN,3,2,66.7,18,0,0,6,9,0,0,0,0,0,0,1.8,1.8
104,CordarrellePatterson,MIN,WR,2015,3,LAC,2,1,50,13,0,0,6.5,13,1,4,4,0,0,0,1.7,1.7
104,QuintonPatton,SF,WR,2015,3,ARI,3,2,66.7,17,0,0,5.7,8.5,0,0,0,0,0,0,1.7,1.7
106,JoshHuff,PHI,WR,2015,3,NYJ,3,2,66.7,16,0,0,5.3,8,0,0,0,0,0,0,1.6,1.6
106,JaelenStrong,HOU,WR,2015,3,TB,3,2,66.7,16,0,0,5.3,8,0,0,0,0,0,0,1.6,1.6
106,ChrisHogan,BUF,WR,2015,3,MIA,1,1,100,16,0,0,16,16,0,0,0,0,0,0,1.6,1.6
106,CodyLatimerO,DEN,WR,2015,3,DET,3,2,66.7,16,0,0,5.3,8,0,0,0,0,0,0,1.6,1.6
110,ChrisMatthewsIR,SEA,WR,2015,3,CHI,3,2,66.7,15,0,0,5,7.5,0,0,0,0,0,0,1.5,1.5
111,ChrisGivens,LAR,WR,2015,3,PIT,1,1,100,14,0,0,14,14,0,0,0,0,0,0,1.4,1.4
111,DevanteParkerQ,MIA,WR,2015,3,BUF,3,2,66.7,14,0,0,4.7,7,0,0,0,0,0,0,1.4,1.4
113,JasonAvant,KC,WR,2015,3,GB,1,1,100,13,0,0,13,13,0,0,0,0,0,0,1.3,1.3
114,JamisonCrowder,WAS,WR,2015,3,NYG,2,1,50,12,0,0,6,12,0,0,0,0,0,0,1.2,1.2
114,BryanWalters,JAX,WR,2015,3,NE,1,1,100,12,0,0,12,12,0,0,0,0,0,0,1.2,1.2
114,AndreCaldwell,DEN,WR,2015,3,DET,2,1,50,12,0,0,6,12,0,0,0,0,0,0,1.2,1.2
