Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,RussellWilson,SEA,QB,2017,13,PHI,24.3,37,64.9,261.9,7.1,1.9,1,92.4,5.7,29.8,5,0.2,19.7,19.66
2,TomBrady,NE,QB,2017,13,BUF,24.5,37.9,63.2,289.8,7.6,2.3,0.6,93.09,1.6,0.8,0.5,0,19.3,19.27
3,PhilipRivers,LAC,QB,2017,13,CLE,22.2,34.9,62.9,269.5,7.7,2.2,0.5,105.65,1.1,0.7,1,0,18.2,18.25
4,CarsonWentz,PHI,QB,2017,13,SEA,20.4,34.9,57.1,243.2,6.9,2,0.6,85.77,4.3,18.5,4.5,0,18,17.98
5,KirkCousins,WAS,QB,2017,13,DAL,23.5,36.9,64.9,273.2,7.4,2,0.6,93.64,2.8,7.5,2.7,0,17.9,17.88
6,CamNewton,CAR,QB,2017,13,NO,16.7,27.9,60.7,223.2,8,1.4,0.8,82.89,7,34.3,4.9,0.3,17.8,17.76
7,DrewBrees,NO,QB,2017,13,CAR,22.9,36.4,63.9,267.5,7.4,1.9,0.6,93.29,1.5,2.5,1,0,17,16.95
8,MattRyan,ATL,QB,2017,13,MIN,21.2,35.2,60,260.6,7.5,1.8,0.7,90.3,1.9,5.9,3,0,16.4,16.41
9,TyrodTaylorQ,BUF,QB,2017,13,NE,19,31.1,61.3,219.7,7.1,1.3,0.6,80.04,5.1,26.3,5.2,0.2,16.2,16.22
10,JaredGoff,LAR,QB,2017,13,ARI,21.8,34.6,62.9,263.3,7.5,1.8,0.8,92.92,2.2,4.5,2,0,16.2,16.18
11,MarcusMariotaP,TEN,QB,2017,13,HOU,20.6,32.7,63.6,239.6,7.3,1.6,0.9,92.99,3.9,13.5,3.5,0.1,15.7,15.73
12,CaseKeenum,MIN,QB,2017,13,ATL,22,33.7,64.7,248.9,7.3,1.7,0.8,93.87,2,7.8,4,0,15.5,15.54
13,BenRoethlisberger,PIT,QB,2017,13,CIN,21.8,36.6,59.5,254.8,6.9,1.9,1,87.11,1.5,1,0.5,0,15.5,15.49
