Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,JacksonvilleJaguars,JAX,DST,2017,7,IND,0,3.6,0,1.1,0.7,0.1,0,0,20.1,9.6,9.6
2,LosAngelesRams,LAR,DST,2017,7,ARI,0,3.1,0,1.1,0.7,0,0,0,20.8,8.9,8.9
3,TennesseeTitans,TEN,DST,2017,7,CLE,0,2.7,0,1.3,0.6,0,0,0,18.9,8.7,8.7
4,DallasCowboys,DAL,DST,2017,7,SF,0,3.1,0,1.1,0.5,0,0,0,20.9,8.5,8.5
5,BuffaloBills,BUF,DST,2017,7,TB,0,2.4,0,1.1,0.8,0,0,0,20.4,8.4,8.4
5,CarolinaPanthers,CAR,DST,2017,7,CHI,0,3,0,0.8,0.7,0.1,0,0,18.2,8.4,8.4
5,MiamiDolphins,MIA,DST,2017,7,NYJ,0,3,0,0.9,0.7,0,0,0,18,8.4,8.4
8,MinnesotaVikings,MIN,DST,2017,7,BAL,0,2.5,0,1.1,0.7,0,0,0,16.2,8.3,8.3
8,SeattleSeahawks,SEA,DST,2017,7,NYG,0,2.5,0,1.1,0.7,0,0,0,17.2,8.3,8.3
10,PittsburghSteelers,PIT,DST,2017,7,CIN,0,2.8,0,0.8,0.6,0,0,0,17.5,7.8,7.8
11,DenverBroncos,DEN,DST,2017,7,LAC,0,2.3,0,1.1,0.5,0,0,0,19.7,7.7,7.7
12,NewOrleansSaints,NO,DST,2017,7,GB,0,2.3,0,1.3,0.6,0,0,0,22.9,7.3,7.3
13,NewYorkGiants,NYG,DST,2017,7,SEA,0,2.2,0,0.8,0.6,0,0,0,20.6,7.2,7.2
14,BaltimoreRavens,BAL,DST,2017,7,MIN,0,1.9,0,0.8,0.7,0,0,0,20.9,7.1,7.1
15,LosAngelesChargers,LAC,DST,2017,7,DEN,0,2.9,0,0.8,0.6,0,0,0,21.1,6.9,6.9
16,NewYorkJets,NYJ,DST,2017,7,MIA,0,1.8,0,0.9,0.5,0,0,0,19,6.8,6.8
16,WashingtonRedskins,WAS,DST,2017,7,PHI,0,2.8,0,0.7,0.7,0,0,0,25.6,6.8,6.8
18,PhiladelphiaEagles,PHI,DST,2017,7,WAS,0,2.1,0,0.9,0.8,0,0,0,21.4,6.7,6.7
19,ChicagoBears,CHI,DST,2017,7,CAR,0,2.8,0,0.7,0.6,0,0,0,22.4,6.6,6.6
20,CincinnatiBengals,CIN,DST,2017,7,PIT,0,2.1,0,1,0.4,0,0,0,21.5,6.1,6.1
21,TampaBayBuccaneers,TB,DST,2017,7,BUF,0,2.3,0,0.8,0.4,0,0,0,23.7,5.9,5.9
21,ArizonaCardinals,ARI,DST,2017,7,LAR,0,1.7,0,0.8,0.7,0,0,0,24.1,5.9,5.9
23,GreenBayPackers,GB,DST,2017,7,NO,0,1.8,0,0.9,0.4,0.1,0,0,24.7,5.8,5.8
23,IndianapolisColts,IND,DST,2017,7,JAX,0,1.8,0,0.9,0.5,0,0,0,23.6,5.8,5.8
25,KansasCityChiefs,KC,DST,2017,7,OAK,0,2.1,0,0.6,0.6,0,0,0,23,5.7,5.7
26,NewEnglandPatriots,NE,DST,2017,7,ATL,0,2,0,0.8,0.4,0,0,0,26.6,5.6,5.6
27,ClevelandBrowns,CLE,DST,2017,7,TEN,0,1.4,0,0.7,0.4,0,0,0,25,4.8,4.8
28,OaklandRaiders,OAK,DST,2017,7,KC,0,2.2,0,0.4,0.5,0,0,0,26,4.6,4.6
29,SanFrancisco49ers,SF,DST,2017,7,DAL,0,1.6,0,0.6,0.5,0,0,0,27.6,4.4,4.4
30,AtlantaFalcons,ATL,DST,2017,7,NE,0,1.8,0,0.5,0.5,0.1,0,0,29.2,3.6,3.6
