Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,RussellWilson,SEA,QB,2017,10,ARI,23.9,37.6,63.2,270,7.1,1.8,0.9,90.9,5.2,24.6,5,0.1,18.7,18.66
2,DakPrescott,DAL,QB,2017,10,ATL,20.3,32.7,60.6,233.9,7.1,1.7,0.5,102.34,4.35,20.9,5.2,0.2,18,18.05
3,MatthewStafford,DET,QB,2017,10,CLE,22.8,37.5,60.5,272.6,7.2,2,0.8,89.04,2.6,3.7,1.3,0,17.3,17.27
4,TomBrady,NE,QB,2017,10,DEN,24.8,38.7,64.1,271.6,7,2.1,0.9,90.97,1.8,1,0.5,0,17.2,17.16
5,CamNewton,CAR,QB,2017,10,MIA,19.4,33,57.6,236.6,7.2,1.4,0.9,77.46,6.9,28.1,4,0.2,16.7,16.67
6,MattRyan,ATL,QB,2017,10,DAL,22.6,35.6,63.9,268.4,7.4,1.8,0.6,93.29,2,4,2,0,16.5,16.54
7,JaredGoff,LAR,QB,2017,10,HOU,20.1,33.3,60.6,257.2,7.8,1.9,0.8,92.61,2.3,5.6,3,0,16.4,16.45
8,BenRoethlisberger,PIT,QB,2017,10,IND,20.7,34.1,61.8,258.4,7.6,1.9,0.7,92.52,2.1,2.2,1,0,16.4,16.36
9,DrewBrees,NO,QB,2017,10,BUF,24.8,38.6,64.1,281.5,7.2,1.8,1,92.04,1.6,0.7,0.5,0,16.1,16.13
10,TyrodTaylorQ,BUF,QB,2017,10,NO,18.3,30.6,58.1,214.1,6.9,1.5,0.7,87.3,6,25.2,4.2,0.1,15.7,15.68
11,MarcusMariotaP,TEN,QB,2017,10,CIN,20.1,33.3,60.6,229.7,7,1.5,0.8,89.2,3.9,14.6,3.8,0.1,15.2,15.25
12,JoshMcCown,NYJ,QB,2017,10,TB,22.1,33.9,64.7,234.9,6.9,1.7,0.8,92.16,2.7,9.4,3,0,14.9,14.94
13,KirkCousins,WAS,QB,2017,10,MIN,22.5,36.7,59.5,258.6,7,1.5,0.9,87.56,2.6,7.3,2.3,0,14.7,14.67
14,EliManning,NYG,QB,2017,10,SF,21.9,37.7,57.9,243.8,6.4,1.7,0.8,83.66,1.3,1.1,1,0,14.7,14.66
15,AndyDalton,CIN,QB,2017,10,TEN,20.9,36.6,56.8,240.4,6.5,1.5,1,83.16,3,7.6,2.7,0,14,13.98
16,CaseKeenum,MIN,QB,2017,10,WAS,22,34.3,64.7,236.3,6.9,1.4,0.9,82.48,1.7,7.3,3.5,0,13.6,13.58
17,RyanFitzpatrick,TB,QB,2017,10,NYJ,16.9,28.2,60.7,225.8,8.1,1.3,1,83.33,2.6,16.7,5.7,0,13.5,13.5
18,BlakeBortles,JAX,QB,2017,10,LAC,17.2,29.5,56.7,203.3,6.8,1.1,0.9,74.72,4,19.8,5,0.1,12.7,12.71
19,JacobyBrissett,IND,QB,2017,10,PIT,19.8,33.1,60.6,209.5,6.4,1,1,76.58,4.2,18.1,4.5,0.1,12.2,12.19
20,CJBeathard,SF,QB,2017,10,NYG,19.4,33,57.6,200.5,6.1,1,1,72.79,3.2,17.6,6,0.1,12,11.98
21,PhilipRivers,LAC,QB,2017,10,JAX,19.9,35.5,55.6,236.6,6.6,1.3,1.1,73.5,1.1,0.8,1,0,11.9,11.94
22,JayCutler,MIA,QB,2017,10,CAR,19.2,34.2,55.9,223.8,6.6,1.2,1.2,73.65,1.6,4.2,2,0,11.4,11.37
23,BrockOsweiler,DEN,QB,2017,10,NE,19.5,34.7,57.1,217.2,6.2,1.2,1.1,73.15,1.7,1.8,1,0,11.1,11.07
24,BrettHundley,GB,QB,2017,10,CHI,18.2,31.8,56.2,187,5.8,1,1.1,70.7,3.5,16.8,4.2,0.1,11,10.96
25,MitchTrubisky,CHI,QB,2017,10,GB,15.7,25.5,61.5,177.6,6.8,1.1,0.8,78.69,3.2,15.6,5.3,0,10.9,10.86
26,DeshoneKizer,CLE,QB,2017,10,DET,18.1,31.8,56.2,192.1,6,1.1,1.2,71.35,4.6,17.4,3.4,0,10.8,10.82
27,TomSavage,HOU,QB,2017,10,LAR,17.6,30.7,58.1,193.1,6.2,0.9,1.1,73.72,1.5,2,1,0,8.9,8.92
28,DrewStanton,ARI,QB,2017,10,SEA,14.3,23.8,58.3,190.5,7.9,0.9,1.2,80.21,2.5,4,2,0,8.8,8.82
29,TrevorSiemian,DEN,QB,2017,10,NE,1.9,3,66.7,21.3,7,0.1,0.1,86.81,0.2,1,0,0,1.2,1.15
30,TeddyBridgewater,MIN,QB,2017,10,WAS,0.6,1,100,8.1,8,0.1,0,100,0,0.2,0,0,0.7,0.74
31,JimmyGaroppoloIR,SF,QB,2017,10,NYG,0.8,1.4,100,11,11,0.1,0.1,112.5,0.1,0.2,0,0,0.7,0.66
32,CodyKessler,CLE,QB,2017,10,DET,0.8,1.4,100,11,11,0.1,0.1,112.5,0.1,0.6,0,0,0.5,0.5
33,MikeGlennon,CHI,QB,2017,10,GB,0.4,0.7,0,5.9,6,0,0,52.08,0,0.1,0,0,0.2,0.25
