Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,AndrewLuckP,IND,QB,2014,16,DAL,24,38,63.2,292,7.7,3,1,102.08,4,22,5.5,0,23.9,23.88
2,AaronRodgersQ,GB,QB,2014,16,TB,22,33,66.7,275,8.3,2,0,112.56,3,15,5,0,20.5,20.5
3,PeytonManning,DEN,QB,2014,16,CIN,22,33,66.7,297,9,2,0,115.34,1,-1,-1,0,19.8,19.78
4,TomBrady,NE,QB,2014,16,NYJ,25,36,69.4,286,7.9,2,0,111.57,1,0,0,0,19.4,19.44
5,MattRyan,ATL,QB,2014,16,NO,26,38,68.4,313,8.2,2,1,100,1,8,8,0,19.3,19.32
6,DrewBrees,NO,QB,2014,16,ATL,27,38,71.1,319,8.4,2,1,102.85,1,2,2,0,19,18.96
7,TonyRomo,DAL,QB,2014,16,IND,22,32,68.8,254,7.9,2,0,113.28,1,2,2,0,18.4,18.36
8,RobertGriffinIII,WAS,QB,2014,16,PHI,20,31,64.5,265,8.5,1,0,102.22,5,34,6.8,0,18,18
9,MarkSanchez,PHI,QB,2014,16,WAS,22,33,66.7,266,8.1,2,1,98.8,2,4,2,0,17,17.04
10,MatthewStafford,DET,QB,2014,16,CHI,24,36,66.7,302,8.4,1,0,101.85,2,5,2.5,0,16.6,16.58
11,BenRoethlisberger,PIT,QB,2014,16,KC,26,40,65,289,7.2,1,0,94.69,2,7,3.5,0,16.3,16.26
12,ColinKaepernick,SF,QB,2014,16,LAC,17,27,63,208,7.7,1,0,99,6,35,5.8,0,15.8,15.82
13,RyanTannehillP,MIA,QB,2014,16,MIN,23,36,63.9,236,6.6,1,0,91.9,4,22,5.5,0,15.6,15.64
14,AlexSmith,KC,QB,2014,16,PIT,21,32,65.6,234,7.3,1,0,97.66,3,17,5.7,0,15.1,15.06
15,ShaunHill,LAR,QB,2014,16,NYG,19,32,59.4,217,6.8,1,0,90.23,2,12,6,0,13.9,13.88
16,CamNewton,CAR,QB,2014,16,CLE,19,32,59.4,219,6.8,1,1,77.47,6,31,5.2,0,13.9,13.86
17,KyleOrton,BUF,QB,2014,16,OAK,22,33,66.7,232,7,1,0,97.03,1,4,4,0,13.7,13.68
18,BlakeBortles,JAX,QB,2014,16,TEN,21,34,61.8,223,6.6,1,1,78.43,4,27,6.8,0,13.6,13.62
