Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,AaronRodgersQ,GB,QB,2016,17,DET,23.4,36.9,62.2,289.7,7.8,2.5,0.8,93.3,3.7,8.7,2.2,0,20.5,20.46
2,MattRyan,ATL,QB,2016,17,NO,23.2,34.8,65.7,296.4,8.5,2.4,0.8,99.23,2.4,2.2,1,0,19.5,19.48
3,RussellWilson,SEA,QB,2016,17,SF,20.3,33.4,60.6,263.1,8,1.9,0.6,93.37,4.7,21.1,4.2,0,18.6,18.63
4,DrewBrees,NO,QB,2016,17,ATL,25.7,42.6,60.5,297.5,6.9,2.3,1,87.16,1.6,1.2,0.5,0,18.6,18.62
5,TomBrady,NE,QB,2016,17,MIA,21.5,37.2,59.5,274.2,7.4,2.2,0.6,89.25,2.6,1.5,0.7,0,18.1,18.12
6,AndrewLuckP,IND,QB,2016,17,JAX,19.7,32.9,60.6,263.1,8,1.9,0.8,93.37,4.1,14.9,3.8,0,17.6,17.61
7,KirkCousins,WAS,QB,2016,17,NYG,25.7,37.5,68.4,280.7,7.4,1.8,0.9,96.49,2.2,8.2,4,0,17,17.05
8,MatthewStafford,DET,QB,2016,17,GB,24.9,36.3,69.4,270.9,7.5,1.8,0.8,98.26,2.4,6.4,3,0,16.7,16.68
9,JameisWinston,TB,QB,2016,17,CAR,23.6,34.7,68.6,261.5,7.5,1.7,1.1,97.56,3,11.5,4,0.1,16.4,16.41
10,BlakeBortles,JAX,QB,2016,17,IND,22,38.4,57.9,247.9,6.5,1.6,1.1,84.1,3.3,16.9,5.7,0.1,16,16.01
11,CamNewton,CAR,QB,2016,17,TB,16.4,27.4,59.3,219,8.1,1.4,0.9,82.18,5.4,19.3,3.8,0.2,15.1,15.09
12,CarsonPalmer,ARI,QB,2016,17,LAR,23.4,39.8,57.5,264.4,6.6,1.7,1,83.75,1.4,0.6,1,0,14.8,14.84
13,PhilipRivers,LAC,QB,2016,17,KC,21.3,38,55.3,264.6,7,1.7,1.1,83.77,1.5,1.3,0.5,0,14.7,14.71
14,SamBradfordQ,MIN,QB,2016,17,CHI,19,31.6,59.4,252.7,7.9,1.3,0.4,94.92,1.8,3.6,2,0,14.5,14.47
15,JoeFlacco,BAL,QB,2016,17,CIN,25.9,40.9,63.4,262.4,6.4,1.4,1.1,79.52,1.6,3.5,2,0,14,14.05
16,AlexSmith,KC,QB,2016,17,LAC,17,28.4,60.7,227.2,8.1,1.5,0.9,95.39,3,12.3,4,0,13.9,13.92
17,LandryJones,PIT,QB,2016,17,CLE,19,33.6,55.9,217.7,6.4,1.5,1.3,82.72,2.1,10.9,5.5,0.1,13.6,13.6
18,AndyDalton,CIN,QB,2016,17,BAL,22.8,33.9,67.6,244.6,7.2,1.2,0.9,86.03,3,11.5,4,0,13.5,13.53
19,ColinKaepernick,SF,QB,2016,17,SEA,17.8,29.5,60,185,6.2,1,0.9,75,6,29.6,5,0.2,13.4,13.36
20,CarsonWentz,PHI,QB,2016,17,DAL,23.3,38.7,59,235.9,6.1,1.4,1,74.31,2.6,9.8,3.3,0,13.2,13.22
21,RobertGriffinIII,CLE,QB,2016,17,PIT,18.1,31,58.1,199,6.4,0.9,0.9,74.53,5.33,25.6,5.2,0.2,13.1,13.12
22,TomSavage,HOU,QB,2016,17,TEN,19.6,29.2,69,227.1,7.8,1.3,0.8,89.3,2.2,3.1,1.5,0,12.8,12.79
23,MattMoore,MIA,QB,2016,17,NE,18.5,30.8,58.1,211.9,6.8,1.4,0.9,76.28,2.1,6.1,3,0,12.3,12.29
24,RyanFitzpatrick,NYJ,QB,2016,17,BUF,20.5,33.2,60.6,224.9,6.8,1.2,1.3,78.47,3.1,11.3,3.7,0,11.9,11.93
25,EliManning,NYG,QB,2016,17,WAS,15,25,60,200.4,8,1.1,0.8,82.08,1.2,3.3,3,0,11,10.95
26,EJManuel,BUF,QB,2016,17,NYJ,16.1,26.6,59.3,196.6,7.3,1,1,78.78,3.9,14.7,3.8,0,10.9,10.93
27,MattBarkley,CHI,QB,2016,17,MIN,21,34.1,61.8,238.9,7,1.1,1.5,68.14,1.6,1.3,0.5,0,10.5,10.49
28,MattMcGloin,OAK,QB,2016,17,DEN,16.1,26.8,59.3,214.5,7.9,1.1,1.2,81.4,2.7,1.9,0.7,0,10.4,10.37
29,MattCassel,TEN,QB,2016,17,HOU,16.1,28.6,55.2,191.6,6.6,1,1.1,72.77,2.5,3.5,2,0,9.4,9.41
30,JaredGoff,LAR,QB,2016,17,ARI,17.8,29.7,60,187.8,6.3,1,1.3,75.42,1.7,7.3,3.5,0,9,9.04
31,DakPrescott,DAL,QB,2016,17,PHI,9.9,16.5,62.5,132,8.2,0.8,0.3,109.38,1.56,7.5,4,0,8.4,8.43
32,TrevorSiemian,DEN,QB,2016,17,OAK,10.2,16.9,58.8,135.5,8,0.8,0.5,104.04,1.7,1.6,1,0,7.4,7.38
33,JoshJohnson,NYG,QB,2016,17,WAS,8,13.4,61.5,93.9,7.2,0.6,0.5,109.13,1.2,5.4,5,0,5.5,5.5
34,PaxtonLynch,DEN,QB,2016,17,OAK,6.9,11.5,63.6,91.9,8.4,0.5,0.5,89.96,0.8,5.9,6,0,5.1,5.07
35,TonyRomo,DAL,QB,2016,17,PHI,6.2,10.4,60,83.1,8.3,0.4,0.2,86.67,0.7,0.7,1,0,4.6,4.59
36,MarkSanchez,DAL,QB,2016,17,PHI,6,10,60,79.6,8,0.5,0.5,85.42,1.6,1.3,0.5,0,3.9,3.91
37,CodyKessler,CLE,QB,2016,17,PIT,1.8,3,66.7,23.6,8,0.1,0.1,90.97,0.4,1.7,0,0,1.3,1.31
38,BrockOsweiler,HOU,QB,2016,17,TEN,2.1,3.5,66.7,27.9,9.3,0.1,0.2,96.53,0.3,1.3,0,0,1.2,1.25
39,CardaleJones,BUF,QB,2016,17,NYJ,1.6,2.6,66.7,17.7,6,0.1,0.1,82.64,0.3,1.2,0,0,1,1.03
40,NickFoles,KC,QB,2016,17,LAC,0.8,1.3,100,10.2,10,0,0,108.33,0.1,0.2,0,0,0.4,0.43
41,AJMcCarron,CIN,QB,2016,17,BAL,0.6,1.1,100,8.6,9,0,0,104.17,0.1,0.4,0,0,0.4,0.38
42,ChaseDaniel,PHI,QB,2016,17,DAL,0.5,0.9,100,7,7,0,0,95.83,0.1,0.3,0,0,0.3,0.31
43,ColtMcCoy,WAS,QB,2016,17,NYG,0.5,0.8,100,6.8,7,0,0,95.83,0.1,0.2,0,0,0.3,0.29
43,ChadHenne,JAX,QB,2016,17,IND,0.5,0.8,0,6.6,7,0,0,56.25,0.1,0.3,0,0,0.3,0.29
45,DanOrlovsky,DET,QB,2016,17,GB,0.5,0.8,0,6.3,6,0,0,52.08,0.1,0.3,0,0,0.3,0.28
46,TJYates,MIA,QB,2016,17,NE,0.4,0.8,0,6,6,0,0,52.08,0.1,0.2,0,0,0.3,0.26
46,ChristianPonder,SF,QB,2016,17,SEA,0.4,0.7,0,5.9,6,0,0,52.08,0.1,0.2,0,0,0.3,0.26
48,LukeMcCown,NO,QB,2016,17,ATL,0.4,0.7,0,5.4,5,0,0,47.92,0.1,0.2,0,0,0.2,0.24
49,ShaunHill,MIN,QB,2016,17,CHI,0.4,0.6,0,5.2,5,0,0,47.92,0.1,0.1,0,0,0.2,0.22
50,ScottTolzien,IND,QB,2016,17,JAX,0.3,0.6,0,4.4,4,0,0,43.75,0,0,0,0,0.2,0.18
51,RyanMallett,BAL,QB,2016,17,CIN,0.3,0.4,0,3.6,0,0,0,0,0.1,0.2,0,0,0.2,0.16
52,JimmyGaroppoloIR,NE,QB,2016,17,MIA,0.3,0.4,0,3.5,0,0,0,0,0.1,0,0,0,0.1,0.14
52,KellenClemens,LAC,QB,2016,17,KC,0.2,0.4,0,3.1,0,0,0,0,0,0.2,0,0,0.1,0.14
54,MattSchaub,ATL,QB,2016,17,NO,0.2,0.4,0,2.8,0,0,0,0,0.1,0.2,0,0,0.1,0.13
55,MikeGlennon,TB,QB,2016,17,CAR,0.2,0.4,0,3,0,0,0,0,0,0,0,0,0.1,0.12
56,ChristianHackenberg,NYJ,QB,2016,17,BUF,0.2,0.3,0,2.2,0,0,0,0,0.1,0.2,0,0,0.1,0.11
57,TrevoneBoykin,SEA,QB,2016,17,SF,0.2,0.3,0,2.1,0,0,0,0,0,0,0,0,0.1,0.08
58,BrettHundley,GB,QB,2016,17,DET,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0.04
59,AlexTanney,TEN,QB,2016,17,HOU,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.02
59,DavidFales,CHI,QB,2016,17,MIN,0,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0.02
61,ZachMettenberger,PIT,QB,2016,17,CLE,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.01
61,DrewStanton,ARI,QB,2016,17,LAR,0.4,0.6,0,4.7,5,0,0.1,47.92,0.1,0.2,0,0,0,0.01
61,ConnorCook,OAK,QB,2016,17,DEN,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.01
64,MattSimms,ATL,QB,2016,17,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,GarrettGrayson,NO,QB,2016,17,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,JeffDriskel,CIN,QB,2016,17,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,RyanNassib,NYG,QB,2016,17,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,NateSudfeld,WAS,QB,2016,17,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,MarcusMariotaP,TEN,QB,2016,17,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,BrandonWeeden,HOU,QB,2016,17,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,DerekAnderson,CAR,QB,2016,17,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,JoeWebb,CAR,QB,2016,17,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,RyanGriffin,TB,QB,2016,17,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,JoeCallahan,GB,QB,2016,17,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,JakeRudock,DET,QB,2016,17,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,StephenMorris,IND,QB,2016,17,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,BrandonAllen,JAX,QB,2016,17,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,BrandonDoughty,MIA,QB,2016,17,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,JacobyBrissett,NE,QB,2016,17,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,RyanTannehillP,MIA,QB,2016,17,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,BrianHoyer,CHI,QB,2016,17,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,JayCutler,CHI,QB,2016,17,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,TeddyBridgewater,MIN,QB,2016,17,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,TaylorHeinicke,MIN,QB,2016,17,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,BrycePetty,NYJ,QB,2016,17,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,GenoSmith,NYJ,QB,2016,17,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,TyrodTaylorQ,BUF,QB,2016,17,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,KellenMoore,DAL,QB,2016,17,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,AaronMurray,PHI,QB,2016,17,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,KevinHogan,CLE,QB,2016,17,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,JoshMcCown,CLE,QB,2016,17,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,BenRoethlisberger,PIT,QB,2016,17,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,ZacDysert,ARI,QB,2016,17,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,CaseKeenum,LAR,QB,2016,17,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,SeanMannion,LAR,QB,2016,17,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,DerekCarr,OAK,QB,2016,17,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,AustinDavisP,DEN,QB,2016,17,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,TylerBray,KC,QB,2016,17,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,JoelStave,KC,QB,2016,17,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,ThaddeusLewis,SF,QB,2016,17,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,BlaineGabbertQ,SF,QB,2016,17,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
