Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,Le'VeonBellO,PIT,RB,2017,13,CIN,21.2,84.7,4,0.5,7.2,4.9,33.2,0.2,0.1,0.1,15.8,15.79
2,LeonardFournetteQ,JAX,RB,2017,13,IND,20.3,85.3,4.2,0.7,3.08,2.1,16.1,0.1,0.1,0.1,14.7,14.74
2,ToddGurley,LAR,RB,2017,13,ARI,19,75.1,3.9,0.6,5.16,3.8,32.3,0.1,0.1,0.1,14.7,14.74
4,JordanHoward,CHI,RB,2017,13,SF,21.1,88.3,4.2,0.6,1.64,1.2,9.5,0.1,0.1,0.1,13.8,13.78
5,LeSeanMcCoyQ,BUF,RB,2017,13,NE,16.2,72.2,4.5,0.4,5.57,4.1,31.4,0.2,0.1,0.1,13.8,13.76
6,MarkIngramSUS,NO,RB,2017,13,CAR,15.8,69,4.3,0.7,3.8,2.8,20.4,0.1,0.1,0.1,13.5,13.54
7,MelvinGordon,LAC,RB,2017,13,CLE,20.4,73,3.6,0.6,3.99,2.7,21.5,0.1,0.1,0.1,13.4,13.45
8,CarlosHyde,SF,RB,2017,13,CHI,16.6,68.1,4,0.3,5.32,3.8,26.9,0.1,0.1,0.1,11.7,11.7
9,AlvinKamaraP,NO,RB,2017,13,CAR,8.9,43.4,4.8,0.3,6.41,4.9,44.5,0.2,0.1,0.1,11.6,11.59
10,MarshawnLynchP,OAK,RB,2017,13,NYG,14.2,61.1,4.4,0.6,2.36,1.7,13.4,0.1,0.1,0.1,11.4,11.45
11,JamaalWilliams,GB,RB,2017,13,TB,15.6,59.6,3.8,0.5,3.32,2.5,20.8,0.1,0.1,0.1,11.4,11.44
12,KareemHunt,KC,RB,2017,13,NYJ,15.1,63.3,4.2,0.4,4.08,2.9,22.5,0.1,0.1,0.1,11.4,11.38
13,SamajePerineQ,WAS,RB,2017,13,DAL,15.4,69,4.6,0.5,2.26,1.7,13.1,0,0.1,0.1,11,11.01
14,ChristianMcCaffrey,CAR,RB,2017,13,NO,7.9,35.5,4.5,0.2,7.42,5.3,45.5,0.3,0.1,0.1,10.9,10.9
15,DionLewis,NE,RB,2017,13,BUF,13.9,63.1,4.5,0.4,3.02,2.1,15.4,0.1,0.1,0.1,10.6,10.65
16,JoeMixonO,CIN,RB,2017,13,PIT,15.2,53.5,3.6,0.4,3.83,2.7,20.8,0.1,0.1,0.1,10.2,10.23
17,LataviusMurray,MIN,RB,2017,13,ATL,15,66.1,4.4,0.5,1.46,1.1,6.9,0,0.1,0.1,10.1,10.1
18,DevontaFreemanO,ATL,RB,2017,13,MIN,12.1,49.7,4.2,0.4,3.78,2.8,22.2,0.1,0.1,0.1,10,9.99
19,LamarMiller,HOU,RB,2017,13,TEN,15.8,58,3.6,0.3,3.89,2.8,18.8,0.1,0.1,0.1,9.9,9.88
20,KenyanDrake,MIA,RB,2017,13,DEN,14.7,53.2,3.5,0.3,4.29,2.9,21.5,0.1,0.1,0.1,9.7,9.67
21,AlexCollins,BAL,RB,2017,13,DET,16.7,73.1,4.3,0.3,1.5,1.1,7.4,0,0.1,0.1,9.6,9.65
22,DeMarcoMurray,TEN,RB,2017,13,HOU,12,41.4,3.4,0.5,3.38,2.6,19.7,0.1,0.1,0.1,9.5,9.51
23,IsaiahCrowell,CLE,RB,2017,13,LAC,14.3,67.8,4.9,0.3,2.2,1.5,9.6,0,0.1,0.1,9.3,9.34
24,JerickMcKinnonIR,MIN,RB,2017,13,ATL,11,45.6,4.2,0.3,4.91,3.3,23.2,0.1,0.1,0.1,9.1,9.08
