Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,MasonCrosby,GB,K,2017,4,CHI,1.9,2,100,0,3,3,8.7,8.7
2,DanBailey,DAL,K,2017,4,LAR,1.9,2,100,0,2.9,2.9,8.6,8.6
3,BlairWalsh,SEA,K,2017,4,IND,1.9,2,100,0,2.7,2.7,8.4,8.4
4,KaiForbath,MIN,K,2017,4,DET,1.9,2,100,0,2.6,2.6,8.3,8.3
4,StephenGostkowski,NE,K,2017,4,CAR,1.7,1.9,100,0,3.2,3.2,8.3,8.3
6,MattBryant,ATL,K,2017,4,BUF,1.7,1.8,100,0,3.1,3.1,8.2,8.2
6,HarrisonButker,KC,K,2017,4,WAS,1.8,1.9,100,0,2.8,2.8,8.2,8.2
8,WilLutz,NO,K,2017,4,MIA,1.6,1.7,100,0,3,3,7.8,7.8
8,JakeElliott,PHI,K,2017,4,LAC,1.9,2.1,100,0,2.1,2.1,7.8,7.8
8,BrandonMcManus,DEN,K,2017,4,OAK,1.9,2.1,100,0,2.1,2.1,7.8,7.8
11,RandyBullock,CIN,K,2017,4,CLE,1.8,1.9,100,0,2.3,2.3,7.7,7.7
12,JustinTucker,BAL,K,2017,4,PIT,1.9,2,100,0,1.8,1.8,7.5,7.5
12,PhilDawson,ARI,K,2017,4,SF,1.6,1.8,100,0,2.7,2.7,7.5,7.5
14,CodyParkey,MIA,K,2017,4,NO,1.5,1.6,100,0,2.7,2.7,7.2,7.2
14,RyanSuccopP,TEN,K,2017,4,HOU,1.6,1.7,100,0,2.4,2.4,7.2,7.2
16,ChrisBoswell,PIT,K,2017,4,BAL,1.5,1.6,100,0,2.4,2.4,6.9,6.9
16,JasonMyers,JAX,K,2017,4,NYJ,1.6,1.7,100,0,2.1,2.1,6.9,6.9
18,MattPrater,DET,K,2017,4,MIN,1.6,1.7,100,0,2,2,6.8,6.8
18,RobbieGould,SF,K,2017,4,ARI,1.7,1.8,100,0,1.7,1.7,6.8,6.8
20,Ka'imiFairbairn,HOU,K,2017,4,TEN,1.4,1.5,50,0,2,2,6.2,6.2
21,GrahamGano,CAR,K,2017,4,NE,1.4,1.5,50,0,1.9,1.9,6.1,6.1
21,ChandlerCatanzaro,NYJ,K,2017,4,JAX,1.5,1.7,100,0,1.6,1.6,6.1,6.1
21,AldrickRosas,NYG,K,2017,4,TB,1.4,1.5,50,0,1.9,1.9,6.1,6.1
21,DustinHopkins,WAS,K,2017,4,KC,1.3,1.4,100,0,2.2,2.2,6.1,6.1
25,YounghoeKoo,LAC,K,2017,4,PHI,1.3,1.5,50,0,2.1,2.1,6,6
26,GiorgioTavecchio,OAK,K,2017,4,DEN,1.3,1.4,100,0,2,2,5.9,5.9
27,StevenHauschka,BUF,K,2017,4,ATL,1.1,1.2,100,0,2.3,2.3,5.6,5.6
27,GregZuerlein,LAR,K,2017,4,DAL,1.2,1.3,100,0,2,2,5.6,5.6
27,NickFolk,TB,K,2017,4,NYG,1.1,1.2,100,0,2.3,2.3,5.6,5.6
30,AdamVinatieri,IND,K,2017,4,SEA,1.1,1.1,100,0,1.7,1.7,5,5
31,ZaneGonzalez,CLE,K,2017,4,CIN,1.1,1.2,100,0,1.6,1.6,4.9,4.9
32,ConnorBarth,CHI,K,2017,4,GB,0.9,1,100,0,2,2,4.7,4.7
33,CalebSturgis,PHI,K,2017,4,LAC,0,0,0,0,0,0,0,0
33,SebastianJanikowski,OAK,K,2017,4,DEN,0,0,0,0,0,0,0,0
