Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,NickNovak,LAC,K,2013,9,WAS,2,2,100,38,2,2,8,8
1,StevenHauschka,SEA,K,2013,9,TB,2,2,100,35,2,2,8,8
1,StephenGostkowski,NE,K,2013,9,PIT,2,2,100,47,2,2,8,8
1,AdamVinatieri,IND,K,2013,9,HOU,2,2,100,48,2,2,8,8
1,MasonCrosby,GB,K,2013,9,CHI,2,2,100,42,2,2,8,8
6,KaiForbath,WAS,K,2013,9,LAC,1,1,100,14,4,4,7,7
6,JustinTucker,BAL,K,2013,9,CLE,2,2,100,39,1,1,7,7
8,GrahamGano,CAR,K,2013,9,ATL,1,2,50,36,3,3,6,6
8,BlairWalsh,MIN,K,2013,9,DAL,1,2,50,31,3,3,6,6
8,DanBailey,DAL,K,2013,9,MIN,1,2,50,33,3,3,6,6
8,GarrettHartley,NO,K,2013,9,NYJ,1,2,50,29,3,3,6,6
8,RandyBullock,HOU,K,2013,9,IND,2,2,100,42,0,0,6,6
13,MikeNugentIR,CIN,K,2013,9,MIA,1,2,50,38,2,2,5,5
13,CalebSturgis,MIA,K,2013,9,CIN,1,2,50,36,2,2,5,5
13,DanCarpenter,BUF,K,2013,9,KC,1,2,50,41,2,2,5,5
13,RyanSuccopP,KC,K,2013,9,BUF,1,2,50,39,2,2,5,5
13,MattBryant,ATL,K,2013,9,CAR,1,2,50,30,2,2,5,5
13,RobBironas,TEN,K,2013,9,LAR,1,2,50,30,2,2,5,5
13,SebastianJanikowski,OAK,K,2013,9,PHI,0,1,0,0,5,5,5,5
13,AlexHenery,PHI,K,2013,9,OAK,1,2,50,26,2,2,5,5
13,BillyCundiff,CLE,K,2013,9,BAL,1,2,50,45,2,2,5,5
13,RobbieGould,CHI,K,2013,9,GB,1,2,50,41,2,2,5,5
23,GregZuerlein,LAR,K,2013,9,TEN,1,2,50,38,1,1,4,4
23,NickFolk,NYJ,K,2013,9,NO,1,2,50,44,1,1,4,4
23,RianLindell,TB,K,2013,9,SEA,1,2,50,41,1,1,4,4
23,ShaunSuisham,PIT,K,2013,9,NE,1,2,50,41,1,1,4,4
