Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,StephenGostkowski,NE,K,2016,4,BUF,2,2.2,100,0,2.6,2.6,8.6,8.6
2,MattPrater,DET,K,2016,4,CHI,2,2.2,100,0,2.3,2.3,8.3,8.3
3,MikeNugentIR,CIN,K,2016,4,MIA,1.8,2.1,100,0,2.8,2.8,8.2,8.2
4,JustinTucker,BAL,K,2016,4,OAK,2,2.2,100,0,2.1,2.1,8.1,8.1
5,BlairWalsh,MIN,K,2016,4,NYG,1.8,2,100,0,2.6,2.6,8,8
6,NickNovak,HOU,K,2016,4,TEN,2,2.2,100,0,1.9,1.9,7.9,7.9
6,MattBryant,ATL,K,2016,4,CAR,1.9,2.2,100,0,2.2,2.2,7.9,7.9
6,ChandlerCatanzaro,ARI,K,2016,4,LAR,1.9,2.1,100,0,2.2,2.2,7.9,7.9
9,GrahamGano,CAR,K,2016,4,ATL,1.7,1.9,100,0,2.7,2.7,7.8,7.8
10,JasonMyers,JAX,K,2016,4,IND,1.8,2.2,100,0,2.2,2.2,7.6,7.6
10,DustinHopkins,WAS,K,2016,4,CLE,1.7,2,100,0,2.5,2.5,7.6,7.6
10,StevenHauschka,SEA,K,2016,4,NYJ,1.7,2,100,0,2.5,2.5,7.6,7.6
13,JoshLamboP,LAC,K,2016,4,NO,1.5,2,100,0,3,3,7.5,7.5
13,WilLutz,NO,K,2016,4,LAC,1.5,1.8,100,0,3,3,7.5,7.5
15,JoshBrown,NYG,K,2016,4,MIN,1.8,2.1,100,0,1.9,1.9,7.3,7.3
16,DanBailey,DAL,K,2016,4,SF,1.7,1.9,100,0,2.1,2.1,7.2,7.2
17,AdamVinatieri,IND,K,2016,4,JAX,1.5,1.7,100,0,2.5,2.5,7,7
18,BrandonMcManus,DEN,K,2016,4,TB,1.6,2,100,0,2.1,2.1,6.9,6.9
19,DanCarpenter,BUF,K,2016,4,NE,1.5,1.8,100,0,2.2,2.2,6.7,6.7
19,ChrisBoswell,PIT,K,2016,4,KC,1.6,1.9,100,0,1.9,1.9,6.7,6.7
19,CairoSantos,KC,K,2016,4,PIT,1.6,1.9,100,0,1.9,1.9,6.7,6.7
22,CodyParkey,CLE,K,2016,4,WAS,1.5,1.9,100,0,2.1,2.1,6.6,6.6
23,NickFolk,NYJ,K,2016,4,SEA,1.4,1.8,50,0,2.1,2.1,6.3,6.3
23,SebastianJanikowski,OAK,K,2016,4,BAL,1.3,1.6,50,0,2.4,2.4,6.3,6.3
25,AndrewFranks,MIA,K,2016,4,CIN,1.3,1.5,50,0,2.1,2.1,6,6
25,ConnorBarth,CHI,K,2016,4,DET,1.3,1.8,50,0,2.1,2.1,6,6
25,PhilDawson,SF,K,2016,4,DAL,1.3,1.6,50,0,2.1,2.1,6,6
28,RyanSuccopP,TEN,K,2016,4,HOU,1.4,1.7,50,0,1.5,1.5,5.7,5.7
29,RobertoAguayo,TB,K,2016,4,DEN,1.2,1.5,50,0,1.9,1.9,5.5,5.5
29,GregZuerlein,LAR,K,2016,4,ARI,1.4,1.7,50,0,1.3,1.3,5.5,5.5
31,PatrickMurray,CLE,K,2016,4,WAS,0,0,0,0,0,0,0,0
31,JordanGay,BUF,K,2016,4,NE,0,0,0,0,0,0,0,0
31,RobbieGould,CHI,K,2016,4,DET,0,0,0,0,0,0,0,0
31,KaiForbath,NO,K,2016,4,LAC,0,0,0,0,0,0,0,0
31,RandyBullock,NYG,K,2016,4,MIN,0,0,0,0,0,0,0,0
