Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,DenverBroncos,DEN,DST,2015,14,OAK,0,3,0,1,1,0,0,0,18,8,8
1,SeattleSeahawks,SEA,DST,2015,14,BAL,0,3,0,2,0,0,0,0,18,8,8
1,ArizonaCardinals,ARI,DST,2015,14,MIN,0,3,0,1,1,0,0,0,19,8,8
1,CarolinaPanthers,CAR,DST,2015,14,ATL,0,3,0,1,1,0,0,0,19,8,8
1,KansasCityChiefs,KC,DST,2015,14,LAC,0,3,0,1,1,0,0,0,17,8,8
1,NewYorkJets,NYJ,DST,2015,14,TEN,0,3,0,1,1,0,0,0,17,8,8
7,GreenBayPackers,GB,DST,2015,14,DAL,0,3,0,1,0,0,0,0,17,6,6
7,BuffaloBills,BUF,DST,2015,14,PHI,0,2,0,1,1,0,0,0,21,6,6
7,LosAngelesRams,LAR,DST,2015,14,DET,0,3,0,1,0,0,0,0,19,6,6
7,ClevelandBrowns,CLE,DST,2015,14,SF,0,2,0,1,1,0,0,0,22,6,6
11,CincinnatiBengals,CIN,DST,2015,14,PIT,0,2,0,1,0,0,0,0,18,5,5
11,NewEnglandPatriots,NE,DST,2015,14,HOU,0,2,0,1,0,0,0,0,18,5,5
11,DetroitLions,DET,DST,2015,14,LAR,0,3,0,1,0,0,0,0,22,5,5
11,HoustonTexans,HOU,DST,2015,14,NE,0,3,0,1,0,0,0,0,26,5,5
11,JacksonvilleJaguars,JAX,DST,2015,14,IND,0,3,0,1,0,0,0,0,26,5,5
11,TampaBayBuccaneers,TB,DST,2015,14,NO,0,3,0,1,0,0,0,0,25,5,5
11,SanFrancisco49ers,SF,DST,2015,14,CLE,0,2,0,1,0,0,0,0,18,5,5
18,PhiladelphiaEagles,PHI,DST,2015,14,BUF,0,2,0,1,0,0,0,0,24,4,4
18,MiamiDolphins,MIA,DST,2015,14,NYG,0,2,0,1,0,0,0,0,26,4,4
18,NewYorkGiants,NYG,DST,2015,14,MIA,0,2,0,1,0,0,0,0,22,4,4
18,ChicagoBears,CHI,DST,2015,14,WAS,0,2,0,1,0,0,0,0,22,4,4
18,WashingtonRedskins,WAS,DST,2015,14,CHI,0,2,0,1,0,0,0,0,24,4,4
18,PittsburghSteelers,PIT,DST,2015,14,CIN,0,2,0,1,0,0,0,0,24,4,4
18,MinnesotaVikings,MIN,DST,2015,14,ARI,0,2,0,1,0,0,0,0,26,4,4
18,IndianapolisColts,IND,DST,2015,14,JAX,0,2,0,1,0,0,0,0,23,4,4
18,OaklandRaiders,OAK,DST,2015,14,DEN,0,2,0,1,0,0,0,0,24,4,4
18,TennesseeTitans,TEN,DST,2015,14,NYJ,0,2,0,1,0,0,0,0,25,4,4
18,BaltimoreRavens,BAL,DST,2015,14,SEA,0,2,0,1,0,0,0,0,26,4,4
29,AtlantaFalcons,ATL,DST,2015,14,CAR,0,1,0,1,0,0,0,0,27,3,3
29,LosAngelesChargers,LAC,DST,2015,14,KC,0,2,0,1,0,0,0,0,30,3,3
29,NewOrleansSaints,NO,DST,2015,14,TB,0,2,0,1,0,0,0,0,31,3,3
32,DallasCowboys,DAL,DST,2015,14,GB,0,2,0,0,0,0,0,0,24,2,2
