Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,AlexHenery,PHI,K,2013,14,DET,1,1,100,19,5,5,8,8
1,MattPrater,DEN,K,2013,14,TEN,1,1,100,20,5,5,8,8
1,MattBryant,ATL,K,2013,14,GB,2,2,100,43,2,2,8,8
4,AdamVinatieri,IND,K,2013,14,CIN,2,2,100,42,1,1,7,7
4,JustinTucker,BAL,K,2013,14,MIN,2,3,66.7,50,1,1,7,7
4,DavidAkers,DET,K,2013,14,PHI,1,1,100,16,4,4,7,7
4,JoshBrown,NYG,K,2013,14,LAC,2,2,100,34,1,1,7,7
4,MasonCrosby,GB,K,2013,14,ATL,2,2,100,40,1,1,7,7
9,MikeNugentIR,CIN,K,2013,14,IND,1,1,100,34,3,3,6,6
9,RyanSuccopP,KC,K,2013,14,WAS,1,2,50,25,3,3,6,6
9,StephenGostkowski,NE,K,2013,14,CLE,1,2,50,41,3,3,6,6
9,GarrettHartley,NO,K,2013,14,CAR,1,2,50,27,3,3,6,6
9,DanBailey,DAL,K,2013,14,CHI,1,2,50,37,3,3,6,6
14,RandyBullock,HOU,K,2013,14,JAX,1,2,50,46,2,2,5,5
14,JoshScobee,JAX,K,2013,14,HOU,1,2,50,35,2,2,5,5
14,DanCarpenter,BUF,K,2013,14,TB,1,2,50,31,2,2,5,5
14,RianLindell,TB,K,2013,14,BUF,1,2,50,41,2,2,5,5
14,KaiForbath,WAS,K,2013,14,KC,1,2,50,31,2,2,5,5
14,BillyCundiff,CLE,K,2013,14,NE,1,1,100,28,2,2,5,5
14,GrahamGano,CAR,K,2013,14,NO,1,2,50,45,2,2,5,5
14,SebastianJanikowski,OAK,K,2013,14,NYJ,1,2,50,36,2,2,5,5
14,RobBironas,TEN,K,2013,14,DEN,1,1,100,22,2,2,5,5
14,NickNovak,LAC,K,2013,14,NYG,1,2,50,37,2,2,5,5
14,StevenHauschka,SEA,K,2013,14,SF,1,2,50,33,2,2,5,5
14,PhilDawson,SF,K,2013,14,SEA,1,2,50,40,2,2,5,5
14,GregZuerlein,LAR,K,2013,14,ARI,1,2,50,29,2,2,5,5
14,JayFeely,ARI,K,2013,14,LAR,1,2,50,31,2,2,5,5
14,RobbieGould,CHI,K,2013,14,DAL,1,2,50,29,2,2,5,5
29,ShaunSuisham,PIT,K,2013,14,MIA,1,2,50,29,2,2,4.8,4.8
30,BlairWalsh,MIN,K,2013,14,BAL,1,2,50,37,1,1,4,4
30,CalebSturgis,MIA,K,2013,14,PIT,1,2,50,42,1,1,4,4
32,NickFolk,NYJ,K,2013,14,OAK,1,2,50,28,0,0,3,3
