Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,AaronRodgersQ,GB,QB,2014,3,DET,29,47,61.7,356,7.6,2,0,99.25,1,5,5,0,22.7,22.74
2,JayCutler,CHI,QB,2014,3,NYJ,24,34,70.6,318,9.4,2,0,119.49,1,4,4,0,21.1,21.12
3,AndrewLuckP,IND,QB,2014,3,JAX,29,41,70.7,322,7.9,2,1,99.85,5,20,4,0,20.9,20.88
4,MatthewStafford,DET,QB,2014,3,GB,26,41,63.4,355,8.7,2,1,97.1,1,4,4,0,20.6,20.6
5,TomBrady,NE,QB,2014,3,OAK,25,34,73.5,301,8.9,2,0,119.85,2,0,0,0,20,20.04
6,PhilipRivers,LAC,QB,2014,3,BUF,27,40,67.5,291,7.3,2,0,105.31,1,3,3,0,19.9,19.94
7,NickFoles,PHI,QB,2014,3,WAS,23,37,62.2,311,8.4,2,1,95.66,2,10,5,0,19.4,19.44
8,DrewBrees,NO,QB,2014,3,MIN,30,42,71.4,328,7.8,2,1,100.1,1,3,3,0,19.4,19.42
9,MattRyan,ATL,QB,2014,3,TB,22,34,64.7,274,8.1,2,0,109.19,1,4,4,0,19.4,19.36
10,CamNewton,CAR,QB,2014,3,PIT,23,34,67.6,268,7.9,1,0,101.1,6,42,7,0,18.9,18.92
11,PeytonManning,DEN,QB,2014,3,SEA,23,37,62.2,283,7.6,2,1,92.51,2,0,0,0,17.3,17.32
12,AndyDalton,CIN,QB,2014,3,TEN,24,36,66.7,271,7.5,1,0,98.26,2,10,5,0,15.8,15.84
13,AlexSmith,KC,QB,2014,3,MIA,23,35,65.7,249,7.1,1,0,96.01,4,17,4.2,0,15.7,15.66
14,ColinKaepernick,SF,QB,2014,3,ARI,21,32,65.6,237,7.4,1,1,85.03,8,37,4.6,0,15.2,15.18
