Rank,Name,Team,Position,Season,Week,Opponent,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPercentage,FieldGoalsLongestMade,ExtraPointsMade,ExtraPointsAttempted,FantasyPointsPerGame,FantasyPoints
1,PhilDawson,SF,K,2013,4,LAR,2,2,100,31,2,2,8,8
1,BlairWalsh,MIN,K,2013,4,PIT,2,2,100,42,2,2,8,8
1,MattPrater,DEN,K,2013,4,PHI,1,1,100,28,5,5,8,8
1,DanBailey,DAL,K,2013,4,LAC,2,2,100,42,2,2,8,8
1,StephenGostkowski,NE,K,2013,4,ATL,2,2,100,40,2,2,8,8
6,JustinTucker,BAL,K,2013,4,BUF,1,2,50,22,4,4,7.2,7.2
7,DanCarpenter,BUF,K,2013,4,BAL,2,2,100,40,1,1,7,7
7,RobbieGould,CHI,K,2013,4,DET,1,1,100,34,4,4,7,7
7,JoshBrown,NYG,K,2013,4,KC,2,2,100,39,1,1,7,7
10,MikeNugentIR,CIN,K,2013,4,CLE,1,1,100,24,3,3,6,6
10,DavidAkers,DET,K,2013,4,CHI,1,1,100,22,3,3,6,6
10,RianLindell,TB,K,2013,4,ARI,1,1,100,21,3,3,6,6
10,AdamVinatieri,IND,K,2013,4,JAX,1,2,50,26,3,3,6,6
10,MattBryant,ATL,K,2013,4,NE,1,2,50,39,3,3,6,6
15,GregZuerlein,LAR,K,2013,4,SF,1,2,50,23,2,2,5,5
15,BillyCundiff,CLE,K,2013,4,CIN,1,1,100,38,2,2,5,5
15,RyanSuccopP,KC,K,2013,4,NYG,1,2,50,29,2,2,5,5
15,ShaunSuisham,PIT,K,2013,4,MIN,1,2,50,33,2,2,5,5
15,RandyBullock,HOU,K,2013,4,SEA,1,2,50,29,2,2,5,5
15,StevenHauschka,SEA,K,2013,4,HOU,1,2,50,35,2,2,5,5
15,RobBironas,TEN,K,2013,4,NYJ,1,2,50,35,2,2,5,5
15,AlexHenery,PHI,K,2013,4,DEN,1,2,50,32,2,2,5,5
15,NickNovak,LAC,K,2013,4,DAL,1,2,50,34,2,2,5,5
15,SebastianJanikowski,OAK,K,2013,4,WAS,1,2,50,23,2,2,5,5
15,CalebSturgis,MIA,K,2013,4,NO,1,2,50,51,2,2,5,5
15,GarrettHartley,NO,K,2013,4,MIA,1,2,50,42,2,2,5,5
27,JayFeely,ARI,K,2013,4,TB,1,2,50,32,1,1,4,4
27,JoshScobee,JAX,K,2013,4,IND,1,2,50,27,1,1,4,4
27,NickFolk,NYJ,K,2013,4,TEN,1,2,50,43,1,1,4,4
30,JohnPotter,WAS,K,2013,4,OAK,0,1,0,0,1,1,1,1
