Rank,Name,Team,Position,Season,Week,Opponent,TacklesForLoss,Sacks,QuarterbackHits,Interceptions,FumblesRecovered,Safeties,DefensiveTouchdowns,SpecialTeamsTouchdowns,PointsAllowed,FantasyPointsPerGame,FantasyPoints
1,NewEnglandPatriots,NE,DST,2015,3,JAX,0,4,0,1,1,0,0,0,14,9,9
1,BuffaloBills,BUF,DST,2015,3,MIA,0,4,0,1,1,0,0,0,20,9,9
3,SeattleSeahawks,SEA,DST,2015,3,CHI,0,3,0,1,1,0,0,0,15,8,8
3,HoustonTexans,HOU,DST,2015,3,TB,0,3,0,1,1,0,0,0,15,8,8
3,ArizonaCardinals,ARI,DST,2015,3,SF,0,3,0,1,1,0,0,0,17,8,8
3,IndianapolisColts,IND,DST,2015,3,TEN,0,3,0,1,1,0,0,0,17,8,8
7,NewYorkJets,NYJ,DST,2015,3,PHI,0,3,0,1,1,0,0,0,24,7,7
7,MiamiDolphins,MIA,DST,2015,3,BUF,0,3,0,1,1,0,0,0,22,7,7
7,ClevelandBrowns,CLE,DST,2015,3,OAK,0,2,0,1,1,0,0,0,16,7,7
7,NewYorkGiants,NYG,DST,2015,3,WAS,0,3,0,1,1,0,0,0,21,7,7
11,CarolinaPanthers,CAR,DST,2015,3,NO,0,2,0,1,1,0,0,0,24,6,6
11,DenverBroncos,DEN,DST,2015,3,DET,0,3,0,1,0,0,0,0,20,6,6
11,LosAngelesRams,LAR,DST,2015,3,PIT,0,2,0,1,1,0,0,0,26,6,6
11,DallasCowboys,DAL,DST,2015,3,ATL,0,2,0,1,1,0,0,0,24,6,6
11,NewOrleansSaints,NO,DST,2015,3,CAR,0,2,0,1,1,0,0,0,26,6,6
11,PhiladelphiaEagles,PHI,DST,2015,3,NYJ,0,3,0,1,0,0,0,0,20,6,6
17,PittsburghSteelers,PIT,DST,2015,3,LAR,0,3,0,1,0,0,0,0,21,5,5
17,AtlantaFalcons,ATL,DST,2015,3,DAL,0,2,0,1,1,0,0,0,33,5,5
17,BaltimoreRavens,BAL,DST,2015,3,CIN,0,2,0,1,0,0,0,0,20,5,5
17,LosAngelesChargers,LAC,DST,2015,3,MIN,0,3,0,1,0,0,0,0,21,5,5
17,WashingtonRedskins,WAS,DST,2015,3,NYG,0,2,0,1,1,0,0,0,29,5,5
17,SanFrancisco49ers,SF,DST,2015,3,ARI,0,2,0,1,0,0,0,0,19,5,5
23,MinnesotaVikings,MIN,DST,2015,3,LAC,0,2,0,1,0,0,0,0,22,4,4
23,OaklandRaiders,OAK,DST,2015,3,CLE,0,2,0,1,0,0,0,0,22,4,4
23,TampaBayBuccaneers,TB,DST,2015,3,HOU,0,2,0,1,0,0,0,0,26,4,4
26,CincinnatiBengals,CIN,DST,2015,3,BAL,0,1,0,1,0,0,0,0,24,3,3
26,GreenBayPackers,GB,DST,2015,3,KC,0,3,0,0,0,0,0,0,22,3,3
26,KansasCityChiefs,KC,DST,2015,3,GB,0,3,0,0,0,0,0,0,24,3,3
26,TennesseeTitans,TEN,DST,2015,3,IND,0,2,0,1,0,0,0,0,34,3,3
26,DetroitLions,DET,DST,2015,3,DEN,0,1,0,1,0,0,0,0,27,3,3
31,ChicagoBears,CHI,DST,2015,3,SEA,0,2,0,0,0,0,0,0,30,1,1
31,JacksonvilleJaguars,JAX,DST,2015,3,NE,0,2,0,0,0,0,0,0,33,1,1
