Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,PeytonManning,DEN,QB,2013,8,WAS,36,49,73.5,433,8.8,3,0,120.54,-1,-4,4,0,28.9,28.92
2,AaronRodgersQ,GB,QB,2013,8,MIN,32,48,66.7,413,8.6,2,0,107.38,5,16,3.2,0,26.1,26.12
3,DrewBrees,NO,QB,2013,8,BUF,32,49,65.3,388,7.9,2,0,103.1,2,7,3.5,0,24.2,24.22
4,RussellWilson,SEA,QB,2013,8,LAR,19,32,59.4,240,7.5,2,0,103.65,10,66,6.6,0,24.2,24.2
5,RobertGriffinIII,WAS,QB,2013,8,DEN,32,53,60.4,396,7.5,1,1,81.96,9,58,6.4,0,23.6,23.64
6,MatthewStafford,DET,QB,2013,8,DAL,31,51,60.8,364,7.1,2,0,95.55,1,3,3,0,22.9,22.86
7,MattRyan,ATL,QB,2013,8,ARI,32,46,69.6,358,7.8,2,0,106.97,0,-2,0,0,22.1,22.12
8,MichaelVick,PHI,QB,2013,8,NYG,17,31,54.8,273,8.8,1,0,95.23,8,68,8.5,0,21.7,21.72
9,TonyRomo,DAL,QB,2013,8,DET,26,39,66.7,328,8.4,2,0,109.78,1,5,5,0,21.6,21.62
10,EliManning,NYG,QB,2013,8,PHI,37,73,50.7,455,6.2,2,3,62.3,2,12,6,0,21.4,21.4
11,CamNewton,CAR,QB,2013,8,TB,21,34,61.8,277,8.1,2,1,94.85,8,32,4,0,20.3,20.28
12,ColinKaepernick,SF,QB,2013,8,JAX,21,38,55.3,290,7.6,1,0,88.71,9,43,4.8,0,19.9,19.9
13,CarsonPalmer,ARI,QB,2013,8,ATL,46,77,59.7,477,6.2,2,4,64.69,1,3,3,0,19.4,19.38
14,BenRoethlisberger,PIT,QB,2013,8,OAK,29,43,67.4,346,8,1,0,99.56,2,11,5.5,0,18.9,18.94
15,AndyDalton,CIN,QB,2013,8,NYJ,26,39,66.7,313,8,1,0,99.63,4,14,3.5,0,17.9,17.92
16,TomBrady,NE,QB,2013,8,MIA,32,57,56.1,360,6.3,1,1,73.72,2,5,2.5,0,16.9,16.9
17,ChristianPonder,MIN,QB,2013,8,GB,17,30,56.7,205,6.8,1,0,88.89,4,26,6.5,0,14.8,14.8
18,AlexSmith,KC,QB,2013,8,CLE,25,43,58.1,279,6.5,0,0,77.57,7,32,4.6,0,14.4,14.36
19,RyanTannehillP,MIA,QB,2013,8,NE,22,37,59.5,268,7.2,1,1,79.56,3,13,4.3,0,14,14.02
20,MikeGlennon,TB,QB,2013,8,CAR,23,39,59,217,5.6,1,0,82.96,2,9,4.5,0,13.6,13.58
21,GenoSmith,NYJ,QB,2013,8,CIN,17,28,60.7,232,8.3,1,1,84.23,4,15,3.8,0,12.8,12.78
22,JasonCampbell,CLE,QB,2013,8,KC,20,34,58.8,167,4.9,1,1,69.12,0,19,0,0,10.6,10.58
23,ChadHenne,JAX,QB,2013,8,SF,25,42,59.5,298,7.1,0,1,71.33,1,4,4,0,10.3,10.32
24,ThaddeusLewis,BUF,QB,2013,8,NO,20,31,64.5,202,6.5,0,0,83,3,10,3.3,0,9.1,9.08
25,KellenClemens,LAR,QB,2013,8,SEA,12,23,52.2,141,6.1,0,0,71.11,2,12,6,0,6.8,6.84
26,LukeMcCown,NO,QB,2013,8,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,MattBarkley,PHI,QB,2013,8,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,ColtMcCoy,SF,QB,2013,8,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,ChrisSimms,NYJ,QB,2013,8,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,JoshJohnson,CIN,QB,2013,8,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,KirkCousins,WAS,QB,2013,8,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,JoeWebb,MIN,QB,2013,8,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
