Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,PeytonManning,DEN,QB,2013,10,LAC,37,52,71.2,438,8.4,4,1,114.1,-1,-4,4,0,31.1,31.12
2,DrewBrees,NO,QB,2013,10,DAL,33,49,67.3,416,8.5,3,0,113.99,1,2,2,0,28.8,28.84
3,RobertGriffinIII,WAS,QB,2013,10,MIN,30,53,56.6,391,7.4,1,1,78.42,11,63,5.7,0,23.9,23.94
4,RussellWilson,SEA,QB,2013,10,ATL,20,32,62.5,249,7.8,2,0,107.42,9,57,6.3,0,23.7,23.66
5,PhilipRivers,LAC,QB,2013,10,DEN,36,49,73.5,424,8.7,2,1,104.46,1,4,4,0,23.4,23.36
6,BenRoethlisberger,PIT,QB,2013,10,BUF,34,50,68,375,7.5,2,1,95,2,9,4.5,0,21.9,21.9
7,MatthewStafford,DET,QB,2013,10,CHI,27,44,61.4,327,7.4,2,0,99.34,1,5,5,0,21.6,21.58
8,MattRyan,ATL,QB,2013,10,SEA,32,48,66.7,342,7.1,2,1,92.53,0,0,0,0,19.7,19.68
9,JayCutler,CHI,QB,2013,10,DET,27,40,67.5,299,7.5,2,1,95.73,3,16,5.3,0,19.6,19.56
10,SenecaWallace,GB,QB,2013,10,PHI,33,64,51.6,345,5.4,1,1,66.21,4,35,8.8,0,19.3,19.3
11,AndrewLuckP,IND,QB,2013,10,LAR,19,35,54.3,242,6.9,2,0,95.18,3,16,5.3,0,19.3,19.28
12,AndyDalton,CIN,QB,2013,10,BAL,23,35,65.7,304,8.7,2,1,100.18,3,11,3.7,0,19.3,19.26
13,TonyRomo,DAL,QB,2013,10,NO,24,39,61.5,307,7.9,2,1,92.57,1,4,4,0,18.7,18.68
14,EliManning,NYG,QB,2013,10,OAK,38,70,54.3,449,6.4,1,2,66.9,2,5,2.5,0,18.5,18.46
15,NickFoles,PHI,QB,2013,10,GB,16,25,64,221,8.8,2,0,118.92,3,9,3,0,17.7,17.74
16,JoeFlacco,BAL,QB,2013,10,CIN,25,42,59.5,313,7.5,1,1,80.75,2,12,6,0,15.7,15.72
17,RyanTannehillP,MIA,QB,2013,10,TB,27,47,57.4,294,6.3,1,1,74.25,3,18,6,0,15.6,15.56
18,CaseKeenum,HOU,QB,2013,10,ARI,14,24,58.3,251,10.5,1,0,108.16,2,14,7,0,15.4,15.44
19,EJManuel,BUF,QB,2013,10,PIT,20,35,57.1,230,6.6,1,0,86.61,6,21,3.5,0,15.3,15.3
20,CamNewton,CAR,QB,2013,10,SF,21,31,67.7,250,8.1,1,1,89.45,8,31,3.9,0,15.1,15.1
21,JakeLocker,TEN,QB,2013,10,JAX,18,29,62.1,211,7.3,1,0,95.62,3,25,8.3,0,14.9,14.94
22,MikeGlennon,TB,QB,2013,10,MIA,26,43,60.5,244,5.7,1,0,83.87,3,9,3,0,14.7,14.66
23,ColinKaepernick,SF,QB,2013,10,CAR,12,20,60,175,8.8,1,0,105.21,5,32,6.4,0,14.2,14.2
24,CarsonPalmer,ARI,QB,2013,10,HOU,29,45,64.4,307,6.8,1,2,73.1,1,4,4,0,12.7,12.68
25,ChristianPonder,MIN,QB,2013,10,WAS,21,34,61.8,230,6.8,0,1,69.49,5,30,6,0,10.2,10.2
26,ChadHenne,JAX,QB,2013,10,TEN,26,43,60.5,291,6.8,0,1,70.98,1,2,2,0,9.8,9.84
27,KellenClemens,LAR,QB,2013,10,IND,18,38,47.4,221,5.8,0,1,54.82,3,18,6,0,8.6,8.64
28,MattCassel,MIN,QB,2013,10,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,JoeWebb,MIN,QB,2013,10,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,JoshMcCown,CHI,QB,2013,10,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,RyanFitzpatrick,TEN,QB,2013,10,JAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,MattHasselbeck,IND,QB,2013,10,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,TyrodTaylorQ,BAL,QB,2013,10,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,LukeMcCown,NO,QB,2013,10,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
