Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,TomBrady,NE,QB,2017,11,OAK,26,38.2,68.4,300.7,7.9,2.4,0.6,98.68,1.8,1,0.5,0,19.9,19.93
2,RussellWilson,SEA,QB,2017,11,ATL,23.5,35.3,68.6,262.2,7.5,2,0.7,97.56,5.5,24.9,4.2,0.1,19.6,19.58
3,CarsonWentz,PHI,QB,2017,11,DAL,20.3,35.4,57.1,237.9,6.8,2,0.6,85.18,4.2,22.4,5.5,0.1,18.6,18.56
4,AlexSmith,KC,QB,2017,11,NYG,22.2,33.2,66.7,247.9,7.5,1.9,0.5,109.15,4.1,16.7,4.2,0.1,18.4,18.39
5,DakPrescott,DAL,QB,2017,11,PHI,21.6,34,64.7,241.1,7.1,1.7,0.7,92.89,5.12,24.6,5,0.2,18.1,18.1
6,DrewBrees,NO,QB,2017,11,WAS,24,37.7,63.2,279.6,7.4,2,0.5,102.96,1.8,1,0.5,0,17.9,17.88
7,DerekCarr,OAK,QB,2017,11,NE,24,37.5,63.2,276,7.3,1.9,0.9,91.56,1.8,1.8,1,0,16.6,16.62
8,PhilipRivers,LAC,QB,2017,11,BUF,22.8,36.5,63.9,266.1,7.4,1.9,1,93.06,1.2,0.7,1,0,15.9,15.91
9,KirkCousins,WAS,QB,2017,11,NO,21.4,37.3,56.8,256.6,6.9,1.6,0.8,85.08,2.8,12.2,4,0,15.7,15.68
10,BenRoethlisberger,PIT,QB,2017,11,TEN,20.5,34.2,58.8,255.8,7.5,1.8,0.9,89.83,1.9,1.6,1,0,15.4,15.39
11,JaredGoff,LAR,QB,2017,11,MIN,20.2,33.6,58.8,247.2,7.3,1.6,0.8,88.73,2.3,5.4,2.5,0,14.8,14.83
12,MatthewStafford,DET,QB,2017,11,CHI,21.8,37,59.5,250.2,6.8,1.5,0.8,86.54,2.5,8.1,4,0,14.8,14.82
13,MattRyan,ATL,QB,2017,11,SEA,21.9,36.3,61.1,256.4,7.1,1.5,0.9,89.58,1.9,3.3,1.5,0,14.4,14.39
14,RyanFitzpatrick,TB,QB,2017,11,MIA,21.6,36.4,61.1,242.1,6.7,1.4,1.1,78.7,2.6,11.2,3.7,0,13.8,13.8
15,BlakeBortles,JAX,QB,2017,11,CLE,20.3,30.6,64.5,224.2,7.2,1.4,0.9,83.27,3.9,13.6,3.5,0,13.7,13.73
