Rank,Name,Team,Position,Season,Week,Opponent,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,DavidJohnson,ARI,RB,2016,10,SF,23.1,112.4,4.9,1.1,5.46,4.2,40.8,0.3,0.2,0.2,23.3,23.32
2,MelvinGordon,LAC,RB,2016,10,MIA,22.9,90.2,3.9,0.8,5.32,3.6,27.9,0.2,0.3,0.3,17.2,17.21
3,Le'VeonBellO,PIT,RB,2016,10,DAL,16,68.8,4.3,0.4,9.55,6.5,52.8,0.3,0.2,0.2,16,15.96
4,EzekielElliott,DAL,RB,2016,10,PIT,20.6,94.9,4.5,0.6,3.85,2.9,23.2,0.1,0.2,0.2,15.6,15.61
5,DeMarcoMurray,TEN,RB,2016,10,GB,20.2,82.4,4.1,0.6,4.29,3.3,24.2,0.1,0.2,0.2,14.5,14.46
6,JayAjayiP,MIA,RB,2016,10,LAC,18.3,79.9,4.4,0.7,2.34,1.7,12.8,0.1,0.2,0.2,13.7,13.67
7,DevontaFreemanO,ATL,RB,2016,10,PHI,14.8,63.8,4.3,0.5,4.86,3.6,27.2,0.2,0.2,0.2,12.9,12.9
8,SpencerWare,KC,RB,2016,10,CAR,14.6,61.1,4.1,0.6,3.75,2.7,28.2,0.1,0.2,0.2,12.7,12.73
9,LamarMiller,HOU,RB,2016,10,JAX,19.7,80.3,4,0.4,3.61,2.6,18.1,0.1,0.1,0.1,12.6,12.64
10,MattForteIR,NYJ,RB,2016,10,LAR,19,75.8,4,0.5,3.48,2.4,18.3,0.1,0.2,0.2,12.6,12.61
11,JordanHoward,CHI,RB,2016,10,TB,15.1,67.1,4.5,0.5,3.01,2.2,18.5,0.1,0.1,0.1,12,11.96
12,ToddGurley,LAR,RB,2016,10,NYJ,17.6,63,3.5,0.4,4.35,3.2,26.5,0.1,0.2,0.2,11.6,11.55
13,LeGarretteBlount,NE,RB,2016,10,SEA,19.3,74.8,3.9,0.6,0.69,0.5,3.5,0,0.1,0.1,11.2,11.23
14,DevontaeBooker,DEN,RB,2016,10,NO,13.3,56.8,4.4,0.5,3.88,2.7,21.3,0.1,0.2,0.2,11,11.01
15,JonathanStewartIR,CAR,RB,2016,10,KC,16,72.6,4.6,0.5,1.8,1.3,9.4,0,0.2,0.2,10.8,10.8
16,TerranceWest,BAL,RB,2016,10,CLE,15.8,67,4.2,0.5,2.16,1.5,12,0,0.1,0.1,10.7,10.7
17,DarrenSprolesO,PHI,RB,2016,10,ATL,11.1,49.5,4.5,0.4,4.89,3.4,27.3,0.1,0.1,0.1,10.5,10.48
18,DougMartin,TB,RB,2016,10,CHI,14.6,61.1,4.1,0.3,2.77,1.9,15.4,0.1,0.1,0.1,9.8,9.85
19,MarkIngramSUS,NO,RB,2016,10,DEN,11.8,52.9,4.4,0.4,3.12,2.3,15.3,0.1,0.2,0.2,9.4,9.42
20,JeremyHillIR,CIN,RB,2016,10,NYG,13.6,56.3,4,0.5,1.17,0.9,6.7,0,0.1,0.1,9.1,9.1
21,GiovaniBernardP,CIN,RB,2016,10,NYG,9.4,38,4.2,0.3,4.95,3.7,30.9,0.1,0.1,0.1,9.1,9.09
22,RashadJennings,NYG,RB,2016,10,CIN,11.3,45.5,4.2,0.3,3.32,2.5,20.5,0.1,0.1,0.1,8.8,8.8
23,TyMontgomery,GB,RB,2016,10,TEN,7.3,30.5,4.3,0.2,5.6,4,34,0.2,0.1,0.1,8.6,8.65
24,RobKelleyIR,WAS,RB,2016,10,MIN,13.7,57.7,4.1,0.4,1.34,0.9,5.9,0,0.1,0.1,8.6,8.56
25,IsaiahCrowell,CLE,RB,2016,10,BAL,13,47.3,3.6,0.4,2.79,1.9,14.4,0,0.1,0.1,8.4,8.37
26,TimHightower,NO,RB,2016,10,DEN,10.6,44.1,4,0.4,2.22,1.6,10.5,0.1,0.1,0.1,8.3,8.26
27,PaulPerkins,NYG,RB,2016,10,CIN,9.4,38.5,4.2,0.3,3.48,2.4,22,0.1,0.1,0.1,8.2,8.25
28,CarlosHyde,SF,RB,2016,10,ARI,12.6,50.1,3.8,0.4,2.1,1.5,9.3,0,0.2,0.2,7.9,7.94
29,CJProsiseD,SEA,RB,2016,10,NE,7.8,29.7,3.8,0.2,4.58,3.5,30.7,0.1,0.1,0.1,7.6,7.64
30,ChrisIvory,JAX,RB,2016,10,HOU,12.1,53,4.4,0.3,1.71,1.2,7.1,0,0.1,0.1,7.6,7.61
31,JamesWhite,NE,RB,2016,10,SEA,4,15,3.8,0.1,6.67,4.6,40.3,0.2,0.1,0.1,7.1,7.13
32,JerickMcKinnonIR,MIN,RB,2016,10,WAS,10,44.8,4.5,0.2,3.12,2.1,16.1,0,0.1,0.1,7.1,7.09
33,DukeJohnson,CLE,RB,2016,10,BAL,5.6,20,3.3,0.2,5.98,4.4,33.9,0.1,0.1,0.1,7,6.99
34,TJYeldonP,JAX,RB,2016,10,HOU,8.1,33.8,4.2,0.2,3.4,2.3,16.2,0.1,0.1,0.1,6.6,6.6
35,ChristineMichael,SEA,RB,2016,10,NE,10.3,40.2,4,0.3,2.04,1.4,9.6,0,0.1,0.1,6.6,6.58
36,KennethDixonIR,BAL,RB,2016,10,CLE,9.3,38.1,4.2,0.3,1.72,1.3,10.7,0,0.1,0.1,6.5,6.48
37,PeytonBarber,TB,RB,2016,10,CHI,9.5,36.1,3.6,0.2,3.1,2.3,17.8,0,0.1,0.1,6.4,6.39
38,MattAsiata,MIN,RB,2016,10,WAS,7,29.1,4.1,0.2,2.78,2,15.3,0.1,0.1,0.1,6,6.04
39,KapriBibbs,DEN,RB,2016,10,NO,7.5,31,3.9,0.3,1.72,1.3,10.8,0,0.1,0.1,5.8,5.78
