Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,TomBrady,NE,QB,2017,2,NO,26.1,39.9,65,301.6,7.6,2.7,0.6,102.29,2,1.1,0.5,0,21.6,21.57
2,AaronRodgersQ,GB,QB,2017,2,ATL,26.2,41.6,61.9,285.6,6.8,2.3,0.7,88,3.9,13.4,3.2,0.1,21,20.96
3,DrewBrees,NO,QB,2017,2,NE,24.7,43,58.1,296.2,6.9,2.4,0.9,85.03,1.3,0.6,1,0,19.3,19.31
4,MattRyan,ATL,QB,2017,2,GB,24,34.7,68.6,285.8,8.2,2.3,0.8,100.42,2.2,3.2,1.5,0,19.2,19.15
5,RussellWilson,SEA,QB,2017,2,SF,21.2,34.5,61.8,240.4,7.1,1.9,0.5,102.57,4.9,22.8,4.6,0.1,18.7,18.7
6,DerekCarr,OAK,QB,2017,2,NYJ,20.2,33.6,58.8,268.8,7.9,2.2,0.6,91.42,2.3,4.4,2,0,18.6,18.59
7,BenRoethlisberger,PIT,QB,2017,2,MIN,23.3,37.6,60.5,270.5,7.1,2.2,1,88.71,1.5,0.7,0.5,0,17.5,17.49
8,JameisWinston,TB,QB,2017,2,CHI,22.2,37.3,59.5,264.1,7.1,1.9,0.8,88.12,3.2,11,3.7,0,17.5,17.46
9,PhilipRivers,LAC,QB,2017,2,MIA,23.2,38.2,60.5,270.8,7.1,2.1,0.8,88.82,1,0.8,1,0,17.3,17.31
10,CamNewton,CAR,QB,2017,2,BUF,19,34.4,55.9,235.8,6.9,1.6,0.9,84.93,5.6,20.4,3.3,0.1,16.5,16.47
11,MarcusMariotaP,TEN,QB,2017,2,JAX,20.2,35.3,57.1,226.4,6.5,1.5,0.8,83.75,3.6,18.5,4.5,0.1,15.5,15.51
12,CarsonPalmer,ARI,QB,2017,2,IND,23.3,41.2,56.1,261.2,6.4,1.7,0.9,81.45,1,0.6,1,0,15.1,15.11
13,KirkCousins,WAS,QB,2017,2,LAR,23.5,39.4,61.5,262.8,6.7,1.5,0.9,87.87,2,6.2,3,0,14.9,14.93
14,JoeFlacco,BAL,QB,2017,2,CLE,18.6,31,61.3,247.7,8,1.6,0.8,94.56,1.4,2.4,2,0,14.8,14.75
14,MatthewStafford,DET,QB,2017,2,NYG,19.5,32.6,60.6,260.6,7.9,1.5,1,93.12,2.1,5.3,2.5,0,14.8,14.75
16,AlexSmith,KC,QB,2017,2,PHI,21.1,34.2,61.8,228.5,6.7,1.5,0.5,101.1,3.2,10,3.3,0,14.7,14.74
17,EliManning,NYG,QB,2017,2,DET,22.7,39.3,59,250.3,6.4,1.7,1,84.35,1.2,0.5,0,0,14.7,14.66
18,TyrodTaylorQ,BUF,QB,2017,2,CAR,18.1,30.6,58.1,211.7,6.8,1.2,0.8,76.28,6,27,4.5,0.1,14.6,14.57
19,DakPrescott,DAL,QB,2017,2,DEN,15.4,25.8,57.7,206.1,7.9,1.2,0.7,79.97,3.95,19,4.8,0.2,14.3,14.34
20,TrevorSiemian,DEN,QB,2017,2,DAL,21.2,36.4,58.3,237.1,6.6,1.5,0.8,85.07,2.1,4.5,2,0,14.1,14.13
