Rank,Name,Team,Position,Season,Week,Opponent,PassingCompletions,PassingAttempts,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingRating,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,FantasyPointsPerGame,FantasyPoints
1,AaronRodgersQ,GB,QB,2015,3,KC,22,34,64.7,271,8,2,0,108.82,4,21,5.2,0,20.9,20.94
2,TomBrady,NE,QB,2015,3,JAX,24,37,64.9,277,7.5,2,0,105.35,2,3,1.5,0,19.4,19.38
3,RussellWilson,SEA,QB,2015,3,CHI,18,28,64.3,228,8.1,2,1,98.51,7,42,6,0,19.3,19.32
4,CamNewton,CAR,QB,2015,3,NO,18,31,58.1,224,7.2,2,1,88.64,8,43,5.4,0,19.3,19.26
5,AndrewLuckP,IND,QB,2015,3,TEN,24,40,60,286,7.2,2,1,88.12,4,16,4,0,19,19.04
6,MattRyan,ATL,QB,2015,3,DAL,26,39,66.7,291,7.5,2,1,95.14,2,5,2.5,0,18.1,18.14
7,BenRoethlisberger,PIT,QB,2015,3,LAR,25,37,67.6,295,8,2,1,98.37,2,3,1.5,0,18.1,18.1
8,RyanTannehillP,MIA,QB,2015,3,BUF,24,38,63.2,256,6.7,2,1,89.36,3,16,5.3,0,17.8,17.84
9,PeytonManning,DEN,QB,2015,3,DET,24,38,63.2,285,7.5,2,1,92.54,1,0,0,0,17.4,17.4
10,EliManning,NYG,QB,2015,3,WAS,24,37,64.9,275,7.4,2,1,93.86,1,3,3,0,17.3,17.3
11,CarsonPalmer,ARI,QB,2015,3,SF,22,35,62.9,267,7.6,2,1,93.39,2,4,2,0,17.1,17.08
12,PhilipRivers,LAC,QB,2015,3,MIN,23,35,65.7,268,7.7,2,1,95.89,2,3,1.5,0,17,17.02
13,MarcusMariotaP,TEN,QB,2015,3,IND,19,32,59.4,225,7,2,1,88.67,4,20,5,0,17,17
13,NickFoles,LAR,QB,2015,3,PIT,22,35,62.9,250,7.1,2,1,91.37,2,10,5,0,17,17
15,MatthewStafford,DET,QB,2015,3,DEN,22,38,57.9,257,6.8,2,1,85.09,2,6,3,0,16.9,16.88
